 ,Time(s)
1,0.061
2,1.062
3,2.062
4,2.353
5,2.500
6,2.647
7,2.794
8,2.941
9,3.088
10,3.235
11,3.382
12,3.529
13,3.676
14,3.824
15,3.970
16,4.117
17,4.264
18,4.411
19,4.558
20,4.705
21,4.852
22,4.999
23,5.146
24,5.293
25,5.440
26,5.587
27,5.734
28,5.880
29,6.028
30,6.175
31,6.322
32,6.469
33,6.616
34,6.766
35,6.913
36,7.060
37,7.207
38,7.354
39,7.501
40,7.648
41,7.795
42,7.942
43,8.089
44,8.236
45,8.382
46,8.529
47,8.676
48,8.823
49,8.970
50,9.117
51,9.264
52,9.411
53,9.558
54,9.705
55,9.852
56,9.999
57,10.146
58,10.293
59,10.440
60,10.587
61,10.734
62,10.881
63,11.028
64,11.175
65,11.322
66,11.468
67,11.616
68,11.763
69,11.910
70,12.057
71,12.204
72,12.351
73,12.498
74,12.645
75,12.792
76,12.939
77,13.085
78,13.232
79,13.380
80,13.527
81,13.674
82,13.821
83,13.968
84,14.115
85,14.262
86,14.409
87,14.556
88,14.703
89,14.850
90,14.997
91,15.144
92,15.291
93,15.438
94,15.585
95,15.733
96,15.879
97,16.026
98,16.173
99,16.320
100,16.467
101,16.614
102,16.761
103,16.908
104,17.055
105,17.202
106,17.349
107,17.496
108,17.643
109,17.790
110,17.937
111,18.084
112,18.231
113,18.378
114,18.525
115,18.672
116,18.819
117,18.966
118,19.113
119,19.263
120,19.410
121,19.557
122,19.705
123,19.851
124,19.999
125,20.146
126,20.293
127,20.440
128,20.587
129,20.734
130,20.881
131,21.028
132,21.175
133,21.322
134,21.469
135,21.616
136,21.763
137,21.911
138,22.058
139,22.205
140,22.352
141,22.498
142,22.645
143,22.792
144,22.940
145,23.086
146,23.233
147,23.382
148,23.532
149,23.679
150,23.826
151,23.973
152,24.120
153,24.267
154,24.414
155,24.596
156,24.743
157,24.890
158,25.038
159,25.185
160,25.332
161,25.479
162,25.626
163,25.773
164,25.920
165,26.068
166,26.214
167,26.361
168,26.509
169,26.656
170,26.803
171,26.950
172,27.097
173,27.244
174,27.391
175,27.538
176,27.685
177,27.832
178,27.979
179,28.126
180,28.273
181,28.420
182,28.567
183,28.714
184,28.862
185,29.008
186,29.155
187,29.302
188,29.449
189,29.596
190,29.743
191,29.890
192,30.037
193,30.184
194,30.331
195,30.478
196,30.625
197,30.772
198,30.919
199,31.066
200,31.213
201,31.360
202,31.507
203,31.654
204,31.801
205,31.948
206,32.095
207,32.242
