 ,Time(s)
1,0.069
2,1.069
3,2.068
4,2.360
5,2.507
6,2.654
7,2.801
8,2.948
9,3.095
10,3.242
11,3.389
12,3.537
13,3.684
14,3.831
15,3.978
16,4.125
17,4.272
18,4.419
19,4.566
20,4.713
21,4.860
22,5.007
23,5.154
24,5.301
25,5.448
26,5.596
27,5.779
28,5.926
29,6.073
30,6.220
31,6.367
32,6.515
33,6.662
34,6.809
35,6.956
36,7.103
37,7.250
38,7.397
39,7.544
40,7.691
41,7.838
42,7.985
43,8.132
44,8.279
45,8.427
46,8.574
47,8.721
48,8.868
49,9.015
50,9.163
51,9.309
52,9.456
53,9.603
54,9.751
55,9.898
56,10.045
57,10.192
58,10.339
59,10.486
60,10.633
61,10.781
62,10.928
63,11.075
64,11.222
65,11.369
66,11.516
67,11.663
68,11.810
69,11.957
70,12.104
71,12.251
72,12.398
73,12.545
74,12.692
75,12.839
76,12.986
77,13.134
78,13.280
79,13.427
80,13.575
81,13.722
82,13.869
83,14.016
84,14.163
85,14.310
86,14.457
87,14.604
88,14.751
89,14.898
90,15.046
91,15.193
92,15.340
93,15.487
94,15.634
95,15.781
96,15.928
97,16.075
98,16.222
99,16.370
100,16.517
101,16.664
102,16.811
103,16.958
104,17.105
105,17.252
106,17.399
107,17.546
108,17.694
109,17.841
110,17.988
111,18.135
112,18.282
113,18.429
114,18.576
115,18.723
116,18.870
117,19.017
118,19.164
119,19.311
120,19.458
121,19.606
122,19.753
123,19.900
124,20.047
125,20.194
126,20.341
127,20.488
128,20.635
129,20.782
130,20.929
131,21.076
132,21.223
133,21.370
134,21.517
135,21.664
136,21.811
137,21.958
138,22.105
139,22.252
140,22.399
141,22.546
142,22.693
143,22.840
144,22.987
145,23.135
146,23.282
147,23.429
148,23.576
149,23.723
150,23.870
151,24.017
152,24.165
153,24.312
154,24.459
155,24.606
156,24.753
157,24.900
158,25.047
159,25.194
160,25.341
161,25.488
162,25.635
163,25.782
164,25.929
165,26.076
166,26.224
167,26.371
168,26.518
169,26.665
170,26.812
171,26.959
172,27.106
173,27.253
174,27.400
175,27.547
176,27.694
177,27.842
178,27.989
179,28.136
180,28.283
181,28.430
182,28.578
183,28.725
184,28.872
185,29.020
186,29.167
187,29.314
188,29.461
189,29.608
190,29.756
191,29.903
192,30.050
193,30.197
194,30.344
195,30.491
196,30.638
197,30.785
198,30.932
199,31.079
200,31.227
201,31.374
202,31.521
203,31.668
204,31.815
205,31.962
206,32.109
207,32.256
