 ,Time(s)
1,0.070
2,1.070
3,2.071
4,2.366
5,2.513
6,2.659
7,2.807
8,2.953
9,3.100
10,3.247
11,3.394
12,3.541
13,3.688
14,3.835
15,3.982
16,4.129
17,4.276
18,4.423
19,4.571
20,4.718
21,4.866
22,5.013
23,5.160
24,5.307
25,5.454
26,5.601
27,5.748
28,5.895
29,6.042
30,6.189
31,6.337
32,6.484
33,6.631
34,6.778
35,6.925
36,7.073
37,7.220
38,7.367
39,7.514
40,7.661
41,7.808
42,7.954
43,8.101
44,8.249
45,8.431
46,8.578
47,8.725
48,8.872
49,9.020
50,9.166
51,9.317
52,9.465
53,9.611
54,9.758
55,9.905
56,10.052
57,10.200
58,10.347
59,10.494
60,10.641
61,10.788
62,10.935
63,11.082
64,11.229
65,11.376
66,11.523
67,11.670
68,11.817
69,11.964
70,12.111
71,12.258
72,12.405
73,12.552
74,12.699
75,12.846
76,12.993
77,13.141
78,13.288
79,13.435
80,13.582
81,13.729
82,13.876
83,14.023
84,14.170
85,14.317
86,14.464
87,14.611
88,14.758
89,14.905
90,15.052
91,15.199
92,15.346
93,15.493
94,15.640
95,15.787
96,15.934
97,16.081
98,16.229
99,16.376
100,16.523
101,16.670
102,16.817
103,16.964
104,17.111
105,17.258
106,17.405
107,17.552
108,17.699
109,17.846
110,17.993
111,18.140
112,18.288
113,18.435
114,18.582
115,18.729
116,18.876
117,19.023
118,19.170
119,19.317
120,19.464
121,19.611
122,19.758
123,19.905
124,20.052
125,20.199
126,20.346
127,20.493
128,20.640
129,20.787
130,20.934
131,21.081
132,21.228
133,21.375
134,21.522
135,21.669
136,21.816
137,21.963
138,22.110
139,22.257
140,22.404
141,22.551
142,22.698
143,22.845
144,22.992
145,23.139
146,23.286
147,23.434
148,23.581
149,23.728
150,23.875
151,24.022
152,24.169
153,24.316
154,24.463
155,24.610
156,24.757
157,24.904
158,25.051
159,25.198
160,25.345
161,25.492
162,25.638
163,25.785
164,25.932
165,26.079
166,26.226
167,26.374
168,26.520
169,26.667
170,26.814
171,26.961
172,27.109
173,27.256
174,27.403
175,27.550
176,27.697
177,27.844
178,27.991
179,28.138
180,28.285
181,28.432
182,28.579
183,28.726
184,28.873
185,29.020
186,29.167
187,29.314
188,29.461
189,29.608
190,29.755
191,29.903
192,30.050
193,30.197
194,30.344
195,30.491
196,30.638
197,30.785
198,30.932
199,31.079
200,31.226
201,31.373
202,31.520
203,31.667
204,31.814
205,31.961
206,32.108
207,32.255
