 ,Time(s)
1,0.071
2,1.073
3,2.072
4,2.367
5,2.514
6,2.661
7,2.807
8,2.954
9,3.101
10,3.248
11,3.395
12,3.542
13,3.689
14,3.836
15,3.983
16,4.130
17,4.276
18,4.424
19,4.571
20,4.718
21,4.865
22,5.012
23,5.158
24,5.305
25,5.452
26,5.599
27,5.746
28,5.893
29,6.039
30,6.186
31,6.333
32,6.480
33,6.627
34,6.774
35,6.921
36,7.068
37,7.215
38,7.361
39,7.508
40,7.655
41,7.802
42,7.949
43,8.096
44,8.243
45,8.390
46,8.537
47,8.683
48,8.830
49,8.977
50,9.124
51,9.271
52,9.417
53,9.565
54,9.712
55,9.859
56,10.006
57,10.152
58,10.299
59,10.482
60,10.629
61,10.776
62,10.922
63,11.070
64,11.216
65,11.363
66,11.510
67,11.657
68,11.804
69,11.951
70,12.098
71,12.245
72,12.392
73,12.539
74,12.685
75,12.832
76,12.979
77,13.126
78,13.273
79,13.419
80,13.566
81,13.713
82,13.860
83,14.007
84,14.154
85,14.300
86,14.447
87,14.594
88,14.742
89,14.889
90,15.035
91,15.182
92,15.329
93,15.476
94,15.623
95,15.770
96,15.917
97,16.064
98,16.211
99,16.358
100,16.505
101,16.652
102,16.798
103,16.945
104,17.092
105,17.239
106,17.386
107,17.533
108,17.680
109,17.827
110,17.974
111,18.121
112,18.268
113,18.414
114,18.561
115,18.708
116,18.855
117,19.002
118,19.149
119,19.296
120,19.443
121,19.589
122,19.736
123,19.883
124,20.030
125,20.177
126,20.324
127,20.471
128,20.618
129,20.765
130,20.912
131,21.059
132,21.206
133,21.352
134,21.499
135,21.646
136,21.793
137,21.940
138,22.087
139,22.234
140,22.381
141,22.528
142,22.675
143,22.822
144,22.969
145,23.116
146,23.263
147,23.409
148,23.556
149,23.703
150,23.850
151,23.997
152,24.144
153,24.291
154,24.438
155,24.585
156,24.732
157,24.879
158,25.026
159,25.173
160,25.320
161,25.467
162,25.614
163,25.761
164,25.908
165,26.055
166,26.202
167,26.349
168,26.496
169,26.643
170,26.789
171,26.936
172,27.083
173,27.230
174,27.378
175,27.524
176,27.672
177,27.818
178,27.965
179,28.112
180,28.259
181,28.406
182,28.554
183,28.700
184,28.847
185,28.994
186,29.141
187,29.288
188,29.435
189,29.582
190,29.729
191,29.876
192,30.022
193,30.169
194,30.316
195,30.463
196,30.610
197,30.757
198,30.904
199,31.051
200,31.197
201,31.344
202,31.491
203,31.638
204,31.785
205,31.932
206,32.079
207,32.226
