"Time(s)","Cond1"
0,0
0.989,0.0074620473132565
1.989,0.0150331184345397
2.359,0.0155902026612975
6.516,0.0172389117626996
9.906,0.0175573025050519
13.249,0.0209026423144901
16.585,0.0166245862171799
19.925,0.0206607832026289
23.265,0.018548417448254
26.606,0.0261112837573474
29.946,0.0251566768432589
33.285,0.0229585933498433
36.647,0.0252481231223356
40.027,0.0240247480343372
43.367,0.0255060585285619
46.707,0.0218745065914856
50.048,0.0223531958367465
53.4,0.0260892457476867
56.748,0.0267934630075415
60.085,0.026334880788273
63.425,0.0246256257960516
66.766,0.0297949701552687
70.147,0.0285350965162087
73.487,0.0316007114216255
76.826,0.0302168389290432
80.166,0.0273271319146227
83.506,0.0350175395278358
86.847,0.0300722032281669
90.186,0.0347101637860119
93.527,0.0358150258655902
96.901,0.038366974200244
100.28,0.044569886346175
103.652,0.0387576225153285
106.992,0.0367233682198843
110.333,0.0350029031906508
113.672,0.0367710646292283
117.012,0.0348655344208981
120.352,0.0409621760272867
123.692,0.0363981222695542
127.032,0.037260648353921
130.407,0.0373797951787523
133.747,0.0340167367858677
137.088,0.0312561447249008
140.429,0.0335073304085915
143.769,0.0338773050186895
147.109,0.029812090373533
150.449,0.0314431414914885
153.788,0.040633239757145
157.152,0.0332298857700106
160.525,0.0403162613743946
163.904,0.0368811026215132
167.246,0.0382999964736077
170.587,0.0432161434415365
173.927,0.0410610561168312
177.274,0.0368894738030936
180.615,0.0347743075740608
183.956,0.0367811662365226
187.296,0.0311416917142828
190.672,0.0451677494283823
194.021,0.0334926193675353
197.361,0.0392018886082365
200.702,0.0372272463345955
204.042,0.040040116913541
207.404,0.0365196310034051
210.761,0.0371967616785591
214.101,0.0373889869692957
217.441,0.0353734591648121
220.813,0.0359484151923858
224.158,0.0362800811310914
227.516,0.0425419606484116
230.864,0.0379960746922396
234.204,0.0442530962192447
237.543,0.0441279040183056
240.906,0.0374219731234548
244.246,0.0425283657557609
247.586,0.0384283263024812
250.962,0.0445788415909469
254.302,0.0360652620399266
257.655,0.0409244081634149
260.994,0.043913558470965
264.334,0.0334485901430495
267.674,0.0421475934189371
271.026,0.0380161742104715
274.406,0.0492986511688214
277.746,0.0487654218456426
281.155,0.045702573042796
284.491,0.0436848649882836
287.851,0.0459453971788288
291.187,0.0410028907162713
294.527,0.044820285288002
297.907,0.0419424835451998
301.246,0.0460554338467622
304.586,0.0443295387852876
307.926,0.0475120182056868
311.302,0.0442063981937716
314.656,0.0455324735542029
317.996,0.0449282201915578
321.335,0.0429483781223533
324.673,0.0480208494736575
328.011,0.0485634964608167
331.35,0.0460274207557647
334.692,0.0514784504026746
338.031,0.0480141766072858
341.41,0.0455339757631209
344.75,0.049333540283429
348.089,0.0464455019080318
351.428,0.052642610922506
354.766,0.047992736738753
358.107,0.0461410500613205
361.448,0.0455959823912481
364.787,0.048912219610082
368.158,0.0478561348279915
371.534,0.0442757570514769
374.907,0.049392148061347
378.247,0.0465686627764205
381.586,0.0451620668208867
384.926,0.047067328287353
388.273,0.0435914701627362
391.657,0.0415893732741905
394.996,0.0425758906427415
398.335,0.0452892625813376
401.71,0.0494673221747629
405.049,0.0481265027588117
408.407,0.0429604839224016
411.778,0.0443515001427538
415.157,0.0414676656243612
418.496,0.0459537647599489
421.836,0.0431086578375063
425.333,0.0445365896265563
428.677,0.0456954875868196
432.069,0.0408102898680433
435.601,0.0417393175802168
438.939,0.0438389517397977
442.276,0.0451282882921057
445.778,0.0438142760986234
449.231,0.0442979742895868
452.63,0.0432411343906432
455.968,0.0448509750953824
459.306,0.0438368762388795
462.682,0.0422120699414437
466.022,0.046587596726333
469.36,0.0472231172789756
472.89,0.040925382376238
476.365,0.0384329426626265
479.889,0.0509893020323918
483.311,0.0424057865911887
486.659,0.0485250886472934
489.998,0.0432586177121286
493.408,0.0462789484471183
496.747,0.0417792518349111
500.086,0.0523471991680375
503.425,0.0488311409945501
506.788,0.0430361916248583
510.156,0.0443938068997502
513.495,0.0478026310335545
516.833,0.039196301135021
520.169,0.0440680933926466
523.544,0.0433471509973038
526.907,0.0431200721861965
530.245,0.0463850337530363
533.583,0.0441583962727737
536.92,0.043127893034292
540.268,0.0467447237202545
543.606,0.0426616055615188
546.96,0.0400423018785431
550.298,0.0417959243256685
553.696,0.0487441828785482
557.035,0.0487422094963876
560.41,0.0466527825904743
563.775,0.044664463074871
567.162,0.0467447835783685
570.499,0.0465992136453127
573.837,0.0533304040493961
577.181,0.0510875449817611
580.519,0.0526497307978257
583.907,0.0568655806386714
587.275,0.0544450128928424
590.614,0.0566357785334369
593.95,0.0576003190312729
597.287,0.0540071334354293
600.866,0.0560592085266131
604.268,0.0604357229627388
607.67,0.0579207034271225
611.009,0.0633618411477705
614.412,0.0648871850526926
617.748,0.0672297241412178
621.164,0.0694947973915457
624.511,0.0653897317710225
627.849,0.0644978273073732
631.187,0.0691996370406623
634.525,0.0723536862107433
637.863,0.0690618592945866
641.201,0.0705036920524058
644.575,0.0654153309545466
647.93,0.0710677907052916
651.266,0.068867000887593
654.611,0.0678104271186404
657.949,0.071490356692447
661.295,0.0749913442400089
664.66,0.0711222011231003
668.023,0.0697309626193713
671.408,0.0713147694640753
674.783,0.069709271596349
678.165,0.0735239889894038
681.503,0.0727997859052143
684.958,0.0683320026598292
688.294,0.0687883272326033
691.661,0.064101288896921
694.999,0.0678824811474345
698.337,0.0668092900863914
701.738,0.0716205937374192
705.154,0.0688989252161362
708.492,0.0674744948435001
711.83,0.0712783971736495
715.171,0.0680788507162995
718.51,0.0663784730509245
721.847,0.0712430954436993
725.184,0.0690510187274026
728.522,0.0653109832497376
731.899,0.0723404912038858
735.287,0.0654593183299208
738.654,0.0637470034251487
741.991,0.0632827219710768
745.328,0.0638229690921946
748.666,0.0633027876449475
752.004,0.064864717934525
755.34,0.0667220768703797
758.676,0.0662773383851466
762.019,0.0608818397591788
765.411,0.0673383357011769
768.748,0.0646682569040633
772.084,0.0593295562840819
775.425,0.0651349608054468
778.763,0.0606867437017628
782.101,0.0655163375000963
785.446,0.0605356868729593
788.782,0.0586073878064858
792.162,0.0612150222944595
795.535,0.0601890925758222
798.877,0.0597383107509051
802.214,0.0608740440310251
805.55,0.0555747258809799
808.891,0.0613423463601402
812.228,0.0592101405245589
815.565,0.0555789082250925
818.935,0.0579204180226925
822.273,0.0551888854056906
825.654,0.057445167526229
828.991,0.0542128398453162
832.333,0.0555477784726894
835.669,0.0556529128337601
839.008,0.0552695548253917
842.35,0.0540243438172444
845.697,0.0583879341991795
849.035,0.049186448613207
852.406,0.0541289286683269
855.804,0.059748413094016
859.156,0.0590002149709542
862.493,0.053572289738975
865.83,0.0535529775477639
869.166,0.0554403813111464
872.53,0.055225197328321
875.908,0.0554688150231758
879.246,0.057765772006136
882.582,0.0578530021124436
885.955,0.0555575235387434
889.292,0.0531651196018993
892.66,0.0492586465529
895.997,0.0526933744214447
899.333,0.0489383001942225
902.67,0.0491984070896915
906.007,0.0484729106495781
909.343,0.0492322649103122
912.68,0.0480466864395821
916.053,0.0515870468356118
919.408,0.0476587662790915
922.775,0.047219768389471
926.16,0.0483243521164223
929.498,0.0520300959193336
932.835,0.0524809212846217
936.172,0.0461532903541525
939.536,0.043537076418783
942.91,0.0526202938438377
946.289,0.0414817438499105
949.659,0.0488669266321086
953.025,0.0421239687443315
956.413,0.0440330158653682
959.749,0.0429571205500495
963.088,0.0465294629278227
966.425,0.0456631333024613
969.792,0.040952833504804
973.159,0.0402685052830124
976.537,0.0413244837534633
979.927,0.0425603338854505
983.369,0.0406650092808675
986.872,0.0427920742234884
990.215,0.0386216529465183
993.553,0.0361495578599399
996.911,0.0347425067638479
