ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
2,26,0,25,1,21,0,0,0,0,0,0
3,43,0,42,1,36,0,0,0,0,0,0
5,11,0,10,1,11,0,0,0,0,0,0
6,180,0,179,2,29,2,26,0,0,3,108
7,33,0,32,1,12,1,12,0,0,0,0
8,12,0,11,0,0,1,11,0,0,0,0
10,182,0,181,3,62,3,94,0,0,1,25
11,11,0,10,0,0,1,11,0,0,0,0
12,25,0,24,0,0,1,25,0,0,0,0
14,164,0,163,3,52,3,74,0,0,1,12
17,14,0,13,1,14,0,0,0,0,0,0
18,36,0,35,1,36,0,0,0,0,0,0
22,14,0,13,1,14,0,0,0,0,0,0
23,34,0,33,1,14,0,0,1,19,0,0
24,21,0,20,0,0,0,0,0,0,1,13
28,12,3,14,0,0,0,0,0,0,1,11
29,42,5,46,1,36,0,0,0,0,0,0
30,28,3,30,1,28,0,0,0,0,0,0
31,16,13,28,0,0,0,0,0,0,1,16
32,16,12,27,0,0,0,0,0,0,1,16
34,11,16,26,1,11,0,0,0,0,0,0
37,21,10,30,0,0,1,19,0,0,0,0
39,19,8,26,0,0,0,0,0,0,1,15
44,29,19,47,0,0,1,28,0,0,0,0
45,13,19,31,1,11,0,0,0,0,0,0
48,12,21,32,1,12,0,0,0,0,0,0
50,11,23,33,1,11,0,0,0,0,0,0
51,18,23,40,0,0,1,17,0,0,0,0
52,88,24,111,2,76,0,0,0,0,1,10
53,22,24,45,1,14,0,0,0,0,0,0
56,54,26,79,2,28,1,22,0,0,0,0
58,12,27,38,0,0,1,12,0,0,0,0
59,18,28,45,1,11,0,0,0,0,0,0
60,14,28,41,1,14,0,0,0,0,0,0
61,17,27,43,0,0,1,14,0,0,0,0
62,11,30,40,0,0,0,0,0,0,1,11
63,46,30,75,1,23,1,14,0,0,0,0
66,12,34,45,0,0,0,0,1,11,0,0
67,29,35,63,0,0,0,0,0,0,1,14
68,19,36,54,0,0,1,12,0,0,0,0
70,14,40,53,1,11,0,0,0,0,0,0
72,84,41,124,2,49,2,29,0,0,0,0
74,20,41,60,0,0,1,17,0,0,0,0
75,25,43,67,0,0,1,18,0,0,0,0
76,50,45,94,1,33,1,11,0,0,0,0
77,23,41,63,1,14,0,0,0,0,0,0
78,28,49,76,0,0,1,16,0,0,0,0
81,26,52,77,1,10,1,15,0,0,0,0
83,20,52,71,0,0,0,0,0,0,0,0
85,13,58,70,0,0,1,12,0,0,0,0
87,65,61,125,1,49,1,11,0,0,0,0
88,53,64,116,1,35,0,0,0,0,1,12
92,12,81,92,0,0,0,0,0,0,1,12
95,12,86,97,0,0,0,0,0,0,1,12
97,22,89,110,0,0,0,0,0,0,0,0
100,23,89,111,1,10,1,12,0,0,0,0
101,62,101,162,1,21,0,0,1,13,0,0
103,57,97,153,1,48,0,0,0,0,0,0
110,41,105,145,1,21,1,16,0,0,0,0
112,37,108,144,0,0,1,37,0,0,0,0
114,11,117,127,0,0,1,11,0,0,0,0
118,19,119,137,0,0,1,19,0,0,0,0
120,19,128,146,0,0,0,0,0,0,0,0
121,74,128,201,0,0,2,61,1,12,0,0
123,15,132,146,0,0,1,11,0,0,0,0
124,33,134,166,1,32,0,0,0,0,0,0
125,14,135,148,1,14,0,0,0,0,0,0
130,13,154,166,1,13,0,0,0,0,0,0
133,12,159,170,0,0,0,0,0,0,1,11
136,24,166,189,1,20,0,0,0,0,0,0
137,12,168,179,0,0,1,11,0,0,0,0
138,102,170,271,1,33,2,64,0,0,0,0
139,21,167,187,0,0,1,13,0,0,0,0
140,12,174,185,0,0,0,0,0,0,1,12
143,17,176,192,1,14,0,0,0,0,0,0
153,31,192,222,0,0,1,21,0,0,0,0
155,19,193,211,1,11,0,0,0,0,0,0
156,21,194,214,1,15,0,0,0,0,0,0
157,13,197,209,0,0,0,0,0,0,1,13
158,21,200,220,0,0,1,13,0,0,0,0
163,11,211,221,0,0,1,11,0,0,0,0
164,18,220,237,0,0,0,0,0,0,0,0
165,15,223,237,0,0,1,15,0,0,0,0
168,12,236,247,0,0,0,0,1,11,0,0
174,23,244,266,0,0,0,0,0,0,1,11
177,13,258,270,0,0,0,0,0,0,1,11
178,30,263,292,0,0,1,17,0,0,0,0
179,23,263,285,1,22,0,0,0,0,0,0
181,15,271,285,0,0,0,0,0,0,1,13
182,11,274,284,0,0,0,0,0,0,1,11
