ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
1,106,0,105,2,27,3,70,0,0,0,0
2,14,0,13,0,0,0,0,0,0,1,14
3,28,0,27,1,28,0,0,0,0,0,0
4,97,0,96,1,10,2,67,1,11,0,0
5,13,1,13,1,11,0,0,0,0,0,0
6,31,0,30,0,0,1,10,0,0,0,0
8,33,0,32,0,0,1,12,2,21,0,0
9,18,0,17,0,0,1,17,0,0,0,0
10,326,0,325,3,48,3,92,5,186,0,0
11,24,0,23,0,0,1,24,0,0,0,0
12,25,0,24,1,11,1,10,0,0,0,0
13,29,0,28,0,0,1,25,0,0,0,0
14,143,0,142,0,0,2,108,1,12,0,0
15,11,0,10,1,11,0,0,0,0,0,0
17,15,0,14,0,0,0,0,0,0,1,13
18,22,0,21,1,13,0,0,0,0,0,0
19,13,0,12,1,12,0,0,0,0,0,0
20,15,0,14,1,15,0,0,0,0,0,0
21,11,0,10,0,0,1,11,0,0,0,0
22,92,0,91,0,0,1,82,0,0,0,0
25,18,0,17,0,0,0,0,0,0,0,0
26,85,0,84,1,14,0,0,0,0,2,62
27,175,0,174,2,78,2,50,1,35,0,0
28,50,0,49,0,0,1,12,0,0,1,32
29,16,0,15,0,0,0,0,0,0,1,12
30,25,0,24,1,14,0,0,0,0,0,0
33,17,5,21,1,17,0,0,0,0,0,0
35,23,0,22,0,0,1,19,0,0,0,0
36,15,1,15,0,0,0,0,0,0,1,12
37,17,2,18,0,0,0,0,0,0,1,13
38,217,12,228,2,42,3,85,3,45,2,39
39,56,12,67,1,22,0,0,0,0,2,25
40,98,8,105,1,21,2,45,1,16,0,0
42,31,12,42,1,11,1,20,0,0,0,0
47,38,9,46,0,0,0,0,0,0,1,20
50,21,19,39,1,20,0,0,0,0,0,0
52,12,19,30,0,0,1,12,0,0,0,0
54,43,21,63,0,0,1,22,1,13,0,0
55,24,21,44,1,24,0,0,0,0,0,0
56,13,23,35,1,13,0,0,0,0,0,0
57,41,22,62,0,0,0,0,1,20,0,0
59,43,21,63,1,36,0,0,0,0,0,0
60,11,25,35,0,0,1,11,0,0,0,0
61,12,25,36,0,0,0,0,0,0,1,12
63,12,27,38,0,0,0,0,0,0,1,12
64,19,26,44,1,13,0,0,0,0,0,0
65,13,26,38,1,13,0,0,0,0,0,0
66,13,27,39,1,13,0,0,0,0,0,0
67,20,30,49,1,15,0,0,0,0,0,0
69,84,29,112,2,61,0,0,0,0,1,14
70,20,31,50,0,0,0,0,1,10,0,0
72,20,28,47,1,11,0,0,0,0,0,0
73,11,34,44,1,11,0,0,0,0,0,0
74,15,34,48,0,0,1,11,0,0,0,0
75,11,36,46,0,0,1,11,0,0,0,0
76,127,37,163,2,48,3,73,0,0,0,0
77,114,37,150,2,57,1,13,0,0,2,38
79,19,40,58,0,0,1,13,0,0,0,0
83,21,44,64,0,0,0,0,0,0,0,0
84,19,47,65,0,0,1,14,0,0,0,0
85,46,46,91,1,36,0,0,0,0,0,0
86,18,43,60,1,14,0,0,0,0,0,0
89,22,53,74,0,0,0,0,0,0,1,14
92,108,60,167,1,33,2,50,1,11,1,14
97,15,60,74,1,14,0,0,0,0,0,0
98,18,57,74,0,0,1,11,0,0,0,0
99,14,62,75,1,14,0,0,0,0,0,0
100,17,65,81,0,0,1,16,0,0,0,0
102,19,66,84,0,0,0,0,0,0,0,0
103,16,68,83,1,14,0,0,0,0,0,0
105,18,72,89,0,0,0,0,0,0,0,0
106,11,74,84,1,11,0,0,0,0,0,0
107,11,72,82,0,0,0,0,0,0,1,11
112,12,76,87,0,0,0,0,0,0,1,11
114,21,81,101,0,0,1,12,0,0,0,0
115,14,81,94,0,0,1,11,0,0,0,0
118,15,86,100,1,15,0,0,0,0,0,0
119,14,85,98,0,0,0,0,0,0,1,14
