PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
1,1,18,0,17,SUBDIFFUSION,9.266E-4,2.398,0.698,2.432,-0.148,0.005,0.084,0.080,2.626,8.917E-12,-0.036,0.032,0.418,0.028,-0.054,-0.054,0.683
1,3,39,29,67,SUBDIFFUSION,4.093E-3,2.093,0.690,2.420,0.267,0.006,0.088,0.089,1.601,0.442,-0.014,0.149,0.633,0.027,0.614,0.614,0.656
1,5,13,84,96,SUBDIFFUSION,2.974E-3,2.009,0.705,2.330,0.979,0.017,0.171,0.127,1.229,0.459,0.074,0.063,0.025,0.021,0.480,0.480,0.562
4,12,26,0,25,SUBDIFFUSION,7.363E-4,2.572,1.418,2.769,0.953,0.004,0.071,0.054,2.052,0.033,-0.208,0.200,1.133,0.023,-0.023,-0.023,0.623
4,15,41,46,86,SUBDIFFUSION,1.266E-3,2.499,1.353,2.541,-0.227,0.002,0.052,0.034,2.859,0.331,-0.067,0.010,0.880,0.022,0.512,0.512,0.600
6,22,10,15,24,SUBDIFFUSION,1.082E-3,3.820,2.580,3.206,1.000,0.014,0.156,0.076,1.350,0.422,-0.143,0.020,0.578,0.007,0.406,0.406,0.646
8,30,12,11,22,SUBDIFFUSION,1.481E-3,2.227,2.623,2.152,0.632,0.008,0.124,0.062,1.127,0.460,-0.333,0.093,0.800,0.017,0.260,0.260,0.658
9,32,17,0,16,SUBDIFFUSION,1.072E-2,5.480,2.553,2.258,-0.227,0.012,0.128,0.240,1.425,0.386,0.007,0.051,0.185,0.037,0.461,0.461,0.653
10,35,36,20,55,SUBDIFFUSION,2.987E154,6.197,2.656,3.596,0.999,0.001,0.054,0.019,1.172,5.335E153,0.228,0.154,0.560,0.013,0.000,0.000,0.554
10,39,11,109,119,SUBDIFFUSION,8.367E-4,6.178,2.578,2.215,0.692,0.018,0.200,0.068,1.330,0.515,0.333,0.036,0.133,0.009,0.810,0.810,0.542
10,43,45,208,252,SUBDIFFUSION,3.961E-4,6.153,2.564,2.690,0.986,0.001,0.046,0.022,2.093,0.015,0.259,0.029,0.952,0.015,-0.012,-0.012,0.613
11,45,24,0,23,SUBDIFFUSION,2.987E154,0.675,2.763,2.998,-0.227,0.002,0.055,0.030,3.199,5.335E153,-0.270,0.017,Infinity,0.018,0.000,0.000,0.640
12,48,10,15,24,SUBDIFFUSION,2.372E-2,2.420,3.884,2.482,0.997,0.015,0.153,0.312,1.398,0.538,0.112,0.012,0.101,0.027,0.590,0.590,0.527
