PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
1,2,11,18,28,NORM. DIFFUSION,1.588E-2,2.287,0.724,1.652,0.959,0.098,0.403,0.347,2.152,1.022,0.389,0.163,0.067,0.018,0.931,0.964,0.634
1,4,16,68,83,NORM. DIFFUSION,1.056E-2,2.050,0.730,1.588,0.579,0.033,0.227,0.163,2.959,0.937,-0.024,0.106,-1.110E-16,0.005,0.956,0.961,0.627
3,11,28,0,27,NORM. DIFFUSION,6.937E-3,2.930,0.831,1.704,0.807,0.011,0.138,0.136,1.761,0.597,0.442,0.357,0.102,0.012,0.447,0.752,0.598
4,16,10,87,96,NORM. DIFFUSION,7.062E-3,2.488,1.320,1.773,0.753,0.020,0.172,0.107,1.474,0.907,-0.400,0.137,0.356,0.007,0.937,0.942,0.628
5,18,11,3,13,NORM. DIFFUSION,4.315E-2,2.800,1.004,1.589,0.952,0.014,0.158,0.136,2.630,1.538,0.203,0.267,0.320,0.018,0.895,0.957,0.637
10,36,15,56,70,NORM. DIFFUSION,6.156E-4,6.203,2.659,2.009,0.284,0.007,0.119,0.049,1.437,0.215,0.037,0.020,1.086,0.015,-0.005,0.036,0.593
10,38,22,87,108,NORM. DIFFUSION,6.454E-4,6.205,2.562,1.709,0.778,0.009,0.200,0.032,4.982,0.424,1.800,0.116,0.752,0.004,0.532,0.368,0.518
10,41,11,133,143,NORM. DIFFUSION,2.683E-3,6.196,2.640,1.912,-0.227,0.000,0.000,0.000,4.545,0.451,0.111,0.073,Infinity,0.016,0.413,0.080,0.592
12,47,11,4,14,NORM. DIFFUSION,3.477E-2,2.422,3.902,1.714,0.546,0.035,0.217,0.385,1.366,0.682,-0.308,0.448,0.500,0.041,0.955,0.945,0.549
15,60,11,0,10,NORM. DIFFUSION,1.293E-1,4.615,4.233,1.476,0.862,0.015,0.170,0.385,1.255,1.006,0.509,0.548,0.060,0.042,0.999,0.999,0.566
18,69,13,9,21,NORM. DIFFUSION,1.759E-1,2.945,5.003,1.799,0.532,0.057,0.276,0.825,2.212,1.012,0.108,0.045,0.221,0.037,0.731,0.820,0.654
19,71,12,1,12,NORM. DIFFUSION,1.506E-2,2.223,5.353,2.068,-0.227,0.013,0.151,0.195,3.996,0.164,0.444,0.001,1.133,0.038,0.027,-0.082,0.427
20,72,15,0,14,NORM. DIFFUSION,1.729E-1,3.640,5.989,1.884,0.997,0.028,0.221,0.593,1.533,1.041,0.102,0.126,0.090,0.069,0.766,0.916,0.640
26,86,14,43,56,NORM. DIFFUSION,6.334E-3,4.217,0.289,1.986,0.859,0.032,0.250,0.148,1.777,0.784,0.123,0.052,0.262,0.010,0.712,0.851,0.607
27,94,15,12,26,NORM. DIFFUSION,4.868E-3,0.763,0.000,2.003,0.471,0.003,0.067,0.049,1.661,0.649,0.206,0.693,0.400,0.015,0.491,0.677,0.558
27,97,63,101,163,NORM. DIFFUSION,2.429E-4,0.707,6.349E-4,2.139,0.931,0.000,0.000,0.000,2.899,0.152,0.828,0.608,0.170,0.010,0.058,0.079,0.562
30,110,14,9,22,NORM. DIFFUSION,7.831E-3,3.371,0.449,1.996,0.882,0.003,0.065,0.074,1.683,0.515,-0.025,0.473,0.193,0.018,0.504,0.725,0.570
33,113,17,5,21,NORM. DIFFUSION,3.648E-2,2.835,7.569,1.559,0.731,0.034,0.248,0.628,1.543,0.384,0.497,0.374,0.261,0.033,0.267,0.360,0.587
38,124,14,90,103,NORM. DIFFUSION,1.816E-3,3.406,0.223,1.697,0.995,0.010,0.156,0.052,1.928,0.697,0.238,0.146,0.877,0.006,0.564,0.751,0.581
38,128,28,142,169,NORM. DIFFUSION,8.295E-14,3.389,0.224,1.746,0.994,0.001,0.052,0.036,14.731,3.653E-12,1.988,0.072,0.475,0.017,-0.028,-0.028,0.504
39,137,22,32,53,NORM. DIFFUSION,1.424E-2,3.744,2.629,1.874,0.909,0.008,0.117,0.189,2.753,0.404,1.181,0.155,0.452,0.044,0.545,0.684,0.613
40,142,21,15,35,NORM. DIFFUSION,4.861E-3,4.535,3.379,1.625,0.237,6.707E-4,0.040,0.034,5.745,0.002,1.632,0.178,0.635,0.023,0.119,-0.042,0.564
42,148,11,12,22,NORM. DIFFUSION,1.103E-2,6.200,5.055,1.780,0.996,0.004,0.088,0.068,2.454,0.862,-0.105,0.151,0.154,0.020,0.559,0.771,0.675
50,156,20,20,39,NORM. DIFFUSION,3.547E-2,2.170,4.238,1.878,0.872,0.006,0.104,0.258,2.927,0.410,0.558,0.326,0.195,0.024,0.025,0.167,0.537
55,162,24,21,44,NORM. DIFFUSION,1.276E-2,2.198,5.345,2.290,0.995,0.006,0.100,0.125,2.774,0.481,0.399,0.044,0.880,0.031,0.424,0.474,0.595
56,163,13,23,35,NORM. DIFFUSION,1.159E-1,5.929,5.966,2.153,0.971,0.033,0.216,0.689,1.474,0.752,-0.080,0.150,0.035,0.052,0.511,0.762,0.693
