PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
77,222,16,135,150,DIRECTED/ACTIVE,1.655E-1,9.357E-6,5.775,5.827,1.280,0.631,0.133,0.462,1.238,1.933,1.087,0.235,0.322,-0.048,0.057,0.912,0.973,0.600
89,247,14,56,69,DIRECTED/ACTIVE,8.412E-2,1.751E-5,2.457,4.423,1.356,0.675,0.043,0.261,0.539,1.313,0.713,0.607,0.551,-0.068,0.026,0.835,0.879,0.634
92,250,14,60,73,DIRECTED/ACTIVE,3.148E-2,4.934E-5,2.366,0.174,1.214,0.451,0.187,0.595,0.666,1.992,1.024,0.763,0.606,-0.084,0.012,0.997,0.992,0.567
107,279,11,72,82,DIRECTED/ACTIVE,2.652E-2,0.860,1.924,4.887,1.211,0.788,0.226,0.670,0.796,2.192,1.446,0.682,0.542,-0.101,0.045,1.000,0.997,0.752
112,281,11,77,87,DIRECTED/ACTIVE,1.999E-1,1.825,4.713,7.095,1.580,0.908,0.088,0.347,1.283,1.583,0.796,-0.078,0.304,0.136,0.075,1.000,0.748,0.590
119,293,14,85,98,DIRECTED/ACTIVE,1.059E-1,1.421,5.560,1.683,1.472,0.725,0.041,0.247,0.670,1.301,1.159,-0.114,0.461,0.028,0.056,0.984,0.986,0.612
120,294,13,85,97,DIRECTED/ACTIVE,5.44E-2,2.234E-6,2.511,4.169,1.522,0.550,0.049,0.279,0.567,1.562,0.410,0.154,0.301,-0.036,0.040,-3.177,0.552,0.546
134,305,13,97,109,DIRECTED/ACTIVE,1.964E-2,2.128E-5,0.754,5.262,1.355,0.457,0.087,0.412,0.401,1.854,0.777,0.223,0.418,0.062,0.015,0.833,0.973,0.587
137,306,12,103,114,DIRECTED/ACTIVE,1.353E-1,2.127,4.597,2.183,1.382,0.889,0.135,0.464,1.410,1.701,1.247,0.028,0.424,-0.015,0.084,1.000,0.937,0.612
143,321,12,129,140,DIRECTED/ACTIVE,1.164E-1,2.178E-5,3.003,4.330,1.155,0.602,0.264,0.665,1.509,2.121,0.585,0.356,0.588,-0.060,0.067,0.720,0.430,0.639
153,334,23,136,158,DIRECTED/ACTIVE,4.9E-2,1.364,3.137,7.151,1.361,0.588,0.081,0.376,0.755,1.478,1.315,0.569,0.388,-0.089,0.030,0.995,0.981,0.596
156,340,18,122,139,DIRECTED/ACTIVE,3.353E-2,2.422E-6,6.147,4.738,1.611,0.849,0.056,0.327,0.394,1.124,0.890,1.083,0.422,0.017,0.037,0.845,0.942,0.545
161,354,11,218,228,DIRECTED/ACTIVE,1.176E-1,1.994,3.018,1.164,1.263,0.824,0.215,0.619,1.684,2.429,0.904,0.341,0.309,-0.035,0.043,1.000,0.761,0.563
187,373,12,158,169,DIRECTED/ACTIVE,1.616E-2,0.985,6.230,5.517,1.257,0.721,0.167,0.494,0.630,1.228,1.379,-0.143,0.535,-0.121,0.039,0.998,0.977,0.637
194,384,15,165,179,DIRECTED/ACTIVE,4.915E-2,0.768,2.909,1.099,1.284,0.693,0.115,0.424,0.717,1.614,1.307,-0.079,0.378,-0.125,0.034,0.897,0.923,0.681
196,386,13,168,180,DIRECTED/ACTIVE,9.123E-2,0.680,2.754,3.948,1.326,0.609,0.138,0.429,0.991,1.130,1.257,-0.252,0.560,-0.083,0.052,0.999,0.983,0.589
208,404,11,182,192,DIRECTED/ACTIVE,8.613E-2,2.573E-5,4.251,4.596,1.358,0.595,0.160,0.488,1.036,1.820,0.951,0.019,0.442,-3.331E-16,0.042,0.989,0.998,0.630
214,411,43,194,236,DIRECTED/ACTIVE,6.774E-3,0.349,5.264,1.844,1.177,0.019,0.182,0.571,0.359,1.651,1.394,1.307,0.655,-0.081,0.019,0.979,0.978,0.658
218,419,15,196,210,DIRECTED/ACTIVE,2.707E-1,3.715E-5,2.947,4.403,1.348,0.756,0.134,0.441,1.409,1.340,1.151,0.206,0.445,0.027,0.075,0.828,0.918,0.636
221,424,14,209,222,DIRECTED/ACTIVE,5.815E-2,1.888,2.100,5.234,1.383,0.823,0.052,0.380,0.729,1.266,0.919,0.708,0.481,-0.051,0.059,0.950,0.729,0.601
226,436,11,215,225,DIRECTED/ACTIVE,1.113E-1,8.623E-6,2.182,6.429,1.287,-0.051,0.086,0.422,1.011,1.583,0.558,0.467,0.519,0.130,0.081,-38.936,0.645,0.530
236,445,20,241,260,DIRECTED/ACTIVE,9.776E-2,0.850,2.718,6.836,1.110,0.539,0.266,0.732,1.370,2.232,1.273,1.251,0.622,-0.078,0.048,0.955,0.973,0.718
243,452,14,260,273,DIRECTED/ACTIVE,4.748E-2,0.945,3.246,0.251,1.281,0.747,0.093,0.515,0.682,1.797,1.193,4.168,0.608,-0.099,0.028,0.978,0.983,0.575
258,460,21,280,300,DIRECTED/ACTIVE,1.288E-2,0.532,5.282,0.345,1.194,0.219,0.260,0.615,0.625,1.701,1.283,0.547,0.605,-0.068,0.016,0.979,0.981,0.717
269,480,12,305,316,DIRECTED/ACTIVE,1.612E-1,1.124E-5,4.890,7.140,1.366,0.571,0.192,0.526,1.564,1.239,1.131,0.073,0.511,-0.043,0.049,0.991,0.928,0.604
271,481,11,322,332,DIRECTED/ACTIVE,7.752E-2,0.608,5.818,3.527,1.386,0.717,0.173,0.497,1.036,1.180,0.919,0.135,0.390,-0.072,0.028,1.000,0.967,0.628
280,484,15,342,356,DIRECTED/ACTIVE,2.22E-1,0.708,1.869,4.621,1.412,0.811,0.082,0.349,1.065,1.158,1.332,0.216,0.266,-0.111,0.043,0.944,0.977,0.604
298,497,14,411,424,DIRECTED/ACTIVE,1.704E-2,0.861,2.560,1.891,1.430,0.904,0.031,0.245,0.262,1.181,1.170,2.545,0.576,-0.081,0.021,0.996,0.915,0.567
311,502,13,484,496,DIRECTED/ACTIVE,1.571E-1,2.333,5.677,3.520,1.392,0.923,0.079,0.357,1.135,1.597,1.583,0.136,0.119,-0.121,0.119,0.996,0.998,0.553
