 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,332.067,130.135,101.068,127.668
2,329.438,128.555,101.211,126.686
3,326.898,128.233,101.128,125.772
4,130.837,102.427,100.984,125.740
5,128.924,102.280,101.051,125.399
6,127.954,102.268,101.037,125.148
7,127.647,102.287,101.033,124.433
8,127.645,102.182,100.949,124.676
9,127.005,102.112,101.051,124.541
10,127.004,102.104,100.975,124.576
11,126.627,102.126,100.994,124.624
12,126.136,102.237,100.931,124.485
13,126.040,102.264,100.862,124.442
14,126.044,102.243,101.062,124.139
15,126.257,102.143,100.850,124.053
16,125.395,102.336,100.971,124.347
17,125.770,102.281,101.021,124.782
18,126.005,102.274,101.108,124.240
19,125.608,102.359,100.868,124.696
20,125.806,102.264,100.977,124.600
21,125.351,102.146,101.182,124.535
22,125.321,102.218,100.994,124.841
23,125.743,102.277,100.970,125.055
24,125.472,102.276,100.950,124.836
25,125.471,102.107,101.036,125.005
26,125.277,102.319,100.876,124.794
27,125.763,102.277,100.906,124.915
28,125.572,102.098,101.081,124.949
29,125.769,102.390,101.002,124.853
30,125.325,102.169,100.977,124.992
31,125.623,102.429,100.998,125.315
32,125.432,102.178,100.965,124.710
33,125.629,102.507,100.977,124.763
34,125.457,102.315,100.958,124.418
35,125.729,102.412,101.112,124.852
36,125.572,102.322,101.105,124.557
37,125.474,102.122,100.991,124.182
38,125.308,102.437,100.953,124.455
39,124.884,102.266,100.846,124.245
40,125.449,102.058,100.982,124.182
41,125.086,102.493,101.002,124.046
42,125.205,102.337,100.942,124.202
43,125.182,102.467,100.915,124.306
44,125.032,102.266,101.049,124.169
45,125.280,102.469,100.831,124.536
46,125.128,102.214,101.045,124.441
47,125.182,102.267,100.876,124.055
48,125.159,102.470,100.770,124.053
49,124.839,102.265,100.893,124.638
50,124.571,102.345,100.902,124.352
51,124.689,102.338,100.778,124.076
52,124.373,102.408,100.849,124.405
53,124.765,102.393,100.906,124.028
54,125.147,102.170,100.953,124.157
55,124.556,102.354,100.780,123.850
56,124.642,102.217,100.764,124.546
57,124.907,102.375,100.935,124.441
58,125.074,102.247,100.884,123.957
59,125.242,102.124,100.997,124.042
60,124.964,102.177,101.079,123.943
61,125.397,102.249,100.959,123.415
62,124.970,102.449,100.771,123.913
