 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,326.112,596.019,118.323,516.104
2,323.256,588.733,118.176,506.679
3,322.585,585.554,117.697,506.541
4,127.661,155.970,117.339,502.948
5,126.665,153.363,117.166,501.700
6,126.205,150.473,116.880,497.246
7,126.213,150.283,117.088,498.655
8,126.699,149.868,117.080,498.162
9,126.104,149.197,116.904,494.197
10,126.289,149.650,116.789,495.131
11,126.626,149.685,116.876,495.944
12,126.719,149.492,116.880,495.455
13,126.421,148.657,116.654,491.696
14,126.742,149.343,116.697,491.080
15,127.510,149.034,116.592,492.516
16,128.058,149.666,116.800,494.885
17,128.093,150.013,116.782,494.036
18,128.416,149.803,116.810,492.450
19,128.341,150.029,117.038,491.998
20,129.216,149.927,117.045,489.838
21,129.765,149.841,116.852,491.789
22,130.384,149.888,117.138,492.544
23,130.223,149.925,117.295,491.796
24,130.289,150.104,117.537,490.775
25,130.644,149.895,117.355,490.042
26,130.900,150.369,117.141,490.937
27,131.124,151.358,117.205,490.159
28,132.004,150.674,117.408,490.090
29,131.899,150.839,117.310,488.927
30,132.144,151.024,117.203,488.288
31,132.535,151.027,117.353,486.448
32,132.992,150.684,117.490,485.446
33,132.587,150.297,117.699,481.309
34,133.528,150.253,117.505,481.537
35,133.608,150.764,117.286,481.823
36,133.775,150.792,116.982,482.406
37,134.058,151.007,117.206,482.234
38,134.667,150.652,117.176,480.246
39,135.246,150.666,117.321,480.535
40,134.918,151.074,117.414,479.049
41,135.338,151.350,117.453,479.113
42,135.865,151.568,117.359,480.746
43,135.908,151.698,117.134,480.270
44,136.246,152.007,117.244,479.003
45,136.290,151.910,116.974,479.097
46,136.906,151.880,117.002,479.232
47,136.753,152.221,117.094,479.211
48,137.496,151.877,117.204,479.233
49,137.302,152.312,117.182,479.686
50,137.874,152.893,117.102,482.180
51,138.356,152.892,117.196,481.851
52,138.300,152.593,117.009,481.955
53,138.893,152.779,117.006,479.091
54,139.358,153.102,116.885,479.282
55,139.194,153.237,116.792,479.631
56,139.570,153.674,117.147,478.447
57,139.966,153.814,117.125,481.312
58,140.012,153.797,117.247,479.403
59,140.358,153.679,117.020,479.828
60,140.931,154.170,117.263,480.328
61,140.841,153.987,116.760,479.146
62,141.375,153.972,117.194,480.847
63,141.573,154.540,117.294,481.283
64,142.006,154.641,117.009,479.675
65,142.211,154.372,116.564,481.032
66,142.760,154.165,116.975,478.795
67,142.247,154.505,117.018,478.143
68,142.907,154.280,117.071,475.634
69,143.171,154.391,116.942,475.806
70,142.963,154.785,117.256,479.016
71,143.441,154.553,116.960,479.877
72,143.863,154.914,116.687,476.610
73,143.559,154.592,116.909,475.685
74,143.867,155.252,116.937,475.571
75,144.075,154.985,117.123,473.691
76,144.279,154.991,116.798,471.547
77,144.970,155.613,117.241,471.101
78,145.147,155.785,117.174,474.734
79,145.431,156.189,117.121,474.221
80,146.036,156.010,117.124,473.010
81,145.943,155.678,117.514,472.110
82,145.946,155.737,117.261,471.653
83,146.451,156.461,116.790,470.842
84,146.269,156.034,116.890,472.425
85,146.935,156.128,117.282,471.006
86,146.878,156.110,116.927,470.935
87,147.646,156.015,116.909,471.596
88,147.241,156.563,117.094,470.768
89,147.130,156.712,117.133,471.047
90,148.264,156.830,117.053,472.194
91,148.260,156.998,117.004,472.522
92,148.686,157.745,117.238,471.820
93,149.277,157.607,116.818,474.112
94,148.970,157.829,116.880,474.276
95,149.240,157.600,116.741,472.243
96,149.673,158.106,116.709,471.992
97,150.129,157.831,117.015,471.532
98,150.214,157.874,117.175,469.816
99,150.728,158.996,117.156,470.406
100,150.562,157.806,117.337,470.019
101,151.039,158.237,117.521,464.418
102,151.712,158.855,117.522,471.950
103,152.040,158.662,117.103,466.065
104,151.681,159.144,117.263,470.592
105,151.553,158.617,117.059,463.700
106,151.611,159.202,117.398,466.521
107,152.272,159.491,117.260,470.115
108,152.296,159.253,117.288,465.661
109,152.794,159.671,117.577,465.543
110,153.218,159.950,116.934,464.110
111,152.960,160.388,117.175,468.982
112,153.657,160.087,117.272,470.148
113,154.404,159.288,117.162,464.909
114,153.680,160.628,117.412,471.073
115,153.947,160.610,117.195,475.299
116,154.049,160.889,117.085,470.704
117,154.400,161.325,117.377,471.959
118,153.674,159.166,117.114,460.058
119,154.692,159.694,117.127,462.683
120,155.457,161.148,117.491,465.571
121,155.431,160.393,117.380,459.229
122,156.236,160.194,117.226,458.868
123,156.272,161.030,117.511,457.194
124,155.888,161.166,117.451,461.120
125,156.028,161.653,117.277,460.200
126,156.560,161.538,117.666,464.724
127,156.077,161.551,117.054,460.063
128,156.783,161.970,117.357,459.061
129,156.729,161.808,117.270,456.878
130,156.489,161.779,117.222,452.799
131,157.022,161.515,117.527,451.994
132,156.540,161.765,117.150,456.405
133,157.424,161.952,117.485,458.657
134,157.962,161.833,117.417,458.713
135,157.949,162.759,117.410,459.438
136,157.925,162.744,117.580,459.264
137,158.064,162.939,117.465,460.231
138,158.538,162.654,117.529,457.856
139,158.504,162.753,117.431,458.227
140,158.652,163.023,117.337,456.994
141,158.655,162.990,117.576,457.816
142,160.024,163.400,117.543,459.841
143,159.136,163.523,117.265,457.645
144,159.365,163.016,117.253,457.844
145,159.728,163.971,117.018,459.654
146,160.596,163.679,117.164,460.850
147,159.806,163.694,117.547,455.111
148,160.058,163.620,117.485,455.144
149,161.047,164.198,117.653,457.702
150,160.807,164.165,117.618,457.836
151,160.801,163.605,117.623,457.283
152,160.559,164.270,117.298,455.970
153,161.320,164.624,117.520,453.289
154,161.560,164.610,117.498,455.882
155,161.374,164.556,117.533,454.168
156,161.429,164.131,117.270,453.174
157,161.684,164.440,117.371,449.530
158,161.846,164.565,117.339,447.914
159,162.128,164.215,117.282,446.133
160,162.147,164.507,117.491,447.450
161,162.318,165.127,117.524,448.093
162,163.055,165.336,117.739,449.489
163,163.068,165.153,117.244,451.483
164,163.119,164.871,117.618,451.583
165,163.490,165.895,117.391,456.176
166,163.722,166.121,117.083,457.715
167,164.182,166.521,117.128,456.164
168,164.164,166.229,117.093,457.104
169,164.119,166.413,117.142,455.212
170,164.818,165.788,117.194,453.434
171,164.779,166.202,117.269,452.431
172,164.604,166.855,117.161,453.077
173,164.932,166.779,117.025,453.022
174,165.407,166.609,117.475,454.089
175,164.986,167.242,117.253,453.891
176,165.731,166.653,117.262,453.626
177,166.209,166.877,117.082,451.814
178,166.265,166.765,117.179,447.066
179,165.185,166.951,117.770,449.704
180,166.059,167.684,117.315,452.003
181,166.925,167.810,117.371,451.954
182,166.774,167.340,117.437,451.858
183,166.749,168.012,117.002,452.384
184,167.379,167.990,117.659,452.561
185,167.938,168.219,117.066,453.195
186,167.477,168.648,117.009,455.661
187,167.838,168.601,117.208,454.631
188,167.803,168.839,117.081,455.274
189,167.865,169.168,116.926,452.072
190,168.254,169.124,117.053,452.902
191,168.145,168.705,117.294,451.087
192,168.041,168.762,116.921,451.631
193,168.401,168.801,116.923,451.617
194,168.279,168.687,116.956,448.307
195,168.238,169.830,116.838,445.517
196,168.292,169.951,117.261,446.567
197,169.041,170.135,117.281,446.090
198,168.919,169.932,117.290,447.784
199,169.180,169.885,117.146,448.307
200,169.772,169.957,117.409,449.906
201,170.056,170.194,117.506,450.038
202,169.607,170.162,117.195,446.985
203,170.828,170.084,117.205,447.895
204,170.499,170.299,117.130,448.279
205,169.835,170.657,117.103,448.217
206,171.020,170.910,116.975,449.459
207,171.147,171.001,117.133,449.623
