"NewFrame","mean","median","sd","sem","Cond","Condname"
-88,0.0379252539197314,0.0379252539197314,NA,NA,"Cond1","Control"
-87,-0.0203088218634037,-0.023631703123045,0.0224685905185764,0.0112342952592882,"Cond1","Control"
-86,-0.019787519017054,-0.0183811345023337,0.0437121786432017,0.0218560893216008,"Cond1","Control"
-85,-0.0150494278251346,-0.0192633582602229,0.0204554918017609,0.0102277459008804,"Cond1","Control"
-84,0.00074819988971467,-0.0108266855935094,0.0730756276036697,0.0365378138018349,"Cond1","Control"
-83,-0.0480514732604841,-0.0604492400254881,0.12329940947662,0.0616497047383102,"Cond1","Control"
-82,-0.0510714570080417,-0.0556316338776133,0.0944733697435396,0.0472366848717698,"Cond1","Control"
-81,0.0344128843195847,-0.00555124122517249,0.120610681403996,0.0603053407019978,"Cond1","Control"
-80,0.0061028641980425,-0.0612859642819199,0.189791237927223,0.0948956189636116,"Cond1","Control"
-79,0.114375471932295,0.0923322220611681,0.12062613129739,0.053945645888756,"Cond1","Control"
-78,0.0718103863481729,0.0134493864547965,0.153708365920053,0.06874047098153,"Cond1","Control"
-77,0.0190961073054556,0.0208454999108272,0.106923767180815,0.0478177623653325,"Cond1","Control"
-76,0.0473341198154099,0.0387921818585227,0.0539180420416926,0.0241128814437832,"Cond1","Control"
-75,0.0224154546123164,-0.000340732693828146,0.0602242273962704,0.0245864378790343,"Cond1","Control"
-74,0.0330205338562342,0.0146973378580621,0.111409003814565,0.0454825353495782,"Cond1","Control"
-73,-0.0234200550583652,0.0230914438456027,0.119175933421464,0.048653371083748,"Cond1","Control"
-72,-0.00484521156333913,0.0328698681918285,0.134555953251826,0.0508573699610808,"Cond1","Control"
-71,-0.0356209045831201,0,0.122512425189075,0.046305344223671,"Cond1","Control"
-70,0.0153210169818416,0.045511619498406,0.127242205935136,0.0480930333108051,"Cond1","Control"
-69,0.0130717425057311,0.0116384613833027,0.126657623428957,0.047872081891927,"Cond1","Control"
-68,-0.0648683111335226,-0.0248260281985601,0.121111535006243,0.0457758575039734,"Cond1","Control"
-67,-0.0450645619213147,-0.027802521184761,0.113978151431311,0.0430796919403014,"Cond1","Control"
-66,-0.0341815994397745,-0.0246638653502655,0.080192732971104,0.026730910990368,"Cond1","Control"
-65,0.00951931341030733,0,0.112301478841255,0.0374338262804184,"Cond1","Control"
-64,0.0263159297397914,0.0147922269120615,0.0996515844099647,0.0332171948033216,"Cond1","Control"
-63,0.00236597232385542,0.00874245089365333,0.0875504176930231,0.029183472564341,"Cond1","Control"
-62,-0.0165478544528992,-0.0342983833459808,0.0844400710079955,0.0281466903359985,"Cond1","Control"
-61,-0.0111758927309175,0.00672469322739825,0.0900995762858341,0.030033192095278,"Cond1","Control"
-60,0.0121264393475692,-0.0076235053654075,0.0799173162653489,0.0230701420293558,"Cond1","Control"
-59,0.0366614056260929,0.0159072445372647,0.170076253730234,0.049096785436957,"Cond1","Control"
-58,0.0518584566425242,0.0208997680823307,0.189644395859788,0.0525978917982197,"Cond1","Control"
-57,0.0395651011052734,0.0185191662160074,0.10606491750224,0.0283470415749876,"Cond1","Control"
-56,0.0306908718037976,-0.00209511464968879,0.0943598493486374,0.0252187305235861,"Cond1","Control"
-55,0.0109617857416748,-0.00853218226193602,0.0771281666134668,0.0199144069878312,"Cond1","Control"
-54,-0.00562389544481518,-0.00302663649938262,0.0811023398896768,0.0202755849724192,"Cond1","Control"
-53,0.00530375927797592,0.01487161619571,0.0730380852957273,0.0182595213239318,"Cond1","Control"
-52,0.033226943301391,0.00252338801094492,0.107204090103726,0.0268010225259314,"Cond1","Control"
-51,-0.000183279403134591,-0.0124313726155976,0.0961265149612861,0.0240316287403215,"Cond1","Control"
-50,0.0270405629447422,0.0221380755990505,0.0836249409836725,0.0209062352459181,"Cond1","Control"
-49,0.0196148290836364,0.00992860602723786,0.0745256757945899,0.0186314189486475,"Cond1","Control"
-48,0.0259063183987539,0.0113184111264788,0.0833155589242175,0.0208288897310544,"Cond1","Control"
-47,0.0255495565842191,0.0235754878264567,0.0772704561456913,0.0193176140364228,"Cond1","Control"
-46,0.0383825287577987,0.00869015486795491,0.105339670197302,0.0263349175493256,"Cond1","Control"
-45,0.0337610694216681,0.0226935377457386,0.0966967503808599,0.024174187595215,"Cond1","Control"
-44,0.0563197020832969,-0.00192040175213459,0.155929812313295,0.0367530092252922,"Cond1","Control"
-43,0.0179489704397963,0.0033639496986853,0.0875513409013337,0.0206360489511027,"Cond1","Control"
-42,0.0277179770522651,-0.000475760908517963,0.0914671246395065,0.0215590080294101,"Cond1","Control"
