ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
1,28,0,27,1,23,0,0,0,0,0,0
2,40,0,39,0,0,1,12,1,17,0,0
3,43,0,42,1,18,0,0,0,0,1,14
4,39,0,38,1,38,0,0,0,0,0,0
5,69,0,68,1,26,1,27,0,0,1,16
6,24,0,23,0,0,1,12,0,0,0,0
7,42,0,41,0,0,1,31,1,10,0,0
8,21,0,20,1,16,0,0,0,0,0,0
9,36,0,35,1,12,0,0,1,12,1,12
10,29,0,28,1,14,0,0,0,0,1,15
12,11,0,10,0,0,0,0,1,11,0,0
13,12,0,11,1,12,0,0,0,0,0,0
14,36,0,35,0,0,1,17,1,11,0,0
15,28,0,27,0,0,1,15,0,0,0,0
16,51,0,50,0,0,2,28,1,12,0,0
17,16,0,15,0,0,1,13,0,0,0,0
18,15,0,14,0,0,1,14,0,0,0,0
20,22,0,21,1,16,0,0,0,0,0,0
21,97,0,96,1,27,1,26,0,0,2,42
22,36,0,35,0,0,0,0,1,19,1,11
24,11,0,10,0,0,0,0,0,0,1,11
25,30,0,29,1,15,0,0,0,0,1,13
26,53,0,52,1,18,1,31,0,0,0,0
28,21,0,20,1,13,0,0,0,0,0,0
29,15,0,14,1,14,0,0,0,0,0,0
31,43,0,42,1,15,1,18,0,0,0,0
32,126,0,125,0,0,3,60,3,57,0,0
34,13,1,13,0,0,0,0,1,12,0,0
35,22,2,23,0,0,0,0,1,11,0,0
36,47,1,47,1,24,0,0,0,0,1,16
37,30,2,31,0,0,0,0,0,0,1,13
38,14,1,14,1,12,0,0,0,0,0,0
41,51,1,51,1,21,0,0,0,0,1,14
42,13,1,13,1,11,0,0,0,0,0,0
44,19,4,22,1,13,0,0,0,0,0,0
47,16,11,26,1,16,0,0,0,0,0,0
48,64,10,73,1,36,1,11,0,0,0,0
50,25,12,36,0,0,0,0,0,0,1,25
51,15,13,27,0,0,1,13,0,0,0,0
52,23,8,30,0,0,1,14,0,0,0,0
53,18,14,31,0,0,0,0,0,0,1,12
55,13,15,27,0,0,1,13,0,0,0,0
56,26,16,41,0,0,0,0,0,0,1,16
58,16,18,33,0,0,0,0,0,0,1,12
60,37,21,57,1,35,0,0,0,0,0,0
63,15,22,36,0,0,1,14,0,0,0,0
64,25,23,47,0,0,0,0,0,0,0,0
65,20,23,42,0,0,1,13,0,0,0,0
67,51,24,74,1,23,0,0,0,0,2,27
69,13,23,35,1,12,0,0,0,0,0,0
71,11,28,38,1,11,0,0,0,0,0,0
74,11,30,40,0,0,0,0,0,0,1,11
76,15,33,47,1,13,0,0,0,0,0,0
77,72,33,104,2,50,0,0,0,0,1,22
79,15,34,48,1,13,0,0,0,0,0,0
80,91,36,126,2,48,1,12,1,14,1,14
83,20,36,55,0,0,1,15,0,0,0,0
84,15,38,52,0,0,0,0,1,12,0,0
85,18,39,56,0,0,0,0,1,14,0,0
86,37,41,77,1,15,0,0,0,0,1,17
87,11,42,52,1,11,0,0,0,0,0,0
89,16,43,58,1,13,0,0,0,0,0,0
91,17,43,59,0,0,1,11,0,0,0,0
92,45,43,87,0,0,0,0,0,0,1,44
93,23,44,66,1,19,0,0,0,0,0,0
95,16,45,60,1,12,0,0,0,0,0,0
98,12,50,61,1,12,0,0,0,0,0,0
99,56,53,108,0,0,1,38,0,0,1,17
100,25,53,77,0,0,0,0,0,0,1,15
103,25,53,77,0,0,0,0,0,0,1,14
104,21,55,75,1,21,0,0,0,0,0,0
105,12,56,67,1,12,0,0,0,0,0,0
109,18,58,75,0,0,1,13,0,0,0,0
110,23,60,82,1,15,0,0,0,0,0,0
113,38,63,100,0,0,1,19,1,10,0,0
116,36,68,103,1,20,1,14,0,0,0,0
118,23,68,90,1,14,0,0,0,0,0,0
119,11,69,79,1,11,0,0,0,0,0,0
120,39,69,107,1,10,1,11,0,0,1,15
121,12,70,81,0,0,1,12,0,0,0,0
122,33,70,102,1,12,1,19,0,0,0,0
123,13,71,83,0,0,0,0,0,0,0,0
124,11,72,82,1,11,0,0,0,0,0,0
126,16,73,88,1,15,0,0,0,0,0,0
128,41,74,114,1,28,0,0,0,0,0,0
