PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
2,1,19,0,18,NORM. DIFFUSION,8.976E-3,1.552,4.240,2.195,0.995,0.003,0.057,0.084,2.139,0.393,-0.341,0.248,1.147,0.028,0.042,0.123,0.578
5,10,19,5,23,NORM. DIFFUSION,1.942E-3,4.907,3.507,1.677,0.934,0.003,0.082,0.053,1.825,0.314,0.641,0.332,0.467,0.010,0.084,0.224,0.558
6,13,10,15,24,NORM. DIFFUSION,2.912E-2,1.864,3.040,1.482,0.460,0.181,0.490,0.697,1.478,0.837,-0.188,0.471,-0.120,0.030,0.947,0.947,0.541
8,21,14,16,29,NORM. DIFFUSION,1.199E-2,3.754,5.677,1.551,0.739,0.108,0.402,0.422,1.944,0.545,0.101,0.558,0.028,0.017,0.502,0.421,0.542
8,23,20,46,65,NORM. DIFFUSION,5.36E-2,4.264,5.940,1.669,0.721,0.007,0.100,0.193,2.984,0.890,0.392,0.141,0.076,0.028,0.580,0.837,0.641
9,28,22,68,89,NORM. DIFFUSION,6.387E-3,3.495,4.982,2.224,0.959,0.018,0.151,0.117,1.547,0.734,-0.113,0.052,0.062,0.016,0.853,0.902,0.642
10,31,13,5,17,NORM. DIFFUSION,7.816E-3,6.074,4.185,1.919,0.919,0.002,0.050,0.057,2.737,0.404,0.323,0.093,0.967,0.015,0.112,0.204,0.733
10,34,29,74,102,NORM. DIFFUSION,6.589E-2,6.028,4.266,2.068,0.856,0.012,0.129,0.217,1.708,0.971,0.020,0.266,0.154,0.031,0.810,0.902,0.580
14,44,30,0,29,NORM. DIFFUSION,1.142E-2,4.721,5.637,2.103,0.985,0.008,0.106,0.105,3.371,0.663,0.029,0.199,0.161,0.013,0.526,0.638,0.615
15,54,55,29,83,NORM. DIFFUSION,1.506E-2,1.686,5.031,1.952,0.705,0.012,0.127,0.202,2.744,0.542,0.157,0.191,0.347,0.022,0.706,0.827,0.608
16,60,33,64,96,NORM. DIFFUSION,1.906E-3,7.181,5.507,2.399,0.971,0.001,0.044,0.030,1.962,0.388,0.097,0.160,0.189,0.020,0.441,0.607,0.591
17,63,44,22,65,NORM. DIFFUSION,3.617E-2,4.652,4.971,1.720,0.853,0.006,0.093,0.163,3.249,0.697,0.407,0.487,0.075,0.026,0.517,0.650,0.594
17,66,21,79,99,NORM. DIFFUSION,5.558E-2,4.630,4.594,1.435,0.704,0.075,0.352,0.566,4.490,0.995,0.260,0.153,-0.018,0.035,0.899,0.975,0.616
18,68,17,0,16,NORM. DIFFUSION,4.409E-2,0.901,6.664,1.765,0.951,0.041,0.242,0.343,1.616,1.022,0.106,0.189,-0.050,0.024,0.757,0.870,0.629
24,77,14,0,13,NORM. DIFFUSION,2.064E-2,1.906,7.203,1.994,0.997,0.010,0.124,0.105,1.784,1.109,0.371,0.127,1.236,0.017,0.785,0.873,0.602
24,79,56,33,88,NORM. DIFFUSION,7.147E-3,2.241,7.380,1.983,0.941,0.003,0.061,0.079,3.258,0.515,-0.047,0.031,0.117,0.017,0.545,0.758,0.632
27,82,14,2,15,NORM. DIFFUSION,3.042E-2,1.189,7.251,1.662,0.995,0.001,0.055,0.074,2.678,0.466,2.414,0.468,0.012,0.035,0.083,0.048,0.545
27,84,16,34,49,NORM. DIFFUSION,1.166E-2,1.023,7.175,1.690,0.760,0.087,0.331,0.321,1.531,0.796,-0.259,0.450,0.127,0.018,0.682,0.856,0.644
27,86,43,52,94,NORM. DIFFUSION,2.283E-2,1.071,7.218,1.897,0.888,7.883E-4,0.034,0.032,1.909,1.018,0.420,0.259,0.074,0.014,0.956,0.976,0.588
29,94,19,13,31,NORM. DIFFUSION,1.447E-2,2.718,0.067,2.358,0.990,0.010,0.134,0.119,1.080,0.832,0.828,0.399,0.089,0.019,0.954,0.970,0.601
30,95,13,3,15,NORM. DIFFUSION,4.2E-12,1.960,0.182,1.650,0.952,0.000,0.000,0.000,3.691,1.575E-11,0.350,0.398,-0.023,0.027,-0.087,-0.087,0.559
32,102,46,0,45,NORM. DIFFUSION,2.682E-3,1.315,0.023,2.174,0.297,3.564E-4,0.028,0.021,4.084,0.344,1.471,0.146,0.194,0.026,0.175,0.219,0.567
33,105,17,0,16,NORM. DIFFUSION,2.195E-3,0.496,1.412,2.213,0.998,0.021,0.172,0.180,1.594,0.298,-0.172,0.033,0.738,0.013,0.004,0.199,0.575
34,109,15,6,20,NORM. DIFFUSION,5.7E-2,1.437,1.509,1.714,0.853,0.005,0.094,0.200,2.639,0.691,1.554,0.228,0.310,0.025,0.537,0.762,0.594
35,112,18,5,22,NORM. DIFFUSION,6.964E-2,0.413,1.978,1.924,0.984,0.013,0.128,0.291,1.240,0.835,0.123,0.110,0.105,0.017,0.734,0.843,0.695
36,117,16,2,17,NORM. DIFFUSION,1.068E-3,1.440,0.658,2.014,0.974,0.003,0.070,0.091,2.043,0.075,1.375,0.105,1.800,0.016,-0.057,-0.051,0.612
36,119,15,30,44,NORM. DIFFUSION,8.553E-2,1.405,1.605,2.059,0.393,0.034,0.220,0.507,1.945,0.599,0.243,9.149E-4,-0.054,0.044,0.484,0.482,0.525
