PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
4,6,13,14,26,SUBDIFFUSION,1.969E-2,5.049,2.849,1.895,0.952,0.043,0.278,0.481,2.914,0.520,0.340,0.137,0.078,0.062,0.846,0.846,0.574
5,11,30,24,53,SUBDIFFUSION,1.14E-3,4.880,3.513,2.551,0.693,0.011,0.129,0.097,2.045,0.171,0.182,0.132,0.428,0.024,0.552,0.552,0.616
6,12,12,3,14,SUBDIFFUSION,7.127E-3,1.703,3.283,2.321,-0.195,0.028,0.227,0.498,1.289,4.333E-12,0.551,0.135,0.422,0.086,-0.105,-0.105,0.571
9,27,59,9,67,SUBDIFFUSION,1.244E-3,3.444,4.913,2.449,0.376,0.002,0.056,0.042,2.054,0.240,-0.108,0.193,0.393,0.022,0.446,0.446,0.623
10,33,48,26,73,SUBDIFFUSION,2.126E-3,6.064,4.038,2.205,0.886,8.075E-4,0.033,0.032,2.239,0.207,-0.011,0.083,0.527,0.027,0.175,0.175,0.623
13,40,23,16,38,SUBDIFFUSION,9.028E-4,6.967,5.633,1.846,0.363,0.006,0.121,0.044,2.999,0.461,0.048,0.050,0.436,0.008,0.727,0.727,0.656
15,52,11,6,16,SUBDIFFUSION,9.592E-4,1.687,5.887,2.550,-0.227,0.000,0.000,0.000,2.444,2.766E-12,-0.112,0.205,0.650,0.030,-0.125,-0.125,0.614
16,58,45,8,52,SUBDIFFUSION,8.382E-4,7.209,5.403,2.180,-0.227,0.002,0.051,0.031,2.591,0.198,0.534,0.305,1.836,0.016,0.231,0.231,0.539
19,73,16,3,18,SUBDIFFUSION,1.797E-3,2.750,6.290,2.371,-0.227,0.004,0.078,0.101,3.880,2.634E-11,0.069,0.019,2.640,0.038,-0.065,-0.065,0.602
29,93,12,1,12,SUBDIFFUSION,3.474E-3,2.693,0.130,2.099,-0.227,0.005,0.079,0.062,2.176,0.642,-0.264,0.214,0.830,0.018,0.567,0.567,0.590
30,96,28,16,43,SUBDIFFUSION,3.437E-3,2.050,0.083,3.385,0.993,0.003,0.069,0.113,1.493,6.178E-12,0.200,0.265,1.189,0.053,-0.028,-0.028,0.607
37,120,15,0,14,SUBDIFFUSION,2.589E-3,7.019,0.416,2.441,0.961,0.023,0.179,0.206,2.150,0.183,-0.116,0.282,0.419,0.022,0.055,0.055,0.590
37,122,12,27,38,SUBDIFFUSION,2.987E154,7.177,0.537,2.413,-0.227,0.004,0.073,0.124,2.606,5.335E153,-0.327,0.271,0.040,0.036,0.000,0.000,0.770
38,129,27,7,33,SUBDIFFUSION,6.152E-4,2.064,1.126,2.765,0.743,0.002,0.056,0.026,2.882,0.197,0.147,0.038,0.685,0.018,0.254,0.254,0.574
38,131,19,46,64,SUBDIFFUSION,7.137E-4,2.084,1.135,2.528,0.575,0.008,0.110,0.053,1.502,0.294,-0.143,0.114,0.189,0.015,0.322,0.322,0.555
38,135,86,129,214,SUBDIFFUSION,7.292E-4,2.054,1.154,3.447,0.794,6.040E-4,0.029,0.023,2.973,1.185E-10,-0.001,0.033,1.083,0.025,-0.006,-0.006,0.653
39,138,59,38,96,SUBDIFFUSION,2.479E-3,3.906,1.001,2.597,-0.227,9.797E-5,0.013,0.017,3.759,0.033,0.701,0.204,2.144,0.045,-0.004,-0.004,0.612
45,154,16,11,26,SUBDIFFUSION,2.722E-3,5.272,2.427,1.915,0.137,0.026,0.198,0.163,1.906,0.426,0.446,0.051,0.686,0.019,0.422,0.422,0.592
45,156,29,63,91,SUBDIFFUSION,2.581E-3,5.537,2.461,2.942,0.054,8.842E-4,0.035,0.034,1.950,0.303,0.123,0.031,0.235,0.024,0.639,0.639,0.558
46,163,13,33,45,SUBDIFFUSION,2.677E-3,0.006,3.163,2.242,-0.227,0.010,0.126,0.113,2.307,0.375,0.227,0.197,Infinity,0.029,0.331,0.331,0.603
47,169,18,14,31,SUBDIFFUSION,1.459E-2,6.902,2.931,2.314,0.995,0.002,0.051,0.080,2.141,0.563,-0.286,0.430,0.218,0.049,0.405,0.405,0.607
47,172,10,51,60,SUBDIFFUSION,2.538E-3,6.592,2.812,2.185,0.981,0.020,0.160,0.214,2.079,0.092,-0.310,0.051,0.294,0.019,-0.128,-0.128,0.693
48,173,11,0,10,SUBDIFFUSION,3.364E-3,5.785,2.636,1.991,-0.227,0.039,0.257,0.430,3.168,3.506E-11,0.275,0.053,0.295,0.044,-0.125,-0.125,0.558
