ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
2,31,0,30,1,19,0,0,0,0,1,10
4,30,0,29,0,0,1,13,0,0,1,13
5,54,0,53,1,19,1,30,0,0,0,0
6,25,3,27,1,10,1,12,0,0,0,0
7,18,0,17,0,0,0,0,0,0,1,14
8,81,0,80,2,34,0,0,0,0,3,45
9,97,0,96,1,22,1,59,0,0,0,0
10,108,0,107,2,42,1,48,0,0,0,0
13,90,0,89,0,0,1,23,2,59,0,0
14,36,0,35,1,30,0,0,0,0,0,0
15,87,0,86,1,55,1,11,0,0,1,12
16,97,0,96,1,33,1,45,0,0,1,11
17,118,1,118,2,65,0,0,0,0,3,51
18,26,0,25,1,17,0,0,0,0,0,0
19,23,3,25,0,0,1,16,0,0,0,0
21,13,0,12,0,0,0,0,0,0,1,13
23,12,0,11,0,0,0,0,0,0,1,12
24,89,0,88,2,70,0,0,0,0,1,19
26,11,1,11,0,0,0,0,0,0,1,11
27,123,0,122,3,73,0,0,0,0,2,33
29,32,0,31,1,19,1,12,0,0,0,0
30,45,3,47,1,13,1,28,0,0,0,0
31,17,0,16,0,0,0,0,0,0,1,17
32,48,0,47,1,46,0,0,0,0,0,0
33,27,0,26,1,17,0,0,0,0,0,0
34,21,0,20,1,15,0,0,0,0,0,0
35,26,3,28,1,18,0,0,0,0,0,0
36,43,2,44,2,31,0,0,0,0,1,12
37,55,0,54,1,12,2,27,0,0,0,0
38,215,0,214,1,12,3,132,1,42,1,18
39,132,0,131,2,67,1,59,0,0,0,0
40,28,0,27,1,26,0,0,0,0,0,0
41,48,0,47,1,38,0,0,0,0,0,0
42,19,0,18,1,10,0,0,0,0,0,0
43,12,0,11,1,11,0,0,0,0,0,0
45,136,0,135,2,48,2,45,1,11,1,16
46,60,1,60,2,33,1,13,0,0,1,14
47,61,0,60,0,0,2,28,0,0,1,10
48,15,0,14,0,0,1,11,0,0,0,0
49,21,0,20,0,0,0,0,0,0,1,14
50,29,3,31,1,16,0,0,0,0,1,13
52,13,0,12,0,0,0,0,0,0,1,13
55,19,1,19,1,11,0,0,0,0,0,0
56,22,5,26,1,13,0,0,0,0,0,0
57,52,0,51,2,31,0,0,0,0,1,21
59,40,9,48,0,0,1,36,0,0,0,0
61,118,9,126,2,32,2,67,0,0,0,0
62,13,10,22,1,13,0,0,0,0,0,0
63,19,10,28,0,0,0,0,0,0,0,0
64,19,10,28,1,12,0,0,0,0,0,0
65,29,10,38,0,0,1,17,0,0,0,0
67,27,8,34,1,26,0,0,0,0,0,0
68,17,8,24,1,14,0,0,0,0,0,0
69,281,16,296,5,136,4,103,0,0,1,29
70,27,16,42,0,0,1,22,0,0,0,0
71,14,18,31,1,13,0,0,0,0,0,0
73,18,17,34,0,0,0,0,0,0,1,11
74,21,17,37,0,0,0,0,0,0,1,15
75,16,19,34,0,0,0,0,1,12,0,0
76,66,20,85,1,54,1,11,0,0,0,0
77,78,21,98,1,72,0,0,0,0,0,0
78,44,22,65,1,11,1,16,0,0,1,16
81,35,25,59,1,19,1,11,0,0,0,0
82,25,25,49,1,10,1,15,0,0,0,0
85,154,27,180,2,76,2,47,0,0,1,22
86,13,26,38,0,0,0,0,0,0,1,11
87,142,27,168,2,66,3,71,0,0,0,0
88,15,27,41,1,15,0,0,0,0,0,0
89,18,31,48,1,18,0,0,0,0,0,0
91,78,32,109,1,44,0,0,0,0,1,21
92,83,32,114,0,0,2,33,0,0,1,29
