"time","Norm_cond1_file1_cell0","Norm_cond1_file1_cell1","Norm_cond1_file2_cell0","Norm_cond1_file2_cell1","Norm_cond1_file3_cell0","Norm_cond1_file3_cell1","Norm_cond1_file4_cell0","Norm_cond1_file4_cell1","Norm_cond1_file5_cell0","Norm_cond1_file5_cell1","Norm_cond1_file6_cell0","Norm_cond1_file6_cell1","Norm_cond1_file7_cell0","Norm_cond1_file7_cell1","Norm_cond1_file8_cell0","Norm_cond1_file8_cell1","Norm_cond1_file9_cell0","Norm_cond1_file9_cell1","Norm_cond1_file10_cell0","Norm_cond1_file10_cell1","Norm_cond1_file11_cell0","Norm_cond1_file11_cell1","Norm_cond1_file12_cell0","Norm_cond1_file12_cell1","Norm_cond1_file13_cell0","Norm_cond1_file13_cell1","Norm_cond1_file14_cell0","Norm_cond1_file14_cell1"
-2.334,1.06192218798151,1.03280944448468,1.0031245660325,0.965493443754314,1.03176014736708,1.10802728716942,1.00465641952984,0.956754195993503,1.05211700064641,1.02946127946128,1.10374209416725,0.917039355992845,0.973231912669841,1.03231451965748,1.13628659476117,1.00701207635372,1.04570545374255,0.96380150059234,1.01729188078109,0.956464296948726,1.04126134889754,1.00591380427738,0.951335311572701,0.977813634530053,1.02331672415996,1.0750593824228,1.09760325595418,1.05407341092211
-1.332,0.99711093990755,1.01593394654885,0.960005554784057,0.972739820565908,1.03055326176713,1.10055135034109,0.975406871609403,1.01333243096914,1.02319004524887,1.0181444070333,1.00588545326774,0.958519677996421,1.01010335617234,0.998312394524658,1.14383667180277,0.968737826256329,1.02362552439832,0.893313149927603,1.00768242548818,0.951745832022649,0.993677042801557,0.919961114711602,0.935548961424333,0.954215409439291,1.0190366679443,0.993729216152019,1.06421465179379,0.970008952551476
-0.332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.255681818181818,0.130078945462447,0.102485765865852,0.113733609385784,0.118084227910817,0.117839454256611,0.167857142857143,0.167907417433677,0.128555268261151,0.115787504676393,0.163035839775122,0.20270572450805,0.142492161189176,0.230951934495906,0.220647149460708,0.204129333852745,0.249172002649591,0.197248914045018,0.0908530318602262,0.195029883611199,0.110854409857328,0.166072585871678,0.158575667655786,0.160649455425575,0.102785230611984,0.147458432304037,0.144859813084113,0.192837958818264
1.001,0.324537750385207,0.224813500398349,0.199416747673934,0.193098688750862,0.195960109254907,0.286515278945893,0.32744122965642,0.26448294531673,0.212831286360698,0.252338196782642,0.303759662684469,0.3141771019678,0.25467425386134,0.316707294205888,0.336286594761172,0.347584729255941,0.400971516891147,0.2597077793866,0.139979445015416,0.307077697389116,0.137848573281453,0.28402462734932,0.245103857566765,0.261597418313837,0.168646991184362,0.297387173396674,0.264244799517636,0.309310653536258
2.001,0.389541602465331,0.237488230607663,0.23725871406749,0.247481021394065,0.222384551864321,0.399962620315858,0.413652802893309,0.361532214401733,0.297107304460245,0.326225215114104,0.36410751932537,0.346377459749553,0.351469051213564,0.365522845177824,0.394067796610169,0.380989481885469,0.507396776330317,0.348492826115572,0.172250770811922,0.356967599874174,0.161559662775616,0.353289047310435,0.270385756676557,0.308087938684953,0.22115753162131,0.361520190023753,0.328534820621044,0.345747538048345
3,0.406490755007704,0.256174404287681,0.269754200805444,0.287301587301587,0.244426094137077,0.481169984113634,0.481645569620253,0.413305360043314,0.329347123464771,0.414609053497943,0.448436401967673,0.354203935599283,0.398676111949831,0.44096506031627,0.496764252696455,0.463673548889754,0.579266946345772,0.349216796103725,0.209121274409044,0.367599874174268,0.173151750972763,0.423039533376539,0.332106824925816,0.337837837837837,0.238533282228185,0.448171021377672,0.399984926138077,0.408236347358997
4,0.435573959938366,0.312232925327732,0.299055686710179,0.345065562456867,0.261640094010036,0.551443790299971,0.556419529837252,0.469206821873309,0.38615061409179,0.454077815188926,0.45695713281799,0.363819320214668,0.443386366275694,0.477029814363398,0.527272727272727,0.515290222049084,0.623647604327667,0.371396603922601,0.22073484069887,0.407423718150362,0.183365758754864,0.493681140635127,0.325103857566766,0.339854780153288,0.242941101315957,0.527220902612826,0.434428700633102,0.447000895255147
5.001,0.494318181818181,0.363366408343594,0.342799611165116,0.355348516218082,0.291177031061424,0.610223343612746,0.604701627486437,0.501691932864104,0.414915966386555,0.492517770295548,0.524947294448348,0.415921288014311,0.46458018813146,0.497406087880493,0.53482280431433,0.537592520451889,0.672002649591522,0.465775964196394,0.248715313463515,0.441145014155395,0.215021076523995,0.53653596889177,0.356913946587536,0.40601048810004,0.274817937907245,0.609501187648457,0.444151341573711,0.493375111906894
6.001,0.492777349768876,0.367205040921273,0.369948618247466,0.372739820565907,0.312392809502636,0.56396598448743,0.627667269439421,0.570181375203032,0.479880413703944,0.528806584362141,0.565794096978215,0.49362701252236,0.514400185808849,0.535783486467904,0.538906009244992,0.519575379820803,0.741554427025834,0.470317230485718,0.278031860226105,0.498899024850582,0.234516861219196,0.546176279974077,0.36439169139466,0.421843485276322,0.287402580810017,0.593824228028504,0.505954175459753,0.493643688451209
7,0.518104776579352,0.397189831245021,0.3920288848771,0.380124223602484,0.327891761417772,0.652555835903187,0.679882459312839,0.547577152138603,0.452973497091145,0.524691358024691,0.593640196767394,0.490720035778176,0.521832539774706,0.541971373210825,0.582203389830508,0.587164004674719,0.733164053875029,0.466631565091484,0.294938335046249,0.539414910349166,0.245460440985733,0.536779001944265,0.369732937685459,0.403489310205729,0.306439248754312,0.638384798099764,0.536855592402774,0.495881826320501
8.001,0.528216486902928,0.401970015209676,0.415497847521177,0.412629399585921,0.370577399479134,0.666853565087375,0.69005424954792,0.590146182999459,0.506464124111183,0.557800224466891,0.60172171468728,0.480881037567084,0.529381024271281,0.56097256078505,0.591679506933745,0.546649785742111,0.847538087878119,0.487165986573648,0.309892086330935,0.517835797420572,0.258065823605707,0.554682436811406,0.394658753709199,0.443223073820088,0.357480516162003,0.709738717339668,0.542809767862526,0.538137869292748
9,0.563655624036981,0.46179474179764,0.46958755728371,0.462456866804693,0.380740646636601,0.673675357443229,0.735533453887885,0.60740389821332,0.542824822236587,0.590815563037784,0.598032326071679,0.457066189624328,0.586226919057019,0.625976623538971,0.638058551617874,0.580736268017141,0.819938176197838,0.504146373568514,0.33365878725591,0.561056936143442,0.277156290531777,0.62248865845755,0.41127596439169,0.464300121016539,0.35320045994634,0.694726840855107,0.580042206813385,0.572515666965085
10,0.628177966101695,0.459114941696241,0.445979725038189,0.471083505866114,0.385187067267992,0.669002896925521,0.754339963833635,0.675554953979426,0.577569489334195,0.575570520014964,0.642744202389318,0.522025939177101,0.599175473231913,0.617726107881743,0.743605546995377,0.64744838332684,0.873813203797748,0.514479399763064,0.372841726618705,0.560176156023907,0.299408236057069,0.669232015554115,0.454718100890208,0.489511899959661,0.393254120352626,0.718669833729217,0.577630388905638,0.616204118173679
11.001,0.602369029275808,0.473962482798581,0.469795861685877,0.530020703933747,0.412373753414216,0.773292215680777,0.748236889692586,0.68374390904169,0.601244343891403,0.618125701459034,0.609627547434996,0.520684257602862,0.630588781790732,0.596724795299706,0.74784283513097,0.646474483833267,0.848421285051887,0.549690667368698,0.390287769784173,0.579427492922302,0.305244811932555,0.705767984445885,0.449258160237388,0.521177894312222,0.397598058004344,0.787838479809977,0.614787458546879,0.587197851387645
12,0.656490755007703,0.502933294705585,0.503471740036106,0.506142167011733,0.410468144572191,0.703392206335856,0.743896925858951,0.678803465078506,0.638251454427924,0.59670781893004,0.662157413914265,0.592687835420394,0.665195679944257,0.660728795549722,0.717103235747303,0.688644331904947,0.892029145506735,0.56087929445834,0.418216855087358,0.598112614029569,0.324943255512322,0.73801036941024,0.505163204747775,0.545280354981847,0.41842340615817,0.811401425178149,0.661667169128732,0.596508504923904
13,0.632896764252697,0.499167089157675,0.50458269684766,0.538233264320221,0.415740329035127,0.741706382581066,0.728526220614828,0.725297780184082,0.673400129282482,0.617658062102506,0.677617709065356,0.593246869409661,0.641737312739519,0.687230451903243,0.735978428351309,0.696532917802883,0.832523735924045,0.590759510333027,0.412641315519014,0.607172066687638,0.337832360570687,0.762475696694751,0.488783382789319,0.563130294473579,0.430752523316724,0.81871733966746,0.675158275550196,0.625067144136079
14,0.696937596302003,0.54320272325632,0.528329398694625,0.520082815734989,0.440767325160389,0.75609756097561,0.788652802893309,0.726380617217108,0.648351648351648,0.64272353161242,0.634311314125088,0.629472271914132,0.631053303913598,0.704106506656666,0.726810477657936,0.68543046357616,0.884080370942815,0.573910754245097,0.437178828365879,0.652720981440705,0.353923476005188,0.699287103046015,0.501008902077152,0.55264219443324,0.444806439248755,0.798479809976247,0.714274947241482,0.684064458370635
15,0.713212634822805,0.541102339393062,0.519927787807249,0.58488612836439,0.449152004065298,0.721054107092794,0.791048824593128,0.722252301028695,0.633726567550097,0.697904975682753,0.63343288826423,0.63685152057245,0.640808268493787,0.70866929183074,0.789907550077041,0.723899493572263,0.917200264959152,0.558575753586942,0.447199383350463,0.626360490720353,0.362354085603113,0.696613739468568,0.534955489614244,0.601855586930214,0.445253609301137,0.777672209026129,0.667319867350015,0.643330349149507
