"time","Norm_cond1_file1_cell0","Norm_cond1_file1_cell1","Norm_cond1_file2_cell0","Norm_cond1_file2_cell1","Norm_cond1_file3_cell0","Norm_cond1_file3_cell1","Norm_cond1_file4_cell0","Norm_cond1_file4_cell1","Norm_cond1_file5_cell0","Norm_cond1_file5_cell1","Norm_cond1_file6_cell0","Norm_cond1_file6_cell1","Norm_cond1_file7_cell0","Norm_cond1_file7_cell1","Norm_cond1_file8_cell0","Norm_cond1_file8_cell1","Norm_cond1_file9_cell0","Norm_cond1_file9_cell1","Norm_cond1_file10_cell0","Norm_cond1_file10_cell1","Norm_cond1_file11_cell0","Norm_cond1_file11_cell1","Norm_cond1_file12_cell0","Norm_cond1_file12_cell1","Norm_cond1_file13_cell0","Norm_cond1_file13_cell1","Norm_cond1_file14_cell0","Norm_cond1_file14_cell1"
16.001,0.723035439137134,0.584051568045196,0.535481183169005,0.535472739820566,0.485549132947977,0.840762545556489,0.774864376130199,0.763535462912832,0.644634776987719,0.725776281331837,0.703092059030218,0.658765652951699,0.651143885727557,0.731483217701107,0.796379044684129,0.733054148811843,0.922278648708325,0.617546399894696,0.488643371017472,0.638313935199749,0.392023346303502,0.732582631237849,0.553827893175074,0.628176684146833,0.468378689152932,0.8258432304038,0.677042508290624,0.704386750223814
17,0.722746533127889,0.560802491489824,0.55853353700875,0.571911663216012,0.487454741790001,0.790954116437715,0.783996383363472,0.756090958310774,0.671945701357465,0.687897493453048,0.718552354181308,0.656305903398927,0.682382998490303,0.762485155322209,0.853929121725732,0.785060381768602,0.968315301391036,0.622811636172174,0.483530318602261,0.641270839886757,0.38128242542153,0.79552819183409,0.553946587537092,0.581282775312626,0.498275201226524,0.909168646080761,0.69339764847754,0.672336615935541
18,0.754237288135593,0.572970232490766,0.526315789473684,0.609385783298827,0.483897605284888,0.805251845621904,0.780877034358047,0.800148890092041,0.687621202327084,0.737934904601571,0.744817287420942,0.647584973166369,0.683544303797468,0.778548659291206,0.888828967642527,0.826353720296065,0.9372930006624,0.662959062787944,0.511716341212744,0.660144699591067,0.403291180285344,0.785968891769281,0.543145400593471,0.556676079064139,0.523316724159959,0.919239904988124,0.689704552306302,0.663563115487914
19,0.706760400616333,0.599188817266604,0.539647271212332,0.602346445824708,0.528869973956678,0.817213344547238,0.823146473779385,0.755955603681646,0.66281512605042,0.674523007856341,0.782238229093465,0.672853309481216,0.723202880037161,0.740921307581724,0.870261941448382,0.794312426957538,0.896113932435417,0.707581940239569,0.530524152106886,0.68474363007235,0.415612840466926,0.79949773169151,0.533175074183977,0.557482855990319,0.526638558834803,0.831163895486937,0.680961712390715,0.6680393912265
20,0.729776579352849,0.653798797711307,0.577975281210943,0.586266390614216,0.520612335641237,0.828614148210446,0.831645569620253,0.817271250676774,0.642372333548804,0.720912832023943,0.818605059732959,0.700581395348838,0.709731738474044,0.756984811550722,0.879892141756549,0.826061550447994,0.939280194303379,0.654534684743978,0.547147995889003,0.694306385655867,0.437702658884566,0.828175631885937,0.548842729970326,0.608713190802743,0.551232911715856,0.823372921615202,0.704476936991257,0.698030438675022
21,0.808936825885979,0.655826754544797,0.570059713928621,0.62912353347136,0.515657752651973,0.807961872722175,0.83883363471971,0.81070655116405,0.697398190045249,0.717919940142162,0.820274068868587,0.739713774597495,0.71321565439554,0.753984624039003,0.871725731895223,0.825185040903779,0.926363435637007,0.638607345004608,0.557553956834533,0.700031456432841,0.432960440985733,0.759154244977317,0.576142433234421,0.628479225494151,0.530471444998084,0.877814726840855,0.772610792885136,0.703581020590868
22.001,0.737384437596302,0.66386615484899,0.607485071517845,0.610904071773637,0.509242202883821,0.816932996916175,0.869755877034358,0.849350297780184,0.701195862960568,0.725308641975308,0.784346451159522,0.846489266547406,0.709151085820462,0.774860928808051,0.862557781201849,0.797428905336968,0.953190549790241,0.675727260760827,0.55693730729702,0.725951557093426,0.429758430609598,0.770414776409592,0.601899109792285,0.672851956434046,0.55225501469273,0.919144893111639,0.691211938498644,0.706624888093107
23,0.786498459167951,0.712247410733686,0.599916678239133,0.626915113871636,0.532935272819666,0.84235118213251,0.877215189873417,0.852057390362751,0.653522947640594,0.76309390198279,0.800333801827126,0.842687835420392,0.731854604575543,0.8267391711982,0.885978428351309,0.739968835216205,0.952086553323031,0.671120179018034,0.568165467625899,0.723120478137779,0.459427691309987,0.806383668178872,0.551454005934718,0.622630092779347,0.56439248754312,0.919144893111639,0.758441362677118,0.736526410026858
24.001,0.727657935285054,0.680162236546679,0.595056242188585,0.646100759144238,0.539033221114146,0.77693673488459,0.866003616636528,0.870330265295073,0.646654815772463,0.791152263374485,0.764757554462404,0.817643112701252,0.759609801416792,0.8085505344084,0.857627118644068,0.752532138683288,0.932877014793554,0.680992497038306,0.565390544707091,0.74941805599245,0.475032425421531,0.816996111471161,0.581364985163204,0.639975796692214,0.548613772837614,0.932446555819479,0.733795598432318,0.741002685765442
25,0.741814329738057,0.683421452886217,0.576864324399388,0.620220841959972,0.556056660102902,0.720026165778898,0.884990958408679,0.860449377368706,0.695054945054944,0.786475869809202,0.766953619114546,0.828152951699463,0.73295784461735,0.826926682917683,0.846687211093991,0.803077522399689,0.893133141973945,0.729564301698039,0.589722507708119,0.686505190311418,0.474383916990921,0.83749189889825,0.584807121661722,0.63695038321904,0.551041267407692,0.949928741092638,0.7363581549593,0.800268576544314
26,0.713116332819723,0.697255015571812,0.600611026246355,0.631608005521049,0.569904084354951,0.838519764507989,0.921338155515371,0.856659447753113,0.669602456367163,0.811634867190422,0.773541813070977,0.758273703041144,0.725525490651491,0.811738233639602,0.890369799691833,0.850798597584728,0.865312431000221,0.692576016848756,0.602209660842755,0.737464611513055,0.498095006485084,0.833765392093325,0.586350148367954,0.642093586123437,0.575699501724799,0.943182897862234,0.792131444075973,0.789167412712623
27,0.744125577812019,0.666328673861086,0.689973614775725,0.656107660455487,0.573588261449533,0.825717222689468,0.903978300180832,0.853072550081213,0.709841628959275,0.784605312383089,0.738229093464512,0.784212880143114,0.726454534897224,0.824551534470904,0.874036979969183,0.807460070120763,0.902517111945242,0.72002106094511,0.604958890030833,0.759861591695502,0.483341439688716,0.84705119896306,0.551454005934718,0.623436869705525,0.577552063370384,0.935961995249407,0.756783237865542,0.781736794986571
28,0.768682588597843,0.679148258129935,0.637966949034856,0.681573498964804,0.574858667344216,0.850294365012614,0.90501808318264,0.816865186789389,0.701276664511957,0.826599326599325,0.798752635277583,0.823792486583185,0.744048310300777,0.86224139008688,0.851386748844376,0.766751071289443,0.869728416869067,0.694747926813216,0.615673175745118,0.771060081786726,0.492988002594034,0.901490602721971,0.597507418397625,0.666801129487696,0.587006515906477,1.01510688836105,0.74449804039795,0.754073410922113
29,0.765697226502312,0.673571376837836,0.680877655881127,0.651966873706004,0.583687988312265,0.830389683207176,0.930424954792043,0.87303735787764,0.717356173238526,0.764309764309763,0.817023893183416,0.821556350626118,0.779119730577169,0.808925557847366,0.90909090909091,0.755940786910791,0.868293221461691,0.721469000921416,0.626670092497431,0.79509279647688,0.489380674448768,0.923606610499028,0.612700296735906,0.689995966115371,0.567969847962183,0.934631828978623,0.750979801025022,0.778424350940017
30,0.818759630200308,0.700876367060187,0.617969726426886,0.67384403036577,0.595883884901226,0.815157461919446,0.919122965641952,0.91520032485111,0.720588235294117,0.781518892630003,0.829585382993676,0.85811717352415,0.804958773661595,0.866054128383025,0.904391371340524,0.719516945851189,0.884411569882977,0.731604580755562,0.62934224049332,0.826360490720353,0.52156290531777,0.968324692158134,0.584807121661722,0.698265429608714,0.604382266513351,1.03838479809976,0.741558637322882,0.813070725156669
31,0.778794298921418,0.708119070036939,0.642133037078183,0.688474810213941,0.610048910626945,0.862910008410429,0.910171790235081,0.901664861938278,0.673642533936652,0.742143658810325,0.792076598735068,0.826923076923077,0.760771106723958,0.85636602287643,0.938058551617874,0.716205687573042,0.977147273128727,0.68421745425826,0.649126413155191,0.822963195973577,0.507619974059663,0.945722618276085,0.519881305637982,0.689693424768052,0.608470678420851,0.99477434679335,0.731459149834187,0.79373321396598
32,0.799210323574731,0.669660317230392,0.641924732676017,0.715942028985508,0.59061170043829,0.898514157555368,0.916591320072333,0.906943692474283,0.73836457659987,0.822671156004488,0.80209065354884,0.803667262969589,0.812333062362095,0.844552784549035,0.949922958397534,0.735001947798987,1.02627511591963,0.680005265236278,0.660817060637205,0.799119219880466,0.518968871595331,0.902543745949449,0.612344213649853,0.676381605486084,0.606809761083429,0.989643705463183,0.783011757612301,0.787376902417189
32.999,0.819241140215716,0.708915767364381,0.604499375086793,0.688543823326432,0.608969065616464,0.912438089898139,0.92377938517179,0.925825663237682,0.693762120232708,0.791806958473624,0.811489810260014,0.784324686940966,0.816629891998606,0.835927245452841,0.966563944530045,0.78544994156603,1.05299183042614,0.722719494537319,0.666264131551901,0.785404215162001,0.532992866407264,0.921905379131563,0.579940652818992,0.675675675675676,0.625271496103233,1.02289786223278,0.784217666566174,0.780214861235452
34.001,0.866814329738058,0.713551097269501,0.62727398972365,0.708833678398896,0.60007622435368,0.942528735632183,0.917902350813743,0.882579859231186,0.675662572721396,0.727272727272726,0.847944483485593,0.830053667262968,0.829113924050632,0.861303831489468,0.939907550077042,0.7991819244254,0.968425701037758,0.743582993286824,0.679393627954779,0.841396665618119,0.549448767833982,0.93754050550875,0.668842729970326,0.718737394110528,0.606809761083429,1.00703087885986,0.805094965330118,0.833303491495077
35,0.831182588597843,0.730354168175564,0.645813081516456,0.762594893029676,0.655783522835546,0.912438089898141,0.911708860759494,0.898822414726584,0.729234001292825,0.761784511784511,0.864898102600141,0.839221824686941,0.806352340030194,0.877554847177948,0.979198767334361,0.777561355668096,0.986752042393464,0.73943661971831,0.668859198355601,0.831896822900283,0.54576037613489,0.894118600129617,0.68,0.716821298910852,0.591605979302416,0.951828978622329,0.844965330117576,0.878245299910475
35.999,0.858243451463791,0.707901788947636,0.64366060269407,0.68743961352657,0.620021596900209,0.87617979628072,0.900452079566004,0.829317812669194,0.745313510019392,0.768986157875046,0.82475404075896,0.832066189624328,0.814191150853559,0.846552909556847,0.89984591679507,0.776879626022595,0.98631044380658,0.718507305515336,0.679085303186023,0.847687952186223,0.549489299610895,0.923930654569022,0.664332344213649,0.734368697055264,0.623227290149483,0.964275534441806,0.828459451311426,0.836794986571173
36.999,0.876829738058552,0.722025059752301,0.612137203166227,0.691097308488613,0.631709331131297,0.900009344921035,0.9250452079566,0.915403356794803,0.758160956690369,0.760942760942761,0.83362614195362,0.758720930232558,0.783648821275113,0.861491343208951,0.932973805855161,0.79109855862875,0.928571428571429,0.724628142687904,0.682502569373073,0.854419628814092,0.559946498054475,0.911211924821777,0.723204747774481,0.718334005647438,0.632426216941356,0.916294536817102,0.817304793488092,0.802506714413608
38.001,0.899268104776579,0.688636199029478,0.678169698652966,0.691718426501036,0.656990408435495,0.940753200635455,0.93991862567812,0.920411478072551,0.783694246929541,0.742798353909465,0.846626844694308,0.841457960644008,0.807223319010568,0.902368898056129,0.943528505392912,0.836482275029217,0.982225656877899,0.74680795050678,0.690210688591984,0.832840515885499,0.554069390402075,0.904325988334415,0.675014836795252,0.699273900766438,0.65293215791491,1.00304038004751,0.823334338257461,0.856938227394806
39,0.847842835130971,0.69935539943507,0.65414525760311,0.692891649413388,0.691291367591946,0.914587421736286,0.89118444846293,0.837845154304278,0.817469295410472,0.827721661054993,0.8115776528461,0.849284436493739,0.787945650911624,0.911181948871804,0.946070878274268,0.796747175691468,0.993596820490175,0.72522048176912,0.693576567317575,0.818999685435672,0.555852788586252,0.976425793907972,0.694124629080119,0.760084711577248,0.647502235850262,0.891116389548695,0.81157672595719,0.853267681289168
40,0.896667950693374,0.690446874773666,0.689557005971393,0.707315389924085,0.673124563297974,0.92383889356135,0.892405063291139,0.932390362750406,0.811409179056238,0.728020950243171,0.842059030217849,0.848837209302325,0.782835907560097,0.925432839552472,0.910323574730354,0.772984028048305,1.02152793111062,0.719362906410426,0.699075025693731,0.832274300094369,0.582725356679637,0.896224886584576,0.726409495548962,0.742133924969746,0.664175290660534,0.906508313539193,0.809692493216763,0.868755595344674
41,0.857280431432974,0.693126674875065,0.669282044160534,0.733954451345756,0.663723559677317,0.980656013456686,0.88883363471971,0.910733622089875,0.80648028442146,0.781144781144781,0.804901616303585,0.888305008944544,0.80211357565904,0.909119319957498,0.993990755007704,0.826938059992209,1.00430558622212,0.756943530340924,0.712435765673176,0.851651462724128,0.578753242542153,0.950421257290992,0.745875370919881,0.77470754336426,0.691899833908267,0.839144893111639,0.85061802833886,0.885496866606983
42,0.856413713405239,0.723546027377417,0.670184696569921,0.73008971704624,0.669376865908657,0.950565367722642,0.898282097649186,0.913373037357878,0.851648351648351,0.872895622895622,0.850755446240337,0.872987477638639,0.852049703867146,0.945496593537096,0.981972265023112,0.888001558239189,0.988297637447561,0.72995919441885,0.723175745118192,0.83718150361749,0.58381971465629,0.957874270900843,0.705281899109792,0.762706736587333,0.65714833269452,0.937387173396675,0.84119686463672,0.890062667860341
43,0.798439907550077,0.746939957992324,0.640883210665186,0.732229123533472,0.681255161023946,1.04317353518363,0.909222423146474,0.924066053059016,0.856173238526179,0.801533857089411,0.845572733661279,0.813170840787121,0.823075136453374,0.927182948934309,0.960939907550077,0.798402804830542,0.937072201368956,0.725944451757273,0.702852004110997,0.850707769738912,0.58394130998703,0.98104342190538,0.695311572700297,0.743041549011698,0.68129551552319,0.961900237529692,0.835016581248115,0.859444941808415
44,0.7904468412943,0.762729050481641,0.655047910012499,0.736024844720498,0.682906688687035,1.02822166152696,0.894710669077757,0.928397401191121,0.857223658694247,0.795080433969323,0.838984539704849,0.789467799642217,0.810184647543839,0.907619226201638,0.92442218798151,0.791585508375536,1.02881430779422,0.765433723838358,0.710894141829394,0.828688266750551,0.607247081712063,0.993357096565133,0.758219584569734,0.690500201694233,0.669605212725182,0.94375296912114,0.787081700331626,0.823903312444047
45,0.796610169491526,0.732961541247194,0.711567837800306,0.784955141476882,0.702470939465159,0.984580880291561,0.905470162748643,0.866201949106659,0.866677440206852,0.815469509913955,0.923840477863668,0.937164579606439,0.774939031471374,0.963185199074942,0.975038520801232,0.857518504090377,0.964561713402517,0.761155719362907,0.705447070914697,0.832651777288456,0.600478274967575,0.941753078418665,0.752759643916914,0.698769665187576,0.6650696307653,0.93976247030879,0.788136870666264,0.844046553267681
46,0.783994607087828,0.744405011950461,0.731217886404666,0.774879227053141,0.672997522708505,0.944584618259975,0.894394213381555,0.901732539252843,0.863930187459598,0.8841189674523,0.905305692199579,0.955724508050089,0.801532923005458,0.955372210763174,0.9,0.826645890144137,1.00551998233606,0.777148874555746,0.716161356628983,0.839320541050645,0.608989948119326,0.899384316267013,0.752047477744807,0.695643404598628,0.653570972275457,0.89501187648456,0.807356044618632,0.839570277529096
47,0.8009437596302,0.714637502716014,0.699972226079711,0.768184955141477,0.69592834910754,1.0470984020185,0.881916817359856,0.876421223605848,0.858678086619262,0.902543958099514,0.915319747013352,0.84593023255814,0.783881082336546,0.967747984249015,0.96040061633282,0.904752629528633,0.975270479134468,0.784454389890747,0.714465570400822,0.852532242843662,0.612273022049286,0.870949449125081,0.813293768545995,0.738805970149253,0.678676376644948,0.956484560570073,0.824540247211335,0.861951656222023
48,0.777831278890601,0.766277974940248,0.731912234411887,0.752657004830919,0.709966334243791,0.988225399495374,0.840461121157323,0.9127639415268,0.837750484809309,0.89337822671156,0.827037947997188,0.873434704830053,0.759900127743584,0.975123445215326,0.992989214175655,0.92520451889365,0.966880105983663,0.760234303014348,0.707553956834532,0.865995596099403,0.631363488975357,0.912913156189243,0.780890207715135,0.73416700282372,0.689089050721861,0.980047505938243,0.850994874886947,0.886929274843331
49,0.793239599383668,0.775765915839792,0.676919872239967,0.790131124913734,0.703868385949311,0.987664704233249,0.887432188065099,0.886302111532215,0.860617323852617,0.894968200523756,0.865864371047084,0.884056350626117,0.759725931947508,0.954622163885243,0.981355932203389,0.841449162446436,1.01048796643851,0.769119389232593,0.732836587872559,0.850896508335954,0.621757457846952,0.858797796500324,0.813649851632048,0.704618797902381,0.708572888718539,0.97102137767221,0.799969852276153,0.840823634735899
50,0.813270416024654,0.772216991381185,0.730940147201778,0.783229813664597,0.697579876770628,0.990748528174937,0.918399638336347,0.921832701678397,0.849385908209437,0.898802843247287,0.847680955727337,0.904852415026834,0.734757867843455,0.923495218451153,0.941217257318952,0.812232177639268,0.975270479134468,0.787152823482955,0.740416238437822,0.865114815979868,0.613326848249028,0.915667530784187,0.778278931750742,0.712182331585317,0.710233806055961,0.971496437054633,0.854085016581249,0.843777976723367
51,0.84774653312789,0.77670746722677,0.718650187473961,0.787163561076605,0.707107920980752,0.999065507896456,0.890596745027125,0.940308608554413,0.812378797672915,0.874111485222596,0.842322557976107,0.82368067978533,0.744687028219719,0.953184574035878,0.960554699537749,0.92939228671601,0.991388827555753,0.807687244965119,0.740005138746147,0.874488832966342,0.628283073929961,0.887151652624757,0.788011869436201,0.736083098023397,0.684553468761978,0.937957244655583,0.876017485679832,0.841629364368845
51.999,0.822611710323575,0.785760845947709,0.708929315372865,0.767563837129055,0.680874039255542,1.0760676572283,0.905153707052441,0.887723335138062,0.818762120232708,0.879629629629628,0.830024595924105,0.851408765652952,0.75600975496458,0.945934120882555,0.956317411402157,0.891994546162837,0.999227202472953,0.746478873239437,0.738232271325797,0.862346649889903,0.622851815823606,0.937864549578743,0.842729970326411,0.726502622025011,0.717580171202249,0.996769596199526,0.837955984323183,0.814234556848702
53,0.811055469953775,0.790975592090968,0.695736703235661,0.770324361628709,0.70463062948612,0.977945986356414,0.900406871609403,0.876285868976719,0.829993535875889,0.95164609053498,0.826335207308503,0.915362254025044,0.762280803623272,0.934808425526595,0.922573189522341,0.91955590183093,0.952196952969751,0.787087008029486,0.736485097636177,0.844101918842404,0.632701037613489,0.89201231367466,0.827655786350149,0.704517950786607,0.708061837230101,0.960190023752971,0.865691890262285,0.871530886302596
54.001,0.823189522342065,0.764901861374666,0.699972226079711,0.767908902691511,0.707870164517563,0.998037566582562,0.970479204339964,0.962371413102328,0.776987718164188,0.90946502057613,0.822645818692902,0.858676207513416,0.795087678550691,0.986561660103756,0.940369799691834,0.921795870666148,0.940936189004196,0.849348427010663,0.732605344295992,0.836237810632274,0.633511673151751,0.893308489954634,0.810445103857566,0.711173860427591,0.681359396959244,1.03049881235155,0.871646065722038,0.829006266786034
