"time","Norm_cond3_file1_cell0","Norm_cond3_file1_cell1","Norm_cond3_file2_cell0","Norm_cond3_file2_cell1","Norm_cond3_file3_cell0","Norm_cond3_file3_cell1","V1","V1","Norm_cond3_file5_cell0","Norm_cond3_file5_cell1","Norm_cond3_file6_cell0","Norm_cond3_file6_cell1","Norm_cond3_file7_cell0","Norm_cond3_file7_cell1","Norm_cond3_file8_cell0","Norm_cond3_file8_cell1","Norm_cond3_file9_cell0","Norm_cond3_file9_cell1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1","V1"
-2.293,1.04406035847322,1.03030563752201,1.05534764780398,1.06619632695949,1.04032654539809,1.0369428417648,1.02574046340682,1.03778920221479,1.03679686103205,1.03459150596121,1.04197026951833,1.03655551106789,1.02464109908743,1.04400412069229,1.04279076562178,1.04433592828184,1.04111757880613,1.03903474360977,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
-1.293,1.01529340397903,1.01028528576375,1.02277401905143,1.02960614812972,1.01272980438326,1.00689540691855,1.02574046340682,1.03778920221479,1.01323044064422,1.01027573053286,1.01051589886988,1.01682014909722,1.00424972416445,1.01514508172194,1.01369111327223,1.01464037550197,1.01175690829774,1.01115415529593,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
-0.293,1,1,1,1,1,1,1.02574046340682,1.03778920221479,1,1,1,1,1,1,1,1,1,1,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
0,0.747410974095523,0.619111958038838,0.687581806067278,0.664430237102988,0.691139512769426,0.606886352547045,1.02574046340682,1.03778920221479,0.366113062764862,0.214000800583955,0.582287084743494,0.65160632233217,0.609812129714774,0.634942619005096,0.691709089196879,0.65543001449812,0.659889091274446,0.629419531858854,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
0.147,0.815696236125987,0.74796323087349,0.789642199684495,0.780798388857023,0.779986965353067,0.743960482698605,1.02574046340682,1.03778920221479,0.482108945768723,0.302397827434913,0.729821342414712,0.739970256820912,0.74630745419997,0.718239977102008,0.782973519044713,0.77965915791251,0.753458200180202,0.756756332193278,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
0.293,0.847708595964096,0.803847714463557,0.839758209576281,0.833335025354944,0.8312862253215,0.803418528262215,1.02574046340682,1.03778920221479,0.562395202636424,0.370620138610908,0.790370521674514,0.791417376880398,0.805795410272726,0.762511398729019,0.830865250590233,0.834052035021501,0.808384271833332,0.809683807056939,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
0.44,0.852920770025497,0.825769404806669,0.861414925640425,0.855960949833251,0.844542428907807,0.823585631718469,1.02574046340682,1.03778920221479,0.604512266425703,0.423268737196543,0.815528031244827,0.815870655303247,0.827156694102312,0.78151815103449,0.847193774527648,0.854842644547451,0.83128390948396,0.82904758123002,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
0.586,0.860931916627963,0.847904597415454,0.879981117118636,0.876182088597636,0.864536704013248,0.847645108878817,1.02574046340682,1.03778920221479,0.654365610518635,0.47068528416806,0.842935929086357,0.841101832256096,0.845713361392087,0.802419664833014,0.863169758334948,0.871253904554377,0.852770449403971,0.849229960963511,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
0.733,0.868289053391847,0.865545620441833,0.89482011224385,0.887862748283021,0.879497438352265,0.859059653217571,1.02574046340682,1.03778920221479,0.685963072670781,0.507168365945356,0.861562382242007,0.857043032278976,0.857612840813465,0.816734457810805,0.87563362146245,0.87760023877692,0.864551665575513,0.863987551610113,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
0.879,0.870309849009033,0.878611746660973,0.905715956166433,0.899505971990274,0.890752354645898,0.874255906719853,1.02574046340682,1.03778920221479,0.724156426524666,0.543036096917752,0.877980707939046,0.869725828900456,0.86784566300921,0.822356056672529,0.88688230773735,0.888900928185448,0.876953542791581,0.876136600657503,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
1.025,0.878329526174611,0.8852483743024,0.912443476451704,0.908057872215144,0.89647644060341,0.886305263104945,1.02574046340682,1.03778920221479,0.733680604212673,0.571533746183491,0.881197812298601,0.88007302331789,0.871826002999731,0.828144422931581,0.886754330840802,0.891297339086492,0.880690473258098,0.881252449053149,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
1.172,0.879454612665043,0.891470743816401,0.913858375756171,0.905669583711923,0.898163990736668,0.890658403714304,1.02574046340682,1.03778920221479,0.750414357299212,0.592399161741506,0.88143200763512,0.888943545158154,0.87489622729982,0.828401079138818,0.890627442955204,0.891522023381791,0.887514503698038,0.884520762298065,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
1.319,0.880073552410832,0.891946609562777,0.916383994058608,0.904212753105283,0.893454698941703,0.887222772750366,1.02574046340682,1.03778920221479,0.759629277061277,0.612387074493552,0.885473197840472,0.89093691014128,0.879918857458637,0.835652504053867,0.888145777758461,0.891924859721883,0.889606601370316,0.883244854697513,1.02748656034005,1.03168671702612,1.05664755742774,1.04154479637003,1.01967201667114,1.0214704862283,1.00437719458048,1.00199987170135,1.00301602401021,1.00108044396425,1.01758499286758,1.02290055244896,1.03384404928833,1.01431583608485,1.02689466784479,1.03217177768616,1.02336528273393,1.02538590222846
