"Time","value","name"
0,0.219024573697354,"Cond1"
1.001,0.279820545201397,"Cond1"
2.001,0.334450011440426,"Cond1"
3.001,0.383590174170841,"Cond1"
4.001,0.427792612148288,"Cond1"
5.001,0.467553480134601,"Cond1"
6.001,0.503319078037407,"Cond1"
7,0.535460360435626,"Cond1"
8,0.564402507516774,"Cond1"
9,0.590436476274812,"Cond1"
10.001,0.613876686411306,"Cond1"
11.001,0.634939367648371,"Cond1"
12,0.653867656993453,"Cond1"
13.001,0.670928103762797,"Cond1"
14.001,0.686258117869843,"Cond1"
15.001,0.700047734348681,"Cond1"
16,0.712439976710011,"Cond1"
17.001,0.723609353260841,"Cond1"
18,0.733636310543957,"Cond1"
19,0.742665249366897,"Cond1"
20,0.75078693814747,"Cond1"
21.001,0.758099464848611,"Cond1"
22,0.764664056214147,"Cond1"
23.001,0.770580854056383,"Cond1"
24.001,0.775897514025278,"Cond1"
25,0.7806754089717,"Cond1"
26.001,0.784981821501478,"Cond1"
27,0.788847768207014,"Cond1"
28,0.7923289235876,"Cond1"
29,0.795460283889444,"Cond1"
30.001,0.798279667448305,"Cond1"
31.001,0.800813082329806,"Cond1"
32,0.803089773002208,"Cond1"
33,0.805139856613762,"Cond1"
34,0.806983942767596,"Cond1"
35,0.808642730596344,"Cond1"
36,0.81013483933274,"Cond1"
37,0.811477017303089,"Cond1"
38,0.812684329920561,"Cond1"
39,0.813770328788452,"Cond1"
40.001,0.814748129826317,"Cond1"
41,0.815625920022882,"Cond1"
42,0.816416340662003,"Cond1"
42.999,0.81712666383469,"Cond1"
44,0.817766892354855,"Cond1"
45,0.818342182813456,"Cond1"
45.999,0.818859176074442,"Cond1"
46.999,0.819324711170833,"Cond1"
48,0.819743865107245,"Cond1"
49,0.820120504467578,"Cond1"
50.001,0.8204596193307,"Cond1"
51,0.820764049057024,"Cond1"
52,0.82103817781785,"Cond1"
52.999,0.821284527674467,"Cond1"
54,0.821506567740467,"Cond1"
54.999,0.821705897241696,"Cond1"
55.999,0.821885386773903,"Cond1"
56.999,0.822046840755212,"Cond1"
57.999,0.82219207144226,"Cond1"
59,0.822322832827677,"Cond1"
60.001,0.822440442531427,"Cond1"
0,0.268943683690115,"Cond2"
1.001,0.325613815884911,"Cond2"
2.001,0.376246915765393,"Cond2"
3.001,0.421533917261442,"Cond2"
4.001,0.462039288438484,"Cond2"
5.001,0.498267897973011,"Cond2"
6.001,0.530671307957046,"Cond2"
7.001,0.559653402276533,"Cond2"
8.001,0.585575420717106,"Cond2"
9.001,0.608760461543558,"Cond2"
10.001,0.629497508674229,"Cond2"
11.001,0.648045033645978,"Cond2"
12,0.664618535553316,"Cond2"
13.001,0.6794718311025,"Cond2"
14.001,0.692742814740072,"Cond2"
15.002,0.704623800113388,"Cond2"
16,0.715219041471394,"Cond2"
17.001,0.724724630235076,"Cond2"
18.001,0.733217594811898,"Cond2"
19.001,0.74081382929891,"Cond2"
20.001,0.747608014987515,"Cond2"
21,0.753679091836875,"Cond2"
22.001,0.759120036016898,"Cond2"
23.001,0.763981359953188,"Cond2"
24.002,0.768333510491486,"Cond2"
25,0.772214677240771,"Cond2"
26.001,0.775696690891559,"Cond2"
27.001,0.778807767893454,"Cond2"
28.001,0.781590361674433,"Cond2"
29.001,0.784079155151813,"Cond2"
30.001,0.786305169245352,"Cond2"
31.001,0.78829614952944,"Cond2"
32,0.790075228710412,"Cond2"
33.001,0.791669652690819,"Cond2"
34,0.793092877078596,"Cond2"
35.001,0.794368381349368,"Cond2"
36.001,0.79550800697999,"Cond2"
37.001,0.79652730518138,"Cond2"
38.001,0.797438980731172,"Cond2"
39.001,0.798254396972422,"Cond2"
40.001,0.798983717449038,"Cond2"
41,0.799635415954832,"Cond2"
42.001,0.800219472997793,"Cond2"
43.001,0.800741310823943,"Cond2"
44.001,0.801208050377107,"Cond2"
45.001,0.801625509211196,"Cond2"
46.001,0.801998890633399,"Cond2"
47.001,0.802332848559456,"Cond2"
48,0.802631263163717,"Cond2"
49,0.802898452004518,"Cond2"
50,0.803137429698194,"Cond2"
51,0.803351174920125,"Cond2"
52.001,0.803542532540986,"Cond2"
53,0.803713343339208,"Cond2"
54,0.803866280690535,"Cond2"
55,0.804003070143969,"Cond2"
56,0.804125416676118,"Cond2"
57,0.804234845243549,"Cond2"
58,0.804332719790211,"Cond2"
59,0.804420260247967,"Cond2"
60,0.804498557742111,"Cond2"
