"Time","value","name"
0,0.211657010142409,"Cond1"
1.001,0.259148423772671,"Cond1"
2.001,0.30300304624099,"Cond1"
3,0.343502519109094,"Cond1"
4,0.380978485025011,"Cond1"
5.001,0.415653904026845,"Cond1"
6.001,0.447673953400301,"Cond1"
7,0.477244271142118,"Cond1"
8.001,0.504633303118127,"Cond1"
9,0.529900630153782,"Cond1"
10,0.553281613157151,"Cond1"
11.001,0.574915355276984,"Cond1"
12,0.594873228838403,"Cond1"
13,0.613341138082006,"Cond1"
14,0.630412547845222,"Cond1"
15,0.64619305810545,"Cond1"
16.001,0.660794304316524,"Cond1"
17,0.674264457751172,"Cond1"
18,0.686728990626528,"Cond1"
19,0.698250985098966,"Cond1"
20,0.708901713686265,"Cond1"
21,0.718747059447511,"Cond1"
22.001,0.727856670931711,"Cond1"
23,0.736260601846124,"Cond1"
24.001,0.744044607907498,"Cond1"
25,0.751225622080343,"Cond1"
26,0.757870534305738,"Cond1"
27,0.764012974034242,"Cond1"
28,0.769690937043913,"Cond1"
29,0.774939545962221,"Cond1"
30,0.779791267526877,"Cond1"
31,0.784276113417918,"Cond1"
32,0.788421825903338,"Cond1"
32.999,0.79225036576692,"Cond1"
34.001,0.795799894198757,"Cond1"
35,0.799071058329261,"Cond1"
35.999,0.802095102558964,"Cond1"
36.999,0.804893385362538,"Cond1"
38.001,0.807485040910867,"Cond1"
39,0.809873451324001,"Cond1"
40,0.812083553848726,"Cond1"
41,0.814126533664179,"Cond1"
42,0.816015028193123,"Cond1"
43,0.817760719246395,"Cond1"
44,0.819374405284012,"Cond1"
45,0.820866068212066,"Cond1"
46,0.822244935128592,"Cond1"
47,0.823519535400363,"Cond1"
48,0.824697753423676,"Cond1"
49,0.825786877395484,"Cond1"
50,0.826793644396579,"Cond1"
51,0.827724282065688,"Cond1"
51.999,0.828583720202621,"Cond1"
53,0.829379760976325,"Cond1"
54.001,0.830115549178482,"Cond1"
55,0.830794339182787,"Cond1"
56,0.831422453804135,"Cond1"
57.001,0.832003629956481,"Cond1"
57.999,0.832539269100897,"Cond1"
58.999,0.833035436261826,"Cond1"
60,0.833494525274735,"Cond1"
0,0.17497032759934,"Cond2"
1.001,0.194150098245541,"Cond2"
2.001,0.212522592253651,"Cond2"
3.001,0.230139759473063,"Cond2"
4.001,0.247032652767772,"Cond2"
5.001,0.263231048361815,"Cond2"
6.001,0.278763498324266,"Cond2"
7.001,0.293657380896488,"Cond2"
8.001,0.307938948750328,"Cond2"
9.001,0.321633375262341,"Cond2"
10.001,0.334764798885588,"Cond2"
11.001,0.347356365697233,"Cond2"
12.001,0.359430270196927,"Cond2"
13,0.370996457982394,"Cond2"
14.001,0.38210934548971,"Cond2"
15.001,0.392754491508775,"Cond2"
16,0.402952001176285,"Cond2"
17.001,0.412749851590939,"Cond2"
18,0.422126120409367,"Cond2"
19,0.43112610371504,"Cond2"
20.001,0.439764531188074,"Cond2"
21.001,0.448039367207517,"Cond2"
22.001,0.455974009603012,"Cond2"
23.001,0.463582444355853,"Cond2"
24.001,0.470878082458094,"Cond2"
25,0.477866933521763,"Cond2"
26.001,0.484581878594117,"Cond2"
27,0.491007893223326,"Cond2"
28.001,0.497182060461429,"Cond2"
29,0.50309056582785,"Cond2"
30.001,0.508767505947734,"Cond2"
31.001,0.514205503630861,"Cond2"
32,0.519414829444361,"Cond2"
33.001,0.524419992150358,"Cond2"
34.001,0.529214487534159,"Cond2"
35,0.53380737080129,"Cond2"
36.001,0.538220250483739,"Cond2"
37,0.54244325291947,"Cond2"
38.001,0.546500748083985,"Cond2"
39,0.550383657475525,"Cond2"
40,0.554110739151405,"Cond2"
41.001,0.557688092980816,"Cond2"
42,0.561111520543357,"Cond2"
43,0.56439756017252,"Cond2"
44.001,0.567551589913015,"Cond2"
45,0.570569908162084,"Cond2"
46.001,0.57346993293994,"Cond2"
47.001,0.576247895661046,"Cond2"
48.001,0.578911651260337,"Cond2"
49.001,0.581465895001204,"Cond2"
50,0.583912730882461,"Cond2"
51.001,0.586263670742822,"Cond2"
52.001,0.588515659533234,"Cond2"
53,0.590672950510757,"Cond2"
54.001,0.592745693267354,"Cond2"
55.001,0.594731194271428,"Cond2"
56.001,0.596635067702418,"Cond2"
56.999,0.59845709416947,"Cond2"
58.001,0.600211217314207,"Cond2"
59,0.601888153361234,"Cond2"
60,0.603497791130818,"Cond2"
0,0.168449542828693,"Cond3"
1.002,0.180269128562087,"Cond3"
2,0.191563758964964,"Cond3"
3.001,0.202432817817647,"Cond3"
4.001,0.212850137740173,"Cond3"
5.001,0.222844686689898,"Cond3"
6.002,0.232443013657068,"Cond3"
7.002,0.2416424157482,"Cond3"
8,0.250451184501439,"Cond3"
