"time","Norm_cond2_file1_cell0","Norm_cond2_file2_cell0","Norm_cond2_file3_cell0","Norm_cond2_file4_cell0","Norm_cond2_file5_cell0","Norm_cond2_file6_cell0","Norm_cond2_file7_cell0","Norm_cond2_file8_cell0","Norm_cond2_file9_cell0","Norm_cond2_file10_cell0","Norm_cond2_file11_cell0","Norm_cond2_file12_cell0","Norm_cond2_file13_cell0","Norm_cond2_file14_cell0","Norm_cond2_file15_cell0","Norm_cond2_file16_cell0","Norm_cond2_file17_cell0","Norm_cond2_file18_cell0","Norm_cond2_file19_cell0","Norm_cond2_file20_cell0","Norm_cond2_file21_cell0","Norm_cond2_file22_cell0","Norm_cond2_file23_cell0","Norm_cond2_file24_cell0","Norm_cond2_file25_cell0","Norm_cond2_file26_cell0","Norm_cond2_file27_cell0","Norm_cond2_file28_cell0","Norm_cond2_file29_cell0","Norm_cond2_file30_cell0","Norm_cond2_file31_cell0","Norm_cond2_file32_cell0","Norm_cond2_file33_cell0","Norm_cond2_file34_cell0","Norm_cond2_file35_cell0","Norm_cond2_file36_cell0"
29.001,0.788020361202148,0.740065546907004,0.634263851494969,0.672585050906382,0.963666391412056,0.574113906293837,0.764654608847244,0.75028014826308,0.796323046618518,0.586793674280958,0.767865003668377,0.734521664928416,0.850385395537526,0.838084991931146,0.824417009602195,0.672590317390668,0.691999074145513,0.762780056800253,0.85590212924916,0.646393080603607,0.696609825416159,1.01793721973094,0.784524301252926,0.772717173961343,0.799681113204812,0.747420494699647,0.815231708777393,0.828073441069464,0.926385909450152,0.780716318785578,0.765084621044886,0.814947149024861,0.752417642896454,0.791553469992592,0.812466065805191,0.711292200232828
30.001,0.760825604909002,0.751536255632936,0.663171319257476,0.749689595232182,0.976786861179925,0.57261760029926,0.764545652647635,0.748987156279632,0.717137229152988,0.629612503468047,0.701834189288335,0.739546790556556,0.853711967545639,0.853469607315763,0.76886145404664,0.662790697674418,0.71144201836278,0.743846639318398,0.875046694060516,0.677677585572323,0.696000812017864,1.07478237931944,0.811510395153516,0.792934903354809,0.75170314538339,0.796607773851593,0.781104059394084,0.855063880192909,0.897030597267697,0.781902277039848,0.73307579102281,0.820902188476998,0.754854941426212,0.833868444883511,0.785970246497992,0.709704730659329
31.001,0.786834948748345,0.711798443260957,0.71857729913561,0.707722870623293,0.952380952380953,0.627980922098568,0.788951841359774,0.697526075338333,0.703611293499671,0.650605752335152,0.675128393250183,0.730539489902342,0.809006085192698,0.834211941904251,0.704879482657259,0.732046219101945,0.693773628578041,0.750867781634586,0.879529323870003,0.711170408538829,0.702395452699959,1.06858348720654,0.825278810408921,0.781604087980449,0.717930134802146,0.799858657243816,0.877260208358281,0.834165327015823,0.890256294456363,0.789136622390891,0.797829286239879,0.842638082477295,0.766176586209606,0.815921626739112,0.843088283201217,0.749391469996825
32,0.737744927131999,0.650348217943465,0.759246138585802,0.723863918549788,1.01376273052574,0.598989993453662,0.800392242318589,0.708387207999311,0.729481286933685,0.63090724128364,0.698752751283933,0.762681331184223,0.855740365111561,0.857450242065628,0.722516166960611,0.765979230656721,0.73566854409382,0.756468917639636,0.871124392977214,0.691663599558335,0.666565164433617,0.955156950672645,0.807930607187113,0.783825816485226,0.850703000434845,0.837879858657245,0.848640881331578,0.843303155935358,0.883481991645025,0.769686907020874,0.77998528329654,0.840553818669048,0.771522918468433,0.851074339343048,0.795091758062766,0.69446502275373
33.001,0.74876228993794,0.712412945514135,0.71177554201502,0.74857213806804,1.01541425818882,0.602730758440102,0.773262148616256,0.707008016550299,0.821405121470781,0.638675668177195,0.671460014673514,0.742106760216175,0.830588235294118,0.84249596557289,0.745051930237115,0.755667690507532,0.723169508525577,0.789286841274852,0.878128502054538,0.681082075818917,0.711327649208283,0.94671590609338,0.84056175134242,0.792601644079093,0.737208291056677,0.857526501766785,0.805771763860617,0.824519840934089,0.82804561363893,0.787832068311195,0.707137601177334,0.879633765073692,0.765075870744554,0.805301720589446,0.778260397437291,0.70589480368293
34,0.798340422564675,0.779188857025809,0.694204336120164,0.774273652843308,1.0542251582714,0.619377162629758,0.705164523861409,0.72683389362986,0.733946158896914,0.674650883196153,0.644754218635364,0.748459277519675,0.867261663286004,0.85884884346423,0.724671761708799,0.756545268392569,0.81066275750328,0.781003471126538,0.833022039596564,0.69644828855355,0.692346731628095,0.987602215774201,0.841800908715405,0.776605198844702,0.73793303377301,0.866148409893994,0.790324512034486,0.858363651747186,0.793496669301117,0.779530360531308,0.755886681383371,0.828494863778471,0.772859501533139,0.829752202189841,0.766424150287762,0.736162556884327
35.001,0.780071124747228,0.806841458418681,0.768598554626611,0.783585795877825,0.964767409854115,0.584120452632563,0.736870777947266,0.689681923972071,0.878923177938282,0.691482474798853,0.710344827586206,0.782023324168009,0.901014198782962,0.888542227003767,0.731236527532823,0.764224074886646,0.685209474577579,0.760334490375514,0.827885692939859,0.6854987118145,0.660678034916768,0.882484832498021,0.816604708798016,0.788491446345257,0.754312219162198,0.778657243816256,0.74074961082505,0.876723919113293,0.806367844642655,0.83147533206831,0.73859455481972,0.863852910525532,0.778677568991272,0.826376883181033,0.802367249429908,0.70652979151233
36.001,0.741022243916046,0.753789430561246,0.722828397335978,0.762850757387632,1.00449582530507,0.589264004488918,0.695685334495534,0.706404620291354,0.825213394615891,0.682511791362249,0.67439471753485,0.775860434246705,0.901744421906693,0.815707369553524,0.751518714481677,0.745429281848765,0.722012190417406,0.73785105711581,0.876634292118041,0.706201693043797,0.672553796183515,1.0199155895542,0.828720914222773,0.774272383914686,0.764893462820699,0.858657243816256,0.799664710813076,0.880108300194602,0.837416732527944,0.804909867172676,0.724797645327445,0.867053744231055,0.798097334696123,0.802914299827118,0.808122488869584,0.734469256005926
37.001,0.762289937940172,0.757271609995903,0.7415332294176,0.740501614104792,0.971465272043306,0.611708594407556,0.74101111353236,0.733212654081545,0.793696651346028,0.665125312124294,0.665297138664711,0.761543566891059,0.837484787018256,0.862291554599248,0.730060748579268,0.784554629223343,0.727258699174447,0.739113284947934,0.888214419125888,0.725800515274199,0.675395858708891,1.0635716169876,0.853917114140162,0.771717396134193,0.754312219162198,0.839717314487632,0.816788408573823,0.799390811405365,0.824997177373829,0.822817836812144,0.804819720382633,0.864299538484442,0.844563251827973,0.852144562443402,0.803887501357368,0.718806222880728
38.001,0.760616414475978,0.715895124948792,0.716026640215388,0.752793642910355,1.00945040829434,0.607126157299167,0.751579864894312,0.699422463580726,0.78752462245568,0.677055396282253,0.666324284666177,0.793875035555134,0.839350912778904,0.850134480903713,0.817950225357632,0.776437033786747,0.715145436308926,0.754812243609972,0.974878595442659,0.695896209054103,0.665347137637027,1.00923239250857,0.80338703015283,0.733170406576318,0.807363385997972,0.792367491166078,0.746257933181655,0.822573821812337,0.858868691430507,0.790085388994308,0.722590139808681,0.892064909930027,0.802421574023115,0.821766691364123,0.83255510913237,0.69986241930363
39.001,0.745415243009554,0.832036050798852,0.745926030891313,0.726098832878074,0.897238278741168,0.58767417936968,0.75855306166921,0.712179984484096,0.907288246881157,0.638860630722279,0.6520909757887,0.767232388356879,0.862150101419878,0.827326519634213,0.721438369586518,0.74031007751938,0.692153383226603,0.787472388766173,0.901849084796415,0.726904674273095,0.700466910272025,1.05539435505144,0.779705355913533,0.745723172628306,0.769096970575445,0.910812720848056,0.746617171596216,0.85354090870632,0.891949870159197,0.754150853889944,0.721486387049302,0.875241923477742,0.804937495086091,0.807853791059522,0.829840373547617,0.752672240448724
