"Time","value","name"
0,0.141901450293386,"Cond1"
1.00119,0.208511852197725,"Cond1"
2.0007,0.268135880194764,"Cond1"
2.99993,0.321586811980124,"Cond1"
4.00069,0.36958740162508,"Cond1"
5.00126,0.412616123682839,"Cond1"
6.0006,0.45115080449614,"Cond1"
7.00079,0.485733466825192,"Cond1"
8.00111,0.516745394746192,"Cond1"
9.00097,0.544539357354047,"Cond1"
10.00119,0.569469857483765,"Cond1"
11.00106,0.591816003612357,"Cond1"
12.00098,0.611854045008895,"Cond1"
12.99985,0.629803576441331,"Cond1"
14.00062,0.645929095085754,"Cond1"
15.00091,0.660380362848326,"Cond1"
16.00008,0.673324038984363,"Cond1"
17.00064,0.684946398489146,"Cond1"
18.00102,0.695365247578467,"Cond1"
19.00012,0.704695671896623,"Cond1"
20.00079,0.713075118958198,"Cond1"
21.00108,0.720585352251143,"Cond1"
22.00081,0.727315667897376,"Cond1"
22.99976,0.733346167772946,"Cond1"
23.99992,0.738760271445147,"Cond1"
25,0.743614408464375,"Cond1"
26.00115,0.747971269306554,"Cond1"
27.00092,0.751872289277306,"Cond1"
28.00128,0.755372204201774,"Cond1"
29.00077,0.758507718054813,"Cond1"
30.00097,0.76132124249214,"Cond1"
31.00091,0.763843330731969,"Cond1"
32.00086,0.766104812820526,"Cond1"
33.00078,0.768132538080561,"Cond1"
34.00075,0.769950812281217,"Cond1"
34.99966,0.771579548530064,"Cond1"
36.00085,0.773043293580872,"Cond1"
37.00081,0.7743540733103,"Cond1"
38.00085,0.775529486113201,"Cond1"
39.00068,0.776583213142221,"Cond1"
40.0008,0.77752832083951,"Cond1"
41.0008,0.778375650123714,"Cond1"
41.99975,0.779134658046349,"Cond1"
42.99983,0.779816033815154,"Cond1"
44.00077,0.780427485463183,"Cond1"
44.99984,0.780974721732166,"Cond1"
46.00097,0.781466411875854,"Cond1"
46.99977,0.781906263437029,"Cond1"
48.0007,0.782301506762756,"Cond1"
48.99973,0.782655231489996,"Cond1"
49.99966,0.78297270495559,"Cond1"
50.99974,0.78325741207458,"Cond1"
51.99976,0.783512679734992,"Cond1"
53.00035,0.783741690020931,"Cond1"
54.00031,0.783946897923626,"Cond1"
55.00045,0.78413093099824,"Cond1"
55.9995,0.784295772646601,"Cond1"
57.00077,0.784443905103816,"Cond1"
58.00046,0.784576512232914,"Cond1"
59.00042,0.784695449644226,"Cond1"
59.99941,0.784801998151828,"Cond1"
0,0.139367584300815,"Cond2"
1.001,0.207995192020302,"Cond2"
2.001,0.269339233506154,"Cond2"
3.001,0.324230666452141,"Cond2"
4.001,0.3733482227442,"Cond2"
5.001,0.417299240355228,"Cond2"
6.001,0.456627173071562,"Cond2"
7.001,0.491818310292295,"Cond2"
8.001,0.523307789991645,"Cond2"
9.001,0.551484979194602,"Cond2"
10.001,0.576698288495347,"Cond2"
11,0.599238148288095,"Cond2"
12.001,0.619447523012631,"Cond2"
13.001,0.637512041982496,"Cond2"
14.001,0.653676404611986,"Cond2"
15.002,0.668154157473893,"Cond2"
16.002,0.681095361483407,"Cond2"
17.001,0.69266436737805,"Cond2"
18.001,0.703027410804878,"Cond2"
19.001,0.7123003946123,"Cond2"
20.001,0.720597979129806,"Cond2"
21.001,0.728022763886797,"Cond2"
22.001,0.734666556254483,"Cond2"
23.001,0.740611506642893,"Cond2"
24.001,0.745931124289667,"Cond2"
25.001,0.750691186200872,"Cond2"
26.001,0.754950550482861,"Cond2"
27.001,0.758761884122025,"Cond2"
28.001,0.762172314211428,"Cond2"
29.001,0.765224010676726,"Cond2"
30,0.767952125801852,"Cond2"
31.001,0.770398170336392,"Cond2"
32,0.772582544645354,"Cond2"
33.002,0.774542917518458,"Cond2"
34.001,0.776291729656207,"Cond2"
35.001,0.777858244211899,"Cond2"
36.001,0.779259981472926,"Cond2"
37.001,0.780514273903093,"Cond2"
38,0.781635569611555,"Cond2"
39,0.782639980554633,"Cond2"
40.001,0.783539590006549,"Cond2"
41.001,0.784343722357554,"Cond2"
42.001,0.785063270270535,"Cond2"
43.001,0.785707130946488,"Cond2"
44.001,0.786283265714668,"Cond2"
45.001,0.786798798474319,"Cond2"
46.001,0.787260103781606,"Cond2"
47,0.787672495380975,"Cond2"
48,0.788041898948752,"Cond2"
49,0.788372445986076,"Cond2"
50,0.788668223702954,"Cond2"
51.001,0.788933139603765,"Cond2"
52,0.789169715626644,"Cond2"
53,0.789381630774857,"Cond2"
54,0.789571255159991,"Cond2"
55,0.78974093348521,"Cond2"
56.001,0.789892907362242,"Cond2"
57.001,0.790028751989895,"Cond2"
58.001,0.790150307500248,"Cond2"
59.001,0.790259076925674,"Cond2"
60,0.790356313173784,"Cond2"
