"time","Norm_cond1_file1_cell0","Norm_cond1_file1_cell1","Norm_cond1_file2_cell0","Norm_cond1_file2_cell1","Norm_cond1_file3_cell0","Norm_cond1_file3_cell1","Norm_cond1_file4_cell0","Norm_cond1_file4_cell1","Norm_cond1_file5_cell0","Norm_cond1_file5_cell1","Norm_cond1_file6_cell0","Norm_cond1_file6_cell1","Norm_cond1_file7_cell0","Norm_cond1_file7_cell1","Norm_cond1_file8_cell0","Norm_cond1_file8_cell1","Norm_cond1_file9_cell0","Norm_cond1_file9_cell1","Norm_cond1_file10_cell0","Norm_cond1_file10_cell1","Norm_cond1_file11_cell0","Norm_cond1_file11_cell1","Norm_cond1_file12_cell0","Norm_cond1_file12_cell1","Norm_cond1_file13_cell0","Norm_cond1_file13_cell1","Norm_cond1_file14_cell0","Norm_cond1_file14_cell1","Norm_cond1_file15_cell0","Norm_cond1_file15_cell1"
-2.292,1.03671839177547,1.04365515842081,0.990878868490893,0.988418227633726,1.00494205230493,0.983868846459552,1.02683059617481,1.01236492734255,1.02190274513308,1.01176575259098,1.03389951013501,1.03384729492647,1.0055886847317,1.01947386254051,1.00046040166442,1.01396226458274,1.0199721471287,1.01666214422435,1.02358329744473,1.02446203317337,1.01791899322582,1.03184567971693,1.02457596540633,1.02977201674859,1.02104791470532,1.02879898978427,1.00640673950479,1.02894203699319,1.02871825399082,1.01303026646866
-1.292,1.02538632944792,1.02837193739343,0.992107134911906,0.998040112813019,0.987766597707797,0.97602151582904,1.01113798023226,0.997760881743509,1.00707594589923,0.999828788374955,1.00651612857356,1.01126460226219,0.9904794530013,1.00934380511368,1.0136831071272,1.00856993776368,1.00347014008356,0.995785878246075,0.999860931668102,1.00013313487042,1.01269805277628,1.01014914583571,1.01467665688505,1.01425659176405,1.00334138338874,1.00847705112189,1.0013749521342,1.01103480937722,1.00574112306099,1.0045914823527
-0.292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.609737674059416,0.708134439662691,0.595019880996024,0.645106769464002,0.546785750477645,0.647116005924096,0.548362204933525,0.655482886859565,0.541536790097908,0.682350847759221,0.512595004656917,0.629263004749747,0.663737771115577,0.519699747182958,0.501687633778161,0.638465226500612,0.615084459736217,0.506980756396811,0.391435484256867,0.659041596850821,0.489022419999433,0.627668074420728,0.508231218304877,0.628759083764962,0.476372261562888,0.614218461854622,0.47456973030187,0.596611150577525,0.513246290703678,0.553280276069529
0.147,0.743267289298614,0.766159777025512,0.727130587907216,0.7328885459276,0.719210111990192,0.757527585740236,0.696941887451661,0.753990591316203,0.680515986722901,0.77213153239638,0.68968226319045,0.714205736781298,0.759437814972642,0.668983432230263,0.652891276943358,0.749699345597516,0.726718767920046,0.672929332560851,0.546480225380419,0.752262393237228,0.658966582579859,0.716936803256858,0.705906603861344,0.756898528265083,0.64136680030764,0.708747721877011,0.635810113287994,0.695161417633594,0.663857086795543,0.674773427098273
0.294,0.793903998841615,0.799128961410178,0.792563974820538,0.775968505227504,0.791741742855095,0.812510364309037,0.758927425339827,0.801292175403784,0.744600446567672,0.815679097079234,0.765913502214701,0.752349912279451,0.810627665153125,0.740901627238213,0.716411536892054,0.803209535807911,0.780655033996887,0.753610925731719,0.624525971384822,0.798802026048857,0.738918964881948,0.761357151010159,0.77153788474603,0.804861296133793,0.727973475749657,0.764356906836262,0.717859374195239,0.742889467729629,0.731036125787785,0.736352329744877
0.441,0.826215700943601,0.818393615468677,0.836079699450727,0.80931731734466,0.838391552909249,0.848308449461247,0.79735633421908,0.83634188484149,0.786508200595659,0.842655768934585,0.810946953807651,0.773902066781726,0.851637294069987,0.788397131265041,0.75804489333396,0.846803565972902,0.820310969116081,0.809414808187332,0.671294800937889,0.834331045252663,0.773668546809898,0.785745538941521,0.798919370706447,0.827673065124453,0.759271746459878,0.795177139272407,0.772092353191016,0.781235035651327,0.770760147442909,0.777423780455538
0.588,0.827137582353935,0.815270050439791,0.853638895938887,0.821240533471732,0.859615560482366,0.868371845676153,0.816558985261984,0.851534816854638,0.811248143710603,0.859155635105411,0.840185992278761,0.789852230098846,0.875307744954074,0.809876805991156,0.783778084880773,0.868275038990671,0.841584009175063,0.843240537706168,0.705336635084697,0.855120475063599,0.809574558544259,0.817524635696077,0.825613042534539,0.850878372267537,0.796735742030553,0.819741659501057,0.805130766009571,0.799158049832925,0.798981069144355,0.802142006348366
0.735,0.836030600670898,0.827043487856362,0.861998627600274,0.835185096662729,0.868805133110391,0.879928407641855,0.829578131846892,0.865691713743833,0.823117813676164,0.867826868412278,0.847853907899695,0.798831105849463,0.88690913877961,0.823616673761761,0.791410740480608,0.876578364096772,0.85383009748505,0.859987019368276,0.725510515360322,0.86545941725308,0.827947053654942,0.834978883689077,0.844749920365782,0.863855353952125,0.821504204197088,0.834279734575012,0.821968331314199,0.814928828899939,0.811950256660114,0.815614063894299
0.882,0.851634207753135,0.842702248610859,0.879899357353462,0.851209052356986,0.873655734584974,0.884827032786479,0.841290052244785,0.876079062641316,0.832123242330571,0.875017009015152,0.864515716205359,0.797586615127872,0.896459505673417,0.835406114523514,0.794744291246907,0.880754914312065,0.867583517653805,0.870483363523691,0.73921996124031,0.878662558276491,0.83717581701199,0.832724574820226,0.855364527395581,0.874071457728869,0.839678227580308,0.841261471735051,0.83760710556154,0.831278448706817,0.823739622848975,0.826554818833907
1.029,0.864284737472951,0.852512556553435,0.890715621856876,0.855432711678059,0.880465113979866,0.898445973120462,0.843619747672886,0.884657568455936,0.842759501321008,0.878680489201705,0.86731342116302,0.801912022707499,0.90704775037984,0.845516624240897,0.800195537972139,0.887360729214225,0.874057835668059,0.882952470353557,0.75017346157527,0.882168443197588,0.842345738499476,0.835083514058517,0.859318049201262,0.879481996240611,0.847013759778017,0.848873241721693,0.851090145952438,0.843728786802431,0.83675873317396,0.837291763242317
1.176,0.873452872231741,0.855208967390337,0.904815619036876,0.870265028647131,0.890665589029855,0.90001086465499,0.855259372265854,0.891174128144383,0.855853175886286,0.885781659571478,0.870477280645001,0.80585231567987,0.915879530533027,0.855172106721806,0.814268507464272,0.89950247560723,0.883206029327435,0.896749891828069,0.761838752512202,0.893829138785306,0.850797879878688,0.848713997641061,0.863158109864213,0.883025061780601,0.856217105900956,0.851567781256929,0.861671007245744,0.853579603757202,0.847955976929343,0.846016607836787
1.323,0.873847849345593,0.857038611179337,0.911238951085543,0.878384561278912,0.892021285798675,0.902908105985663,0.860312701487671,0.900216656205074,0.859817963119954,0.887008551609464,0.880281690140845,0.812477713275043,0.921607132337058,0.862969470821786,0.822634620081401,0.909003841281938,0.891833210453019,0.903944241953108,0.775539226241746,0.897394994368755,0.865173889628979,0.850996842065213,0.863888207652214,0.887971176385755,0.862718908007471,0.857742373357994,0.871903278611433,0.85651064277633,0.858015107021232,0.852067119585678
1.47,0.883727103796124,0.86868746195658,0.911972150938903,0.881283418808088,0.895104661767868,0.901831170885774,0.857960874690714,0.902550266264402,0.869484189646638,0.890446989441701,0.891181008311352,0.820679228059165,0.930122530676308,0.869608090145348,0.83031050944544,0.916370589305514,0.892739575653314,0.908704723629883,0.7871491889176,0.900182430754875,0.85917632720161,0.854097705741354,0.864780392786972,0.885414400563175,0.864323892291551,0.865262207224016,0.876649177454667,0.864225011182151,0.865550923477181,0.858345935416253
1.618,0.899938058578887,0.889619797172951,0.91852708296125,0.895282613000813,0.898315327406331,0.902136143657424,0.869517875506624,0.903479998110164,0.873430164129493,0.893039088585942,0.89219059942695,0.821631316949322,0.940779870261637,0.873654466000017,0.834846262251463,0.917138387988928,0.898534938969444,0.916234590083384,0.79085020097617,0.907079056925352,0.865411978118534,0.862135220484724,0.867448491460111,0.892268319689863,0.867292574631769,0.862897556121594,0.884596579937194,0.867124477070013,0.871129007490317,0.86271213758239
1.764,0.902811496971306,0.894165429699319,0.932031746926984,0.905601043452133,0.908353909770162,0.911470216549729,0.873531030392271,0.907377784977153,0.879875882876517,0.898568700720584,0.892890914390939,0.823407123193884,0.945701607583272,0.878024465044352,0.836394334404823,0.927236485427273,0.90283280085197,0.922196880248172,0.79578488372093,0.91455499969415,0.867775856693404,0.868650838945326,0.871090523668981,0.897247432835748,0.872622415059708,0.866817009263916,0.88393224367257,0.871907806456705,0.876496025449258,0.866801955734409
1.912,0.908921977942419,0.89340367139028,0.946849277296811,0.92101722925217,0.907083484721532,0.918597049007218,0.87423775877103,0.908997644454344,0.877894665056609,0.900016896867799,0.901191601908269,0.826459513043974,0.947446435104271,0.881546310695638,0.85180375815184,0.933902946127079,0.904538051937413,0.922995335773008,0.804299454493253,0.91228211159101,0.874578384966413,0.869430810790245,0.87432451860058,0.897730189264964,0.871926562813053,0.872872625208884,0.886785157384247,0.875738679716894,0.881454813854275,0.868327813212789
2.058,0.916515030850045,0.905917509406291,0.970405672585532,0.937044599384036,0.912315955203923,0.917365721441683,0.880875694002842,0.916076092898941,0.882154577318642,0.903078519595133,0.896719539853965,0.828374388452267,0.945626694188248,0.885372231827146,0.857118477200637,0.940198666479008,0.910842631277136,0.924894761545062,0.811018099818164,0.917073767512933,0.883319633797228,0.868260853022866,0.875273786670501,0.894727322058424,0.877907014319907,0.875299468392903,0.888892372300014,0.878238219275397,0.885283071807326,0.873853376768563
2.206,0.922738937020859,0.91346923955875,0.985962669474133,0.955684014286007,0.916478203806826,0.920640366577272,0.881852425081628,0.915519266203657,0.886775459236884,0.906106498116672,0.900768569011241,0.834258083840876,0.945324131350092,0.892421353049008,0.860768317084012,0.942449998684101,0.910586384861145,0.93014385033405,0.81393703942961,0.914926817800732,0.876641818542559,0.884488072137884,0.878278745133856,0.900395738055139,0.882349266123629,0.878702456857623,0.892201364054034,0.882463756676402,0.889900615693583,0.876349602191477
