"time","Norm_cond1_file1_cell0","Norm_cond1_file2_cell0","Norm_cond1_file3_cell0","Norm_cond1_file4_cell0","Norm_cond1_file5_cell0","Norm_cond1_file6_cell0","Norm_cond1_file7_cell0","Norm_cond1_file8_cell0","Norm_cond1_file9_cell0","Norm_cond1_file10_cell0","Norm_cond1_file11_cell0","Norm_cond1_file12_cell0","Norm_cond1_file13_cell0","Norm_cond1_file14_cell0","Norm_cond1_file15_cell0","Norm_cond1_file16_cell0","Norm_cond1_file17_cell0","Norm_cond1_file18_cell0","Norm_cond1_file19_cell0","Norm_cond1_file20_cell0","Norm_cond1_file21_cell0","Norm_cond1_file22_cell0","Norm_cond1_file23_cell0","Norm_cond1_file24_cell0","Norm_cond1_file25_cell0","Norm_cond1_file26_cell0","Norm_cond1_file27_cell0","Norm_cond1_file28_cell0","Norm_cond1_file29_cell0","Norm_cond1_file30_cell0"
-2.274,1.02638452108097,1.06961912141622,0.9851084952489,1.1073675380959,0.976456675983659,1.02162902121834,1.0042735042735,1.02853131142937,0.957126804391045,1.00975537654276,1.07294516087013,1.04678578007,0.939731353835279,0.916786570743406,0.979260089686099,1.00462226263545,0.883507050889025,0.991798172757474,1.05310639054306,1.16531945520983,1.02277418467043,0.9616299178556,1.01738692201084,1.01969585928912,0.96622464898596,1.04950561197221,1.01407035175879,1.14709172259508,1.07079125404451,1.06458271896196
-1.274,1.00399765470924,0.961375692912917,0.96411856474259,1.06207185796169,1.02354332401634,1.00321697467488,1.04454306377383,1.02173546756529,0.977439709568674,1.00465597516813,1.00638270157614,1.04227297844907,0.9688936019795,1.01223021582734,1.00345665171898,0.926422671819353,0.928877988963824,1.00737126245847,0.931694960447961,0.997674676115602,1.05043346635475,0.932014699524428,0.986140859266726,1.00531330157567,1.01755070202808,1.01810529128808,1.01909547738693,0.995861297539149,1.02559074419061,1.04895311117664
-0.275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.144341986034859,0.122369911187937,0.302368458374697,0.139731581154761,0.258546549129219,0.141683778234087,0.23931623931624,0.121707385565852,0.170801279280837,0.133249575049885,0.197342711996874,0.179867378891141,0.156504065040651,0.175699440447642,0.139760837070255,0.159430173524286,0.125199264255058,0.136731727574752,0.126077681983824,0.181596722400618,0.160176138709233,0.184068309554691,0.283734408466676,0.136863319897398,0.140561622464899,0.106427044361304,0.159335137224585,0.132102908277405,0.167859594077851,0.176496608670009
1.001,0.238420126858909,0.189724026941647,0.320521911785563,0.275758423039284,0.390238658353042,0.227994524298426,0.331689677843524,0.262735186745297,0.284812861958683,0.263173453551104,0.34479614432721,0.308712470068152,0.237097914457405,0.285771382893685,0.231502242152466,0.266651511707207,0.217780502759043,0.246470099667773,0.25548840103102,0.308050049828368,0.305215357093711,0.39677907479464,0.409474612574021,0.274459508977647,0.230265210608424,0.192410475681453,0.280324700425203,0.301454138702462,0.292087459554858,0.275729873193748
2.001,0.284366504983743,0.240388627287358,0.375691391292015,0.373899063330071,0.435497742420985,0.293360711841205,0.367110453648915,0.321707385565853,0.368484743711642,0.375655901263765,0.479223655073596,0.424663842328238,0.273683280311064,0.367705835331734,0.279988789237668,0.335985451238918,0.33304721030043,0.303052325581395,0.317971735845703,0.44236518657956,0.359433053529654,0.511565067012539,0.485699886607031,0.335287651154269,0.284711388455539,0.264363976483164,0.319907228449941,0.407829977628636,0.408863614079812,0.389118254202299
3.001,0.357816747508128,0.264946057101984,0.389731952914479,0.430728365720677,0.53440120404214,0.345037645448324,0.440499671268902,0.375063184498736,0.401676895150834,0.431601507649103,0.5220789370848,0.501473567876221,0.32184517497349,0.422701838529176,0.34398355754858,0.438357202394483,0.365910484365419,0.359634551495016,0.387876633188162,0.491972096113387,0.471239851382964,0.60257241677475,0.538490613581958,0.447508244778308,0.337831513260531,0.264497594869054,0.343486664089679,0.513087248322147,0.475438768506717,0.416691241521675
4.001,0.333191194499227,0.301007331465697,0.439653949794354,0.473927023626451,0.581165340786928,0.40527036276523,0.506245890861275,0.452176354956473,0.479384562192064,0.478974207375656,0.552689852807085,0.604807515196169,0.379285966772712,0.498880895283773,0.314181614349776,0.434720012123968,0.424524831391783,0.353405315614617,0.421473646786952,0.499280256892924,0.507155635062612,0.627539991353221,0.604132543782286,0.500641260534995,0.383463338533541,0.29669962586852,0.438190954773869,0.578187919463087,0.499068536130994,0.497935712179299
5.001,0.388945152177389,0.324909101746439,0.475819032761311,0.526841884523976,0.607611266394324,0.448870636550309,0.563280736357659,0.469418702611626,0.499697467369695,0.50136723080334,0.6357952325127,0.588874562534538,0.440261576528809,0.554036770583534,0.379017189835576,0.471243464423732,0.497608828939302,0.381748338870432,0.446449204515154,0.540471708559406,0.519471583872299,0.623324686554258,0.635756583091848,0.588310736533529,0.381513260530422,0.32843399251737,0.509083880943178,0.656823266219239,0.533385626041769,0.448245355352404
6.001,0.412131549490965,0.337366632890266,0.444901432420933,0.496504962952608,0.643302515588045,0.437234770704997,0.56508875739645,0.48390901432182,0.583282911228283,0.601212031631069,0.715253354174807,0.635660342604531,0.481707317073172,0.628457234212629,0.406576980568013,0.467682048950519,0.508645003065603,0.422965116279069,0.493911652297573,0.591518104307385,0.573620476124948,0.665045395590144,0.676074083406829,0.566049835104434,0.407722308892356,0.372394441475147,0.466795516041747,0.725950782997763,0.563192469849985,0.496461220878797
