 ,Time(s)
1,0.044
2,1.044
3,2.045
4,2.322
5,3.322
6,4.322
7,5.321
8,6.322
9,7.322
10,8.322
11,9.322
12,10.322
13,11.322
14,12.323
15,13.321
16,14.322
17,15.322
18,16.322
19,17.322
20,18.322
21,19.322
22,20.322
23,21.322
24,22.321
25,23.322
26,24.322
27,25.322
28,26.323
29,27.323
30,28.322
31,29.322
32,30.322
33,31.322
34,32.322
35,33.322
36,34.321
37,35.322
38,36.322
39,37.322
40,38.322
41,39.322
42,40.322
43,41.322
44,42.322
45,43.321
46,44.321
47,45.321
48,46.322
49,47.322
50,48.321
51,49.321
52,50.322
53,51.321
54,52.321
55,53.322
56,54.322
57,55.322
58,56.321
59,57.321
60,58.322
61,59.322
62,60.322
63,61.322
64,62.322
