 ,Time(s)
1,0.056
2,1.056
3,2.056
4,2.340
5,3.341
6,4.341
7,5.341
8,6.341
9,7.341
10,8.342
11,9.341
12,10.340
13,11.341
14,12.341
15,13.341
16,14.341
17,15.341
18,16.341
19,17.340
20,18.341
21,19.341
22,20.340
23,21.341
24,22.340
25,23.341
26,24.340
27,25.341
28,26.341
29,27.341
30,28.340
31,29.341
32,30.340
33,31.340
34,32.340
35,33.340
36,34.340
37,35.341
38,36.340
39,37.341
40,38.341
41,39.341
42,40.340
43,41.341
44,42.340
45,43.341
46,44.340
47,45.341
48,46.341
49,47.340
50,48.340
51,49.341
52,50.341
53,51.341
54,52.339
55,53.341
56,54.341
57,55.341
58,56.341
59,57.340
60,58.340
61,59.341
62,60.340
63,61.340
64,62.340
