 ,Time(s)
1,0.041
2,1.041
3,2.042
4,2.316
5,3.316
6,4.316
7,5.316
8,6.317
9,7.317
10,8.316
11,9.315
12,10.316
13,11.317
14,12.316
15,13.316
16,14.316
17,15.317
18,16.316
19,17.316
20,18.316
21,19.317
22,20.317
23,21.316
24,22.316
25,23.317
26,24.316
27,25.316
28,26.316
29,27.316
30,28.316
31,29.316
32,30.316
33,31.316
34,32.316
35,33.316
36,34.317
37,35.316
38,36.316
39,37.316
40,38.316
41,39.316
42,40.316
43,41.315
44,42.315
45,43.316
46,44.316
47,45.316
48,46.316
49,47.316
50,48.317
51,49.316
52,50.316
53,51.316
54,52.316
55,53.315
56,54.316
57,55.316
58,56.315
59,57.315
60,58.316
61,59.316
62,60.316
63,61.316
64,62.316
