 ,Time(s)
1,0.051
2,1.051
3,2.052
4,2.325
5,3.326
6,4.326
7,5.327
8,6.325
9,7.325
10,8.326
11,9.325
12,10.325
13,11.326
14,12.326
15,13.326
16,14.326
17,15.326
18,16.325
19,17.326
20,18.326
21,19.326
22,20.326
23,21.326
24,22.325
25,23.326
26,24.326
27,25.325
28,26.326
29,27.325
30,28.325
31,29.325
32,30.326
33,31.326
34,32.325
35,33.326
36,34.325
37,35.326
38,36.325
39,37.326
40,38.326
41,39.326
42,40.326
43,41.325
44,42.326
45,43.326
46,44.325
47,45.325
48,46.326
49,47.325
50,48.325
51,49.325
52,50.326
53,51.326
54,52.326
55,53.325
56,54.325
57,55.325
58,56.326
59,57.326
60,58.325
61,59.326
62,60.325
63,61.326
64,62.325
