 ,Time(s)
1,0.042
2,1.043
3,2.043
4,2.316
5,3.318
6,4.317
7,5.317
8,6.318
9,7.317
10,8.317
11,9.317
12,10.317
13,11.318
14,12.316
15,13.317
16,14.317
17,15.317
18,16.317
19,17.317
20,18.316
21,19.317
22,20.317
23,21.317
24,22.317
25,23.317
26,24.317
27,25.317
28,26.317
29,27.317
30,28.317
31,29.317
32,30.316
33,31.316
34,32.317
35,33.317
36,34.316
37,35.317
38,36.317
39,37.317
40,38.317
41,39.317
42,40.316
43,41.317
44,42.317
45,43.317
46,44.317
47,45.317
48,46.317
49,47.317
50,48.317
51,49.316
52,50.317
53,51.317
54,52.316
55,53.317
56,54.317
57,55.316
58,56.316
59,57.317
60,58.317
61,59.316
62,60.316
63,61.317
64,62.317
