 ,Time(s)
1,0.063
2,1.063
3,2.063
4,2.337
5,3.338
6,4.338
7,5.338
8,6.337
9,7.338
10,8.337
11,9.338
12,10.338
13,11.338
14,12.338
15,13.337
16,14.338
17,15.338
18,16.339
19,17.338
20,18.338
21,19.338
22,20.338
23,21.338
24,22.338
25,23.338
26,24.337
27,25.338
28,26.337
29,27.337
30,28.338
31,29.338
32,30.338
33,31.338
34,32.338
35,33.338
36,34.337
37,35.338
38,36.337
39,37.338
40,38.338
41,39.338
42,40.338
43,41.338
44,42.338
45,43.337
46,44.338
47,45.338
48,46.337
49,47.337
50,48.338
51,49.338
52,50.338
53,51.337
54,52.337
55,53.337
56,54.337
57,55.338
58,56.338
59,57.338
60,58.337
61,59.338
62,60.337
63,61.338
64,62.338
