 ,Time(s)
1,0.057
2,1.058
3,2.057
4,2.330
5,3.332
6,4.330
7,5.332
8,6.331
9,7.331
10,8.331
11,9.330
12,10.331
13,11.331
14,12.332
15,13.331
16,14.331
17,15.331
18,16.331
19,17.330
20,18.331
21,19.331
22,20.330
23,21.331
24,22.332
25,23.331
26,24.330
27,25.331
28,26.331
29,27.330
30,28.331
31,29.330
32,30.330
33,31.330
34,32.330
35,33.330
36,34.330
37,35.331
38,36.331
39,37.331
40,38.331
41,39.331
42,40.330
43,41.330
44,42.331
45,43.331
46,44.330
47,45.331
48,46.331
49,47.330
50,48.330
51,49.331
52,50.331
53,51.331
54,52.331
55,53.331
56,54.330
57,55.331
58,56.331
59,57.331
60,58.331
61,59.330
62,60.330
63,61.331
64,62.331
