 ,Time(s)
1,0.053
2,1.054
3,2.053
4,2.325
5,3.325
6,4.326
7,5.326
8,6.326
9,7.326
10,8.326
11,9.325
12,10.325
13,11.325
14,12.326
15,13.326
16,14.325
17,15.326
18,16.325
19,17.326
20,18.326
21,19.325
22,20.326
23,21.326
24,22.326
25,23.325
26,24.326
27,25.325
28,26.326
29,27.325
30,28.325
31,29.326
32,30.325
33,31.326
34,32.325
35,33.326
36,34.325
37,35.326
38,36.325
39,37.326
40,38.326
41,39.326
42,40.326
43,41.326
44,42.325
45,43.325
46,44.325
47,45.326
48,46.326
49,47.325
50,48.325
51,49.326
52,50.326
53,51.326
54,52.325
55,53.326
56,54.326
57,55.326
58,56.325
59,57.325
60,58.326
61,59.326
62,60.325
63,61.325
64,62.325
