 ,Time(s)
1,0.025
2,1.026
3,2.026
4,2.298
5,3.299
6,4.299
7,5.299
8,6.299
9,7.299
10,8.299
11,9.298
12,10.299
13,11.299
14,12.299
15,13.299
16,14.299
17,15.299
18,16.299
19,17.298
20,18.299
21,19.299
22,20.299
23,21.299
24,22.299
25,23.299
26,24.299
27,25.298
28,26.298
29,27.298
30,28.298
31,29.299
32,30.299
33,31.299
34,32.299
35,33.298
36,34.298
37,35.298
38,36.298
39,37.298
40,38.299
41,39.298
42,40.298
43,41.298
44,42.298
45,43.298
46,44.298
47,45.298
48,46.298
49,47.298
50,48.298
51,49.298
52,50.299
53,51.299
54,52.299
55,53.298
56,54.298
57,55.299
58,56.299
59,57.299
60,58.298
61,59.298
62,60.297
63,61.299
64,62.297
