 ,Time(s)
1,0.039
2,1.040
3,2.041
4,2.311
5,3.313
6,4.313
7,5.312
8,6.312
9,7.312
10,8.312
11,9.312
12,10.312
13,11.312
14,12.312
15,13.313
16,14.312
17,15.313
18,16.313
19,17.312
20,18.313
21,19.312
22,20.312
23,21.313
24,22.312
25,23.313
26,24.312
27,25.312
28,26.313
29,27.311
30,28.312
31,29.312
32,30.312
33,31.312
34,32.312
35,33.313
36,34.312
37,35.312
38,36.312
39,37.312
40,38.311
41,39.312
42,40.312
43,41.312
44,42.312
45,43.312
46,44.311
47,45.311
48,46.312
49,47.311
50,48.311
51,49.312
52,50.312
53,51.312
54,52.312
55,53.311
56,54.312
57,55.311
58,56.312
59,57.312
60,58.312
61,59.312
62,60.312
63,61.312
64,62.311
