 ,Time(s)
1,0.027
2,1.028
3,2.027
4,2.298
5,3.299
6,4.299
7,5.299
8,6.299
9,7.299
10,8.299
11,9.299
12,10.299
13,11.299
14,12.299
15,13.298
16,14.298
17,15.299
18,16.298
19,17.299
20,18.299
21,19.298
22,20.298
23,21.299
24,22.298
25,23.298
26,24.298
27,25.298
28,26.298
29,27.299
30,28.298
31,29.299
32,30.299
33,31.298
34,32.298
35,33.299
36,34.298
37,35.298
38,36.298
39,37.298
40,38.297
41,39.298
42,40.298
43,41.299
44,42.299
45,43.298
46,44.299
47,45.298
48,46.298
49,47.298
50,48.298
51,49.297
52,50.298
53,51.297
54,52.297
55,53.298
56,54.298
57,55.298
58,56.297
59,57.298
60,58.298
61,59.297
62,60.299
63,61.297
64,62.299
