 ,Time(s)
1,0.034
2,1.035
3,2.034
4,2.321
5,3.321
6,4.322
7,5.321
8,6.322
9,7.322
10,8.322
11,9.322
12,10.321
13,11.322
14,12.321
15,13.321
16,14.322
17,15.322
18,16.321
19,17.322
20,18.322
21,19.322
22,20.322
23,21.322
24,22.322
25,23.322
26,24.321
27,25.322
28,26.321
29,27.321
30,28.322
31,29.321
32,30.322
33,31.321
34,32.322
35,33.322
36,34.321
37,35.321
38,36.321
39,37.322
40,38.321
41,39.322
42,40.321
43,41.322
44,42.321
45,43.321
46,44.322
47,45.322
48,46.322
49,47.321
50,48.321
51,49.322
52,50.322
53,51.322
54,52.322
55,53.322
56,54.321
57,55.321
58,56.322
59,57.321
60,58.322
61,59.322
62,60.321
63,61.322
64,62.322
