 ,Time(s)
1,0.029
2,1.030
3,2.030
4,2.302
5,3.303
6,4.302
7,5.303
8,6.303
9,7.303
10,8.302
11,9.303
12,10.302
13,11.302
14,12.303
15,13.302
16,14.303
17,15.302
18,16.303
19,17.302
20,18.303
21,19.302
22,20.303
23,21.303
24,22.302
25,23.302
26,24.303
27,25.302
28,26.302
29,27.302
30,28.302
31,29.303
32,30.302
33,31.302
34,32.302
35,33.302
36,34.302
37,35.303
38,36.302
39,37.303
40,38.302
41,39.302
42,40.303
43,41.302
44,42.303
45,43.302
46,44.302
47,45.302
48,46.302
49,47.302
50,48.302
51,49.302
52,50.302
53,51.302
54,52.302
55,53.302
56,54.302
57,55.303
58,56.302
59,57.302
60,58.302
61,59.302
62,60.302
63,61.302
64,62.302
