 ,Time(s)
1,0.047
2,1.048
3,2.048
4,2.322
5,3.323
6,4.323
7,5.322
8,6.323
9,7.322
10,8.323
11,9.323
12,10.322
13,11.323
14,12.322
15,13.323
16,14.323
17,15.324
18,16.323
19,17.322
20,18.323
21,19.322
22,20.323
23,21.323
24,22.322
25,23.323
26,24.322
27,25.323
28,26.323
29,27.322
30,28.323
31,29.322
32,30.323
33,31.322
34,32.322
35,33.323
36,34.322
37,35.322
38,36.321
39,37.322
40,38.322
41,39.322
42,40.323
43,41.323
44,42.323
45,43.322
46,44.322
47,45.323
48,46.323
49,47.322
50,48.322
51,49.322
52,50.323
53,51.322
54,52.322
55,53.321
56,54.322
57,55.322
58,56.322
59,57.322
60,58.322
61,59.322
62,60.323
63,61.321
64,62.322
