 ,Time(s)
1,0.060
2,1.061
3,2.062
4,2.336
5,3.337
6,4.336
7,5.337
8,6.337
9,7.336
10,8.336
11,9.336
12,10.336
13,11.336
14,12.337
15,13.337
16,14.336
17,15.336
18,16.336
19,17.337
20,18.336
21,19.337
22,20.335
23,21.336
24,22.336
25,23.336
26,24.336
27,25.336
28,26.335
29,27.337
30,28.336
31,29.337
32,30.336
33,31.336
34,32.335
35,33.336
36,34.337
37,35.336
38,36.336
39,37.336
40,38.337
41,39.335
42,40.336
43,41.336
44,42.337
45,43.336
46,44.336
47,45.336
48,46.336
49,47.337
50,48.335
51,49.335
52,50.336
53,51.336
54,52.337
55,53.335
56,54.336
57,55.336
58,56.336
59,57.336
60,58.336
61,59.336
62,60.335
63,61.336
64,62.336
