 ,Time(s)
1,0.065
2,1.065
3,2.066
4,2.337
5,3.337
6,4.338
7,5.337
8,6.338
9,7.337
10,8.337
11,9.337
12,10.337
13,11.337
14,12.338
15,13.337
16,14.338
17,15.337
18,16.338
19,17.337
20,18.338
21,19.337
22,20.337
23,21.338
24,22.337
25,23.337
26,24.336
27,25.337
28,26.336
29,27.337
30,28.337
31,29.338
32,30.338
33,31.338
34,32.338
35,33.338
36,34.337
37,35.336
38,36.337
39,37.337
40,38.337
41,39.336
42,40.337
43,41.337
44,42.337
45,43.337
46,44.336
47,45.337
48,46.338
49,47.337
50,48.337
51,49.337
52,50.337
53,51.337
54,52.337
55,53.337
56,54.337
57,55.337
58,56.337
59,57.337
60,58.338
61,59.337
62,60.337
63,61.337
64,62.337
