 ,Time(s)
1,0.054
2,1.055
3,2.055
4,2.326
5,3.327
6,4.328
7,5.328
8,6.328
9,7.328
10,8.326
11,9.327
12,10.327
13,11.327
14,12.327
15,13.327
16,14.328
17,15.327
18,16.327
19,17.327
20,18.327
21,19.328
22,20.327
23,21.328
24,22.326
25,23.327
26,24.327
27,25.326
28,26.326
29,27.326
30,28.326
31,29.327
32,30.327
33,31.326
34,32.327
35,33.327
36,34.327
37,35.327
38,36.327
39,37.327
40,38.327
41,39.326
42,40.327
43,41.327
44,42.326
45,43.327
46,44.327
47,45.326
48,46.327
49,47.326
50,48.327
51,49.326
52,50.327
53,51.327
54,52.327
55,53.327
56,54.326
57,55.327
58,56.327
59,57.327
60,58.327
61,59.327
62,60.327
63,61.327
64,62.327
