 ,Time(s)
1,0.031
2,1.032
3,2.032
4,2.303
5,3.304
6,4.304
7,5.304
8,6.304
9,7.303
10,8.305
11,9.304
12,10.304
13,11.303
14,12.304
15,13.304
16,14.304
17,15.304
18,16.304
19,17.304
20,18.304
21,19.304
22,20.304
23,21.303
24,22.303
25,23.304
26,24.304
27,25.303
28,26.304
29,27.303
30,28.304
31,29.303
32,30.304
33,31.304
34,32.304
35,33.304
36,34.303
37,35.304
38,36.304
39,37.304
40,38.304
41,39.304
42,40.303
43,41.304
44,42.303
45,43.303
46,44.304
47,45.304
48,46.303
49,47.304
50,48.304
51,49.304
52,50.304
53,51.304
54,52.304
55,53.304
56,54.304
57,55.304
58,56.304
59,57.304
60,58.303
61,59.304
62,60.304
63,61.303
64,62.304
