 ,Time(s)
1,0.038
2,1.039
3,2.038
4,2.315
5,3.316
6,4.315
7,5.315
8,6.315
9,7.315
10,8.316
11,9.316
12,10.316
13,11.316
14,12.316
15,13.316
16,14.316
17,15.316
18,16.315
19,17.315
20,18.315
21,19.316
22,20.316
23,21.316
24,22.316
25,23.315
26,24.316
27,25.315
28,26.316
29,27.316
30,28.315
31,29.316
32,30.315
33,31.315
34,32.315
35,33.315
36,34.316
37,35.315
38,36.315
39,37.315
40,38.316
41,39.316
42,40.316
43,41.315
44,42.316
45,43.315
46,44.315
47,45.315
48,46.315
49,47.316
50,48.315
51,49.314
52,50.315
53,51.316
54,52.316
55,53.315
56,54.315
57,55.315
58,56.315
59,57.316
60,58.314
61,59.316
62,60.315
63,61.315
64,62.316
