 ,Time(s)
1,0.000
2,0.961
3,1.961
4,2.254
5,2.401
6,2.548
7,2.695
8,2.842
9,2.989
10,3.136
11,3.283
12,3.430
13,3.577
14,3.724
15,3.871
16,4.018
17,4.165
18,4.312
19,4.459
20,4.606
21,4.754
22,4.901
23,5.048
24,5.195
25,5.342
26,5.488
27,5.635
28,5.783
29,5.930
30,6.077
31,6.224
32,6.371
33,6.518
34,6.665
35,6.812
36,6.959
37,7.106
38,7.253
39,7.400
40,7.547
41,7.694
42,7.841
43,7.988
44,8.135
45,8.283
46,8.430
47,8.577
48,8.724
49,8.871
50,9.017
51,9.165
52,9.312
53,9.459
54,9.606
55,9.753
56,9.900
57,10.047
58,10.194
59,10.341
60,10.488
61,10.635
62,10.782
63,10.929
64,11.076
65,11.223
66,11.370
67,11.516
68,11.663
69,11.810
70,11.957
71,12.104
72,12.251
73,12.398
74,12.545
75,12.692
76,12.839
77,12.986
78,13.170
79,13.317
80,13.464
81,13.611
82,13.758
83,13.905
84,14.052
85,14.199
86,14.346
87,14.492
88,14.640
89,14.787
90,14.934
91,15.080
92,15.228
93,15.375
94,15.522
95,15.669
96,15.816
97,15.963
98,16.110
99,16.258
100,16.404
101,16.552
102,16.698
103,16.845
104,16.992
105,17.140
106,17.287
107,17.434
108,17.580
109,17.728
110,17.875
111,18.022
112,18.169
113,18.316
114,18.463
115,18.610
116,18.757
117,18.905
118,19.052
119,19.199
120,19.346
121,19.492
122,19.639
123,19.786
124,19.933
125,20.081
126,20.227
127,20.374
128,20.521
129,20.669
130,20.815
131,20.962
132,21.110
133,21.257
134,21.404
135,21.551
136,21.698
137,21.845
138,21.992
139,22.140
140,22.287
141,22.434
142,22.581
143,22.728
144,22.876
145,23.023
146,23.170
147,23.317
148,23.464
149,23.611
150,23.758
151,23.905
152,24.052
153,24.199
154,24.346
155,24.493
156,24.640
157,24.788
158,24.934
159,25.081
160,25.228
161,25.375
162,25.522
163,25.670
164,25.816
165,25.963
166,26.110
167,26.258
168,26.405
169,26.552
170,26.699
171,26.845
172,26.992
173,27.139
174,27.286
175,27.434
176,27.581
177,27.728
178,27.875
179,28.022
180,28.169
181,28.316
182,28.463
183,28.610
184,28.758
185,28.905
186,29.052
187,29.199
188,29.346
189,29.493
190,29.640
191,29.787
192,29.934
193,30.081
194,30.228
195,30.375
196,30.522
197,30.669
198,30.816
199,30.963
200,31.110
201,31.257
202,31.404
203,31.552
204,31.698
205,31.845
206,31.993
207,32.140
