 ,Time(s)
1,0.000
2,0.958
3,1.959
4,2.251
5,2.398
6,2.545
7,2.692
8,2.839
9,2.986
10,3.133
11,3.280
12,3.427
13,3.574
14,3.721
15,3.868
16,4.015
17,4.198
18,4.345
19,4.492
20,4.639
21,4.786
22,4.933
23,5.080
24,5.227
25,5.374
26,5.521
27,5.668
28,5.815
29,5.963
30,6.110
31,6.256
32,6.403
33,6.550
34,6.697
35,6.844
36,6.991
37,7.138
38,7.285
39,7.432
40,7.579
41,7.727
42,7.874
43,8.020
44,8.167
45,8.314
46,8.461
47,8.608
48,8.755
49,8.902
50,9.049
51,9.197
52,9.343
53,9.491
54,9.638
55,9.785
56,9.932
57,10.079
58,10.226
59,10.373
60,10.520
61,10.667
62,10.814
63,10.961
64,11.108
65,11.255
66,11.402
67,11.549
68,11.696
69,11.843
70,11.990
71,12.137
72,12.284
73,12.431
74,12.578
75,12.725
76,12.873
77,13.020
78,13.167
79,13.314
80,13.461
81,13.608
82,13.755
83,13.902
84,14.049
85,14.196
86,14.343
87,14.490
88,14.637
89,14.784
90,14.931
91,15.078
92,15.224
93,15.371
94,15.518
95,15.665
96,15.812
97,15.959
98,16.106
99,16.253
100,16.400
101,16.547
102,16.694
103,16.841
104,16.989
105,17.136
106,17.283
107,17.430
108,17.577
109,17.724
110,17.871
111,18.018
112,18.165
113,18.312
114,18.459
115,18.606
116,18.753
117,18.900
118,19.046
119,19.193
120,19.340
121,19.487
122,19.635
123,19.782
124,19.928
125,20.075
126,20.222
127,20.370
128,20.517
129,20.666
130,20.813
131,20.960
132,21.107
133,21.254
134,21.401
135,21.548
136,21.695
137,21.842
138,21.989
139,22.136
140,22.283
141,22.430
142,22.577
143,22.724
144,22.871
145,23.018
146,23.165
147,23.312
148,23.459
149,23.606
150,23.753
151,23.900
152,24.047
153,24.194
154,24.341
155,24.488
156,24.635
157,24.782
158,24.929
159,25.076
160,25.223
161,25.370
162,25.517
163,25.664
164,25.811
165,25.959
166,26.105
167,26.252
168,26.399
169,26.546
170,26.693
171,26.840
172,26.987
173,27.134
174,27.280
175,27.427
176,27.574
177,27.721
178,27.868
179,28.015
180,28.163
181,28.309
182,28.456
183,28.603
184,28.750
185,28.897
186,29.044
187,29.192
188,29.338
189,29.485
190,29.632
191,29.779
192,29.926
193,30.074
194,30.221
195,30.368
196,30.514
197,30.662
198,30.808
199,30.955
200,31.103
201,31.249
202,31.397
203,31.544
204,31.691
205,31.838
206,31.985
207,32.132
