Time,010_Cond1_cell1,010_Cond1_cell2,010_Cond1_cell3,010_Cond1_cell4,011_Cond1_cell1,011_Cond1_cell2,011_Cond1_cell3,011_Cond1_cell4,011_Cond1_cell5,011_Cond1_cell6,013_Cond1_cell1,013_Cond1_cell2,013_Cond1_cell3,013_Cond1_cell4,014_Cond1_cell1,014_Cond1_cell2,014_Cond1_cell3,014_Cond1_cell4
115.9993,1.349252151,1.479674797,1.450706654,1.772569171,1.481471774,1.745893977,1.713778467,1.237495405,1.59504818,1.762397578,1.410762642,1.417879382,1.281470171,1.326555936,1.576018932,1.104905128,1.474210552,1.431225406
116.9994,1.347717105,1.479211946,1.449260849,1.775768429,1.484308618,1.746540151,1.712062983,1.238224482,1.59548425,1.765365937,1.411722994,1.426170775,1.28730132,1.319080421,1.587569622,1.101550334,1.47125012,1.432187749
117.9993,1.351355553,1.478977166,1.456058787,1.786509119,1.477818551,1.75924404,1.724677246,1.23787526,1.594878597,1.754310806,1.409673871,1.421251671,1.280285907,1.315279106,1.585891521,1.101991958,1.462910369,1.436129402
118.9994,1.345307665,1.478111836,1.447702297,1.788551964,1.479849939,1.754915307,1.731514522,1.239903198,1.59311009,1.775827397,1.410533721,1.418175097,1.280808907,1.31661683,1.589917051,1.102619529,1.46143617,1.44425659
119.9998,1.349903088,1.481653653,1.452663134,1.78251342,1.480846521,1.760821832,1.735561935,1.245772577,1.600438493,1.773121109,1.409417033,1.422969092,1.276486642,1.316532087,1.59179117,1.106067297,1.463855059,1.440647802
121.0001,1.354707394,1.482404948,1.451111214,1.787391052,1.477993294,1.760900251,1.739006992,1.245018993,1.600759489,1.773163896,1.412141752,1.417196963,1.277953447,1.320847911,1.590208687,1.104579721,1.460942765,1.440301754
121.9989,1.355431197,1.483491642,1.452159092,1.788664456,1.479434925,1.755897114,1.730957958,1.244412449,1.594394074,1.76768714,1.412192003,1.423088515,1.286327458,1.321979831,1.58750747,1.104750172,1.458951093,1.435641639
122.9991,1.344627581,1.484611876,1.444412758,1.786671106,1.482026037,1.766245295,1.738633602,1.239988972,1.602116152,1.774923518,1.415073059,1.416036851,1.27623416,1.316634989,1.580493868,1.101759524,1.465052469,1.436788542
123.9996,1.355829532,1.48109689,1.452258574,1.785897165,1.475566004,1.769281681,1.739877063,1.241293959,1.597803902,1.775244422,1.409042942,1.420148426,1.27853055,1.32632592,1.580517773,1.100775554,1.466273948,1.430190557
125.0001,1.354731683,1.483028791,1.455766973,1.783129874,1.479945502,1.769175031,1.744248551,1.242157824,1.596659217,1.775132105,1.413185856,1.425124399,1.287788251,1.328535283,1.59942629,1.104804407,1.463548185,1.441933124
125.9999,1.355295181,1.489716655,1.458625424,1.794765995,1.484133875,1.768739021,1.738693485,1.242096557,1.599457335,1.769398627,1.414235543,1.431243425,1.29410032,1.328371851,1.600062152,1.105191797,1.466388274,1.444309321
126.9987,1.350534594,1.485517454,1.452815673,1.790617308,1.484390529,1.757271016,1.739848882,1.240626149,1.594612109,1.773340393,1.411477323,1.434729449,1.283465987,1.328813723,1.586077977,1.102751242,1.478157793,1.440018324
127.9998,1.35054431,1.487704258,1.453598265,1.81033032,1.490692201,1.770367001,1.741631294,1.240705796,1.605707675,1.780031235,1.402688986,1.433057522,1.282576286,1.325309008,1.590337772,1.100031766,1.479204775,1.435312069
128.9995,1.351127239,1.487335319,1.452875362,1.809682369,1.489359785,1.773776662,1.745192596,1.241790222,1.607379278,1.779453608,1.404944696,1.431470898,1.277634838,1.320551312,1.584887529,1.104176836,1.47713488,1.436870934
129.9995,1.358851047,1.493090772,1.462346052,1.799967602,1.499148128,1.785401506,1.757017807,1.247414533,1.614180763,1.794520035,1.413626948,1.431425403,1.282089355,1.328523177,1.586011044,1.104657199,1.473951815,1.442776822
131,1.357510311,1.491930291,1.460316618,1.816962819,1.495205487,1.7718601,1.75557356,1.241361353,1.613877937,1.781641101,1.41066214,1.435855441,1.29019886,1.331755505,1.590476418,1.103433047,1.473993935,1.447680818
131.9999,1.351831611,1.492674877,1.454891531,1.820481554,1.4988669,1.772195734,1.759043275,1.24268472,1.612418313,1.789535331,1.408439931,1.435804259,1.284127251,1.323723109,1.598527478,1.108577583,1.481497304,1.45530706
132.9997,1.355756666,1.488871448,1.456436819,1.817007816,1.502612955,1.772010665,1.748225514,1.239988972,1.598863795,1.78167854,1.403152411,1.433847991,1.273396735,1.325036621,1.596089212,1.102689259,1.480781265,1.453329642
133.9999,1.359948897,1.487295071,1.46286999,1.808998421,1.502700327,1.774309912,1.757510964,1.24140424,1.607815348,1.774613311,1.409712955,1.433233814,1.281097458,1.325430069,1.597528267,1.105997567,1.476081881,1.458899369
135,1.361338211,1.492560841,1.466836007,1.820693038,1.502249817,1.774416562,1.758028779,1.239112854,1.598021937,1.782828445,1.410550472,1.437015553,1.282167504,1.337064029,1.594368083,1.10349503,1.484283239,1.448227904
135.9991,1.355931545,1.488683624,1.462578176,1.816913323,1.503328309,1.772857591,1.753956708,1.242745987,1.603121536,1.781256017,1.411946332,1.433302056,1.275765263,1.328450541,1.599297206,1.101372134,1.482032829,1.457943617
136.9991,1.362474922,1.490850305,1.471810109,1.816899824,1.502036849,1.772612923,1.76503866,1.24448597,1.607651822,1.788893524,1.417747528,1.435872501,1.289988458,1.334455165,1.596662922,1.100101496,1.47829017,1.456941725
137.9998,1.360871867,1.493177976,1.473302339,1.813988544,1.504917379,1.770705772,1.769079028,1.241679941,1.611588568,1.798483195,1.411348904,1.43605448,1.28520932,1.338861785,1.597848588,1.101395378,1.483404737,1.454364491
138.9998,1.349514469,1.491849795,1.467459428,1.815837904,1.506176075,1.771072773,1.761403385,1.248750153,1.6155132,1.799269409,1.420354995,1.441360289,1.28464424,1.342203068,1.598345804,1.104355035,1.485318186,1.457554725
139.9994,1.363606776,1.498651694,1.478541726,1.808831933,1.505187685,1.775950439,1.768554168,1.250012253,1.615767575,1.808174486,1.417021681,1.438949074,1.286225263,1.347759767,1.601080487,1.102115922,1.481497304,1.46555338
141,1.365671316,1.502763691,1.479755407,1.833683557,1.504879154,1.766718946,1.756972013,1.246544541,1.608863128,1.799740068,1.411025064,1.437840143,1.279492389,1.342257545,1.59916334,1.101496099,1.481346876,1.463088199
141.9995,1.363849663,1.495250745,1.476266904,1.83033581,1.503161757,1.781722083,1.761519629,1.251035412,1.608614811,1.809891321,1.411672743,1.440524325,1.285714286,1.349678583,1.614242345,1.105098823,1.486298979,1.47548661
142.9997,1.365428428,1.49686737,1.4696414,1.826443604,1.503341961,1.790624216,1.75891294,1.250030634,1.606192198,1.815063218,1.411494073,1.439193608,1.275939597,1.338093047,1.610025578,1.103402056,1.488134206,1.468572238
143.9993,1.361129328,1.497974188,1.471511663,1.818582697,1.504816356,1.785464241,1.762699685,1.253351305,1.612515217,1.812538776,1.410991563,1.437396571,1.280255849,1.342318076,1.613367437,1.103866924,1.482941417,1.468667814
144.9995,1.367254939,1.49753146,1.47473488,1.82370331,1.508319408,1.778757842,1.755506631,1.253167504,1.60653742,1.803574867,1.411175817,1.443572464,1.283532113,1.343686065,1.605636698,1.104726929,1.490071724,1.462636689
146,1.368464517,1.499040758,1.475656747,1.820256571,1.506648428,1.784460477,1.761935291,1.254546012,1.611085876,1.795579017,1.414146208,1.43795388,1.281933056,1.3545755,1.607506036,1.106524417,1.490240204,1.460540626
146.9998,1.363815658,1.503407658,1.472526379,1.825669662,1.510238852,1.790759097,1.76484492,1.253381938,1.620903513,1.801317844,1.401812385,1.438181353,1.282660447,1.349418302,1.606506825,1.106245497,1.490468855,1.463427656
148,1.371588044,1.50353511,1.473249282,1.822699886,1.514113234,1.794912171,1.761438611,1.254441858,1.623507822,1.804018784,1.408936857,1.438198413,1.28243201,1.352541675,1.608438314,1.108383888,1.492081448,1.465840106
148.9998,1.363752508,1.503521694,1.473282443,1.829206395,1.518795802,1.784024467,1.754372369,1.254784953,1.616766902,1.802382175,1.402560566,1.441883477,1.289291125,1.348867475,1.610804867,1.107647847,1.483176085,1.469458781
149.9986,1.35583439,1.500254904,1.468918498,1.830754278,1.519868833,1.788152447,1.765151382,1.255771352,1.620013203,1.805810496,1.405525374,1.447075549,1.280917114,1.341966999,1.618707719,1.106222253,1.482694715,1.460985545
150.9989,1.359409687,1.498618154,1.472048866,1.845090196,1.51590435,1.799749059,1.770974162,1.257701262,1.627692885,1.806345335,1.40722274,1.448002502,1.287054849,1.350338365,1.616905314,1.106361714,1.483049726,1.464769005
151.9996,1.36394196,1.498852934,1.476651568,1.833796048,1.516780796,1.800677541,1.76488719,1.257143732,1.625645778,1.809549023,1.402984908,1.445693651,1.282576286,1.340538479,1.620744388,1.105772881,1.493766246,1.464762413
152.9992,1.363519336,1.501026322,1.473919128,1.828202971,1.523582124,1.79586261,1.769484122,1.252603848,1.630060989,1.823460197,1.407954171,1.443862493,1.284842619,1.352045325,1.626624913,1.107981002,1.489175171,1.462073125
153.9992,1.35794265,1.497444257,1.465124916,1.83681982,1.519715933,1.800370138,1.770572591,1.259661806,1.632925729,1.819448901,1.404257933,1.439597373,1.281842884,1.34528407,1.620548371,1.104796659,1.49176254,1.461252496
154.9996,1.364486027,1.497115565,1.472911043,1.838498193,1.517184889,1.799570263,1.765951001,1.259367725,1.62462828,1.823203474,1.412515843,1.442497654,1.282876861,1.349375931,1.623249588,1.109592544,1.490914123,1.46909955
155.9997,1.362300043,1.493748155,1.474210942,1.843677302,1.52400533,1.80031995,1.772721348,1.257995344,1.627214419,1.822663286,1.408931273,1.435241264,1.280670642,1.340484002,1.618602539,1.10423107,1.491918985,1.462913528
156.9994,1.366419408,1.497175937,1.481526187,1.839015654,1.526457193,1.803786073,1.775711996,1.259165543,1.628807287,1.828423507,1.415631404,1.434894367,1.279125688,1.341694612,1.619874262,1.102518808,1.489163137,1.460342884
157.9997,1.35972544,1.49543186,1.478236648,1.843326329,1.530263316,1.816678168,1.776127657,1.257345913,1.632586563,1.827658687,1.424844082,1.429662487,1.286423642,1.343589216,1.629455215,1.106570904,1.482080967,1.459904557
158.9999,1.359006495,1.495881295,1.480159967,1.859052642,1.526001223,1.817023212,1.77148141,1.256573949,1.629594636,1.81935263,1.414352795,1.430071938,1.28464424,1.335030205,1.622666316,1.106617391,1.484409599,1.458124881
159.9998,1.368644253,1.494989133,1.487309409,1.848055472,1.5212777,1.818259097,1.77316519,1.258559,1.632023306,1.81289177,1.416251166,1.43687907,1.288257148,1.338044623,1.636889537,1.107314692,1.481840281,1.471291188
160.9989,1.370689362,1.497249725,1.483980077,1.854521484,1.522670183,1.812766625,1.775683816,1.257860556,1.626984271,1.81229275,1.419740817,1.44685945,1.285618102,1.334794136,1.624186647,1.109011459,1.488717868,1.464719569
161.9997,1.377087007,1.497826612,1.485034587,1.858332696,1.527142514,1.820878294,1.780044736,1.256224727,1.629334205,1.818224119,1.413319859,1.440416276,1.285443768,1.337197196,1.63099945,1.107996498,1.486744248,1.472204096
162.9988,1.365365278,1.498517535,1.484106088,1.853266078,1.521201249,1.816173149,1.775271677,1.257652248,1.629958028,1.815416212,1.421561019,1.440683557,1.280556424,1.322221953,1.632352449,1.108360644,1.493351064,1.462672942
163.9994,1.365506152,1.499154794,1.482971992,1.846233109,1.523265402,1.815188206,1.781245927,1.260752359,1.629903519,1.81888732,1.417535357,1.440404902,1.293258711,1.335811048,1.635742117,1.109150919,1.49619717,1.461067937
164.9994,1.366982906,1.496444766,1.485379458,1.847659502,1.51991798,1.804557716,1.776483435,1.25733366,1.622181442,1.825492587,1.420477831,1.435514231,1.293252699,1.332699781,1.632142089,1.10798875,1.494343891,1.463028877
165.9986,1.363169579,1.494063431,1.480080381,1.858683669,1.530186866,1.814529486,1.78792821,1.259263571,1.628183464,1.830274052,1.420801671,1.438363331,1.282233631,1.331543649,1.6319891,1.106276488,1.499945846,1.45601893
166.9992,1.371257718,1.504776087,1.493046206,1.852384145,1.527235346,1.812550188,1.781858851,1.260096802,1.628571082,1.829364825,1.420031156,1.441428531,1.291773872,1.336004746,1.636966032,1.112381749,1.507900501,1.461160217
167.9995,1.362601223,1.504226032,1.48355562,1.841139494,1.527421011,1.806442911,1.780689364,1.256690357,1.623998401,1.818175984,1.421862524,1.43974523,1.292645538,1.340611116,1.631764397,1.108949477,1.496558198,1.456681365
168.9986,1.364087692,1.506640908,1.485551893,1.856942301,1.522443563,1.804686324,1.778540606,1.259049136,1.632047532,1.821497336,1.418590628,1.44082004,1.287499699,1.332566614,1.637444123,1.108391635,1.495210359,1.453695464
169.999,1.372326421,1.510498001,1.49128869,1.863250825,1.526782106,1.818431619,1.784377477,1.266107095,1.637928424,1.826626447,1.418858633,1.4401035,1.290685791,1.331259155,1.629259197,1.109662274,1.503092808,1.451863057
170.9991,1.368649111,1.496967989,1.487335938,1.855079442,1.517856558,1.810897114,1.772115469,1.25844872,1.625349008,1.82381854,1.421348848,1.434649834,1.285588044,1.343722383,1.634317405,1.107694334,1.503219168,1.4576503
171.9986,1.372044672,1.499879256,1.492509003,1.842237411,1.516461344,1.811079046,1.774010603,1.260458277,1.622066367,1.822165886,1.421745272,1.432062328,1.289693895,1.328741087,1.629809002,1.105718647,1.513893569,1.439504195
172.9988,1.368755981,1.502488664,1.48933221,1.836590337,1.530544543,1.825599122,1.785325044,1.264238451,1.640575128,1.832803842,1.418640879,1.433586397,1.288335297,1.338419912,1.641890374,1.107671091,1.511877828,1.448020275
173.9984,1.363393035,1.503488154,1.48861594,1.855317923,1.529744547,1.826853827,1.777385209,1.258479353,1.630727208,1.825519329,1.422783792,1.428792402,1.284992906,1.339473143,1.643817082,1.109623535,1.507515404,1.455517985
174.9993,1.36908145,1.504065041,1.49305947,1.849945329,1.52810087,1.835984944,1.778938655,1.257639995,1.635312002,1.832884068,1.425581097,1.437732094,1.290661745,1.346355459,1.634690316,1.107175232,1.506299942,1.454146975
175.9992,1.369421492,1.498047976,1.490804544,1.850782266,1.524341164,1.836844417,1.781041619,1.258338439,1.634300561,1.828776501,1.424587244,1.437208906,1.290144757,1.342481508,1.633131738,1.107671091,1.503676471,1.457854633
176.9996,1.363436755,1.503635729,1.489345475,1.84595863,1.532728832,1.835824969,1.786026032,1.265672099,1.646007837,1.839628394,1.429428088,1.445682277,1.296775435,1.340950087,1.632687113,1.106547661,1.501690815,1.455168641
177.9993,1.37019873,1.503025303,1.492873771,1.851641701,1.527041491,1.828419072,1.775726086,1.264483519,1.637716445,1.82585093,1.432191892,1.440740425,1.302263929,1.350435214,1.643501542,1.108538844,1.50733489,1.461008615
178.9997,1.365122391,1.506580536,1.491965168,1.853518059,1.518457237,1.822738394,1.769751836,1.260072295,1.632998407,1.822941403,1.428735741,1.444869061,1.298614952,1.345665412,1.64511271,1.109553805,1.506823433,1.465236994
179.9997,1.36243606,1.506037189,1.485299872,1.849153389,1.522989636,1.829736512,1.78093242,1.261358902,1.639860458,1.837162784,1.440371634,1.449361654,1.301109722,1.35066523,1.63105204,1.108476861,1.513105324,1.456559425
180.9995,1.368168194,1.505661542,1.490632109,1.844055274,1.517995806,1.828205772,1.7731511,1.257866683,1.646237985,1.833007081,1.434419685,1.452768063,1.300520595,1.353746232,1.638725408,1.109135424,1.500186531,1.464828327
181.9987,1.369921839,1.502884435,1.489372003,1.855709394,1.526828522,1.831675031,1.778498336,1.26158559,1.647340274,1.847993282,1.429193584,1.441934658,1.296685262,1.339237074,1.630009801,1.108414879,1.491918985,1.457159241
182.9992,1.36379137,1.506017065,1.488284333,1.852573131,1.527737732,1.830194479,1.776680698,1.260648205,1.642664632,1.837382068,1.435659209,1.448485882,1.298025825,1.343250245,1.642105515,1.110514531,1.511974102,1.465784079
183.9986,1.370883672,1.503944297,1.489000604,1.858247202,1.531972522,1.835467378,1.785575145,1.264287465,1.645123584,1.847174978,1.43916561,1.447257528,1.293228653,1.342947593,1.635417015,1.10981723,1.505066429,1.455732205
184.9992,1.375095333,1.508203869,1.49569906,1.86145996,1.542888503,1.841794228,1.78558219,1.268527141,1.652427761,1.856470488,1.438372762,1.443407546,1.285479837,1.33492125,1.645050558,1.109414344,1.510572109,1.465411665
185.9989,1.370504768,1.506949475,1.490300502,1.862314895,1.535284449,1.833660602,1.780305405,1.263264306,1.648024662,1.846950346,1.432928906,1.444516478,1.292952124,1.339624469,1.641574833,1.108492357,1.506570713,1.469264335
186.9994,1.366438839,1.506184765,1.48992247,1.869622344,1.531947948,1.823005019,1.775711996,1.2646857,1.640708372,1.84060715,1.426519115,1.441798175,1.292224734,1.337051923,1.650567734,1.114194733,1.502515163,1.482674524
187.9985,1.374867019,1.508136789,1.495705692,1.856784813,1.529943864,1.828751568,1.780277225,1.266180615,1.653760198,1.848913206,1.431387876,1.447615798,1.298675067,1.342554145,1.643004327,1.107291449,1.50285814,1.471073672
188.9985,1.366511705,1.507237919,1.493052838,1.858233703,1.525310442,1.832020075,1.776331965,1.266364416,1.649387382,1.846222964,1.432459897,1.449287725,1.288473561,1.339255233,1.640661679,1.109468579,1.502972466,1.464439435
189.9984,1.369091165,1.511772519,1.500427773,1.858292199,1.525212149,1.827060853,1.771921729,1.268741576,1.645686841,1.854368569,1.437401243,1.44615997,1.292284849,1.339424718,1.644075252,1.107283701,1.500258737,1.466004891
190.999,1.373749739,1.505621294,1.499340103,1.850692273,1.529190284,1.829651819,1.766736531,1.270818527,1.648309319,1.841864022,1.433297413,1.451414598,1.289651814,1.329443241,1.636162838,1.111614718,1.497791711,1.471360398
191.9981,1.365530441,1.504527892,1.494962893,1.863228326,1.531773205,1.828535132,1.772467725,1.270745007,1.646643773,1.845607899,1.439556451,1.455099662,1.289249044,1.342850744,1.641723042,1.108050733,1.498242996,1.470292592
192.9993,1.371515178,1.510692533,1.503073995,1.85880516,1.541373153,1.82729611,1.778135513,1.271480211,1.648515241,1.8585938,1.431683799,1.4479172,1.285137182,1.335926056,1.646656945,1.110282097,1.501299702,1.47496589
193.9994,1.369654663,1.503836969,1.498584039,1.859651096,1.535180695,1.816505646,1.773637212,1.270334518,1.649811339,1.848816935,1.436122635,1.456600984,1.296601101,1.347305788,1.637711854,1.108081724,1.503050688,1.4656918
194.9988,1.369392345,1.507083635,1.503670887,1.850953253,1.533840088,1.812835634,1.773369498,1.267252788,1.650089939,1.850795841,1.432632984,1.443509909,1.292970159,1.331961309,1.634594698,1.11181616,1.500342977,1.475720604
195.9985,1.372559592,1.510471169,1.510866754,1.849648352,1.552802442,1.828036386,1.775581662,1.273826737,1.660283082,1.865049312,1.443587696,1.453086525,1.28858778,1.3341283,1.637836158,1.106787842,1.505072446,1.46422851
196.9995,1.365991926,1.508693552,1.501920003,1.849364873,1.543202494,1.810737139,1.768536555,1.266266389,1.643342963,1.850795841,1.439299613,1.44815036,1.280448217,1.332542402,1.636602682,1.109034702,1.509615385,1.462481791
197.9982,1.370839952,1.50753307,1.50880416,1.856190858,1.544447539,1.819328733,1.767296617,1.268024752,1.643282398,1.854678775,1.442979101,1.4526657,1.288798182,1.341833832,1.63873497,1.108066228,1.503014586,1.468997383
198.9993,1.373108517,1.507888594,1.507583847,1.849085894,1.555216081,1.820043915,1.782986068,1.270242617,1.651997747,1.863402007,1.437842335,1.449026131,1.289483492,1.347802138,1.644099156,1.109174163,1.505601954,1.480281848
199.9993,1.36899401,1.506828732,1.501873578,1.837868241,1.542536286,1.819425972,1.770329535,1.268741576,1.645783745,1.851539268,1.441800995,1.453228696,1.290307067,1.341991211,1.635101475,1.108964972,1.503495956,1.475872206
200.9986,1.37252073,1.510819984,1.503790265,1.84741652,1.552564901,1.819309912,1.780812653,1.271713025,1.64827298,1.859834628,1.449841151,1.45408172,1.289573665,1.347541857,1.635201874,1.106377209,1.49995788,1.478650478
201.9989,1.366968332,1.512329282,1.502921456,1.84728153,1.546446163,1.813908407,1.774856016,1.272987379,1.642331522,1.853571658,1.439539701,1.455742273,1.283447952,1.342015423,1.627251213,1.106237749,1.508267546,1.456987865
202.9994,1.370295885,1.511598111,1.501873578,1.837148295,1.541594312,1.81403074,1.770269651,1.275719887,1.644657231,1.854887363,1.434603939,1.452261935,1.291094573,1.350132562,1.629947649,1.107399918,1.513682969,1.462824544
203.9996,1.366336826,1.514180686,1.495818439,1.833143598,1.553504145,1.822769762,1.774757384,1.277931626,1.653760198,1.862198618,1.44086856,1.452932981,1.295482963,1.351548975,1.639122224,1.108910738,1.510120824,1.471498817
204.9986,1.370577634,1.517796292,1.500626737,1.82979585,1.557231087,1.820489335,1.782239287,1.281374832,1.663002465,1.864915602,1.440326966,1.456578237,1.302101618,1.348159268,1.629603423,1.106849825,1.516498989,1.459581578
205.9988,1.369581797,1.519278757,1.502012853,1.830916266,1.554882977,1.81163739,1.765792486,1.274672222,1.659744051,1.868338575,1.452108028,1.452910233,1.300334239,1.351536869,1.633409031,1.107609108,1.519868586,1.459581578
206.9988,1.371316011,1.522116236,1.510024473,1.841530964,1.557869991,1.810893977,1.767462177,1.2731528,1.64916329,1.869606144,1.436184053,1.442668259,1.297232308,1.344805879,1.627700619,1.10876353,1.519976894,1.462412582
207.9989,1.369202893,1.517682256,1.500242073,1.837490269,1.554705503,1.825693225,1.7698399,1.272393089,1.650883345,1.863904756,1.44135432,1.449048878,1.292753745,1.331271261,1.626873521,1.105137562,1.520386059,1.456951613
208.9994,1.370621354,1.515730232,1.499804352,1.841130495,1.548794273,1.81185069,1.769455942,1.271523098,1.646207703,1.862262799,1.440410718,1.458818846,1.296799481,1.33917049,1.628776325,1.106322975,1.524122701,1.455241146
209.9987,1.368211914,1.522411387,1.499373263,1.843231836,1.557831766,1.82194793,1.779083079,1.275358412,1.652670022,1.881452838,1.440075711,1.452102704,1.3046024,1.342965752,1.63387278,1.110142637,1.513039135,1.463421065
210.9994,1.364811495,1.52103625,1.501833785,1.840950508,1.552119852,1.806913425,1.770392941,1.27630805,1.645929102,1.872627987,1.447646858,1.465290455,1.302420227,1.350356525,1.629421748,1.106516669,1.513640849,1.454436996
211.9981,1.371908655,1.520197751,1.502443942,1.832473148,1.557719821,1.817195734,1.7711362,1.277073888,1.649454004,1.886924245,1.438875271,1.458164861,1.301229952,1.346518892,1.631152439,1.110328584,1.514314768,1.454486432
212.9989,1.367250081,1.515341168,1.4986172,1.840757023,1.555753962,1.813237139,1.767324797,1.276448965,1.647098013,1.887860214,1.427909392,1.458289971,1.293541251,1.342166749,1.633146081,1.106222253,1.516378646,1.462020394
213.9989,1.377150158,1.516823634,1.509175559,1.828724931,1.553411312,1.821386449,1.767655917,1.281307438,1.644245386,1.8962358,1.434380601,1.458676675,1.291214803,1.344109778,1.622594602,1.103006919,1.514200443,1.448758511
214.9992,1.371223714,1.517252945,1.505859492,1.843258834,1.563824907,1.825602258,1.766792891,1.278801617,1.650635027,1.889651926,1.43191272,1.461901106,1.291034458,1.340042129,1.633538116,1.109352362,1.519321026,1.465494058
215.9983,1.374298664,1.520808178,1.506582394,1.838358704,1.56694844,1.831568381,1.764048823,1.281570886,1.652548891,1.885779689,1.435106448,1.464647843,1.291473297,1.342124378,1.630033705,1.108252175,1.524056513,1.449846091
216.9986,1.381410397,1.518017655,1.512730384,1.834520494,1.56444743,1.82858532,1.762889903,1.282391864,1.657309325,1.887384207,1.442772514,1.466939634,1.292417101,1.345520138,1.636325389,1.10963903,1.51821989,1.464373521
217.9989,1.375610254,1.520378867,1.507053276,1.838696178,1.570260367,1.826483689,1.761132149,1.283206715,1.648024662,1.887619537,1.439824457,1.463919929,1.2998954,1.349587787,1.630588292,1.108593078,1.517455714,1.457989757
218.9996,1.378617195,1.520734391,1.509095974,1.834381004,1.573151819,1.83357591,1.766201103,1.28655802,1.655128974,1.894481527,1.43997521,1.466985129,1.298380504,1.351839522,1.623584252,1.108887494,1.521998652,1.456071662
219.9991,1.376518651,1.52000322,1.51038924,1.834623986,1.574200277,1.827879548,1.766877433,1.278170567,1.654626282,1.885084398,1.4377865,1.463482044,1.301031572,1.351845575,1.632476753,1.108329653,1.513893569,1.463361742
220.9983,1.371204283,1.522921195,1.507809339,1.845049699,1.580531983,1.835307403,1.771918206,1.279610342,1.656824803,1.892630982,1.437579913,1.460007393,1.295422848,1.347281576,1.629780317,1.104331792,1.518159719,1.468153685
221.9983,1.372525588,1.519164721,1.505720217,1.84807347,1.57709446,1.83477729,1.770378851,1.275854675,1.65187056,1.883939841,1.444776969,1.465131224,1.298975641,1.347953464,1.628690268,1.105339005,1.51275633,1.458464337
222.9991,1.376984994,1.519305589,1.512962509,1.840694028,1.579401614,1.837173777,1.770463392,1.277753952,1.657836243,1.895829322,1.432197475,1.462338992,1.301374228,1.346960764,1.63204169,1.10363449,1.517660297,1.464330677
223.9993,1.375935722,1.516347366,1.510621365,1.835136947,1.57740026,1.840702635,1.770678268,1.282391864,1.6554318,1.894818475,1.436519059,1.460661378,1.301097699,1.354539181,1.62572132,1.108360644,1.515415904,1.463915419
224.9994,1.382041903,1.523363922,1.513380333,1.834875967,1.570394155,1.82944793,1.7648731,1.278856758,1.651337585,1.893759493,1.432962407,1.456333703,1.300472503,1.349787538,1.629407406,1.107260458,1.521721864,1.464126344
225.9991,1.374755291,1.517950576,1.512431938,1.823109355,1.575314264,1.826555834,1.760212762,1.279322387,1.651888729,1.885704811,1.43089095,1.45467315,1.298693101,1.355652942,1.627571534,1.107756316,1.520494368,1.461707303
226.9994,1.376975279,1.523397462,1.514905724,1.834102025,1.574951127,1.836913425,1.759339169,1.281368705,1.651198285,1.886095244,1.417641443,1.452341551,1.295567124,1.358037844,1.6277054,1.108732538,1.519194666,1.457548134
227.9981,1.379972505,1.527697282,1.51880542,1.838975157,1.57089108,1.837528231,1.761325889,1.284297267,1.65754553,1.900380806,1.434922195,1.458056811,1.307776469,1.357365955,1.641775632,1.110816695,1.524369404,1.473552036
228.999,1.3783063,1.525886125,1.515840855,1.831105252,1.574500617,1.838660602,1.765271149,1.289253768,1.660416326,1.893786235,1.432392896,1.455076914,1.302438262,1.351070784,1.638648914,1.109793986,1.521715847,1.468618378
229.9984,1.375687978,1.527174059,1.514070075,1.826056633,1.572750456,1.830699498,1.747542139,1.282177429,1.648321432,1.884816978,1.433822257,1.453166141,1.310337365,1.35689987,1.626428896,1.105191797,1.528015789,1.467296804
230.9987,1.374760149,1.526919155,1.513459919,1.845720148,1.573831679,1.833980552,1.749387956,1.284860924,1.649375269,1.891427593,1.428607322,1.458557252,1.303929112,1.360380374,1.633256042,1.105246031,1.525789448,1.464268059
231.9982,1.374760149,1.52557085,1.509460741,1.837040303,1.577263742,1.843146173,1.751934762,1.282428624,1.65588604,1.901776737,1.424609578,1.460758054,1.310427537,1.368231178,1.630535701,1.1053545,1.527871378,1.46425158
232.9991,1.382061334,1.529065711,1.522002109,1.830920765,1.580805019,1.84378921,1.7640453,1.284334028,1.663486988,1.901894401,1.426870872,1.459086127,1.310842331,1.372492524,1.633213014,1.106082793,1.52534418,1.464241693
233.9986,1.375780275,1.525154955,1.519853297,1.819928095,1.576171598,1.834096612,1.764203815,1.28897194,1.656243376,1.899161372,1.422789376,1.460251926,1.306147354,1.366820818,1.62341692,1.105369996,1.530302301,1.457347096
234.9985,1.369168889,1.531118356,1.521736824,1.830704782,1.589162653,1.844109159,1.778554696,1.290142139,1.669301258,1.910548103,1.427133294,1.460866104,1.310451583,1.355525828,1.635904669,1.105594682,1.525548763,1.46512494
235.9989,1.377373614,1.532459953,1.527599631,1.830416804,1.582385898,1.840737139,1.759962661,1.285920843,1.653305958,1.900519864,1.42521259,1.455708152,1.306147354,1.361367021,1.633475964,1.105067832,1.522594349,1.458754359
236.999,1.370718508,1.534479058,1.52184957,1.831006259,1.585028887,1.835175659,1.771629357,1.290068619,1.664680124,1.913003016,1.425033919,1.464494299,1.311635848,1.357020931,1.63518275,1.108112715,1.527690864,1.460833943
