Time,010_Cond1_cell1,010_Cond1_cell2,010_Cond1_cell3,010_Cond1_cell4,011_Cond1_cell1,011_Cond1_cell2,011_Cond1_cell3,011_Cond1_cell4,011_Cond1_cell5,011_Cond1_cell6,013_Cond1_cell1,013_Cond1_cell2,013_Cond1_cell3,013_Cond1_cell4,014_Cond1_cell1,014_Cond1_cell2,014_Cond1_cell3,014_Cond1_cell4
6.9999,1.086778686,1.198039926,1.13522924,1.309590126,1.130582222,1.18401192,1.202374201,0.964955275,1.04397042,1.207351903,1.116515262,1.136153999,1.063042537,1.036838856,1.135275978,1.004276782,1.182192885,1.070504835
7.9992,1.08973705,1.208249483,1.143446455,1.339652356,1.150928869,1.210953576,1.224601511,0.978299228,1.062757781,1.225611321,1.121836282,1.142779152,1.06486402,1.038563975,1.15671838,1.008522573,1.196297054,1.092592593
9.0003,1.103756491,1.219545735,1.156763783,1.35735402,1.173020216,1.222776035,1.246085563,0.987611812,1.07639709,1.241458614,1.135124874,1.158486167,1.077476134,1.048593877,1.171587025,1.00969249,1.20265115,1.10649384
9.9999,1.111912638,1.233894121,1.174909306,1.377436004,1.187231742,1.24597867,1.267661201,0.999620145,1.092943535,1.260033588,1.145504492,1.17104268,1.085200904,1.054967737,1.176822126,1.012706382,1.215214932,1.107555055
10.9996,1.116614932,1.240628941,1.177734595,1.397679975,1.198901303,1.260351317,1.284604681,1.008411959,1.109181096,1.271912372,1.161467552,1.181455259,1.098780869,1.066087188,1.198231062,1.016564783,1.221918023,1.132276074
12.0008,1.126529581,1.245109877,1.186581864,1.419566323,1.204569531,1.276028858,1.303189672,1.01825144,1.122832519,1.284973151,1.169937633,1.187045409,1.103914685,1.074155902,1.203882103,1.017649474,1.230504477,1.143481442
12.9999,1.132106268,1.257486114,1.198486547,1.439369328,1.212905322,1.284206399,1.311245751,1.023949271,1.1300943,1.291380528,1.171545664,1.194273366,1.100734605,1.077787732,1.223971506,1.023801223,1.240180033,1.16202303
14.0005,1.136934863,1.260283345,1.202717849,1.438365903,1.225047235,1.309739649,1.324219314,1.034119593,1.15476861,1.305120553,1.18816757,1.209718786,1.116496742,1.091558418,1.232032128,1.024831679,1.250102291,1.166676554
15.0002,1.143521959,1.268554294,1.21011268,1.459622299,1.232632177,1.318748432,1.335660567,1.042482539,1.165076827,1.311650942,1.19400785,1.215991356,1.117350374,1.099802671,1.24312385,1.025800153,1.254103687,1.179411125
16.0004,1.15356291,1.277891814,1.220472075,1.472491327,1.239149547,1.336571518,1.35391796,1.048407058,1.180672396,1.321358278,1.204314884,1.225118713,1.126337557,1.109190949,1.253704014,1.02630376,1.263646866,1.193730926
17.0001,1.161408162,1.286062143,1.229253023,1.482755052,1.246985682,1.354604768,1.355598218,1.053486092,1.185251134,1.330028026,1.208887723,1.227461685,1.127605983,1.108621963,1.268453135,1.032285057,1.270542505,1.204583655
17.9993,1.164818296,1.291280957,1.232124737,1.488537115,1.255422496,1.373999373,1.364982299,1.060574684,1.196249796,1.336900712,1.21427016,1.237390884,1.132493327,1.114675012,1.279439677,1.030286126,1.270843362,1.21866287
19.0006,1.171998037,1.295735061,1.241787758,1.501883108,1.261994474,1.383911543,1.375042711,1.067834824,1.212257209,1.339976039,1.222595072,1.245255765,1.13890158,1.121636018,1.286022996,1.037724008,1.281391403,1.222858292
20.0004,1.179731561,1.302523545,1.250256995,1.511674369,1.267501611,1.392280427,1.381031051,1.071902953,1.222922761,1.347057313,1.23226001,1.2488669,1.145790752,1.133675532,1.293189587,1.034686873,1.291710792,1.227511815
20.9997,1.181266607,1.307433792,1.25135793,1.524597393,1.274098162,1.406229611,1.392940803,1.074108565,1.230977948,1.356422352,1.238988057,1.250828855,1.150882487,1.139958597,1.304204814,1.037816982,1.293533985,1.246172049
22.0007,1.18756224,1.311686656,1.255735139,1.535297585,1.282936339,1.413782936,1.410673336,1.082771719,1.251515647,1.366696618,1.25028336,1.258164861,1.160603073,1.143348305,1.315339564,1.041675383,1.298281506,1.257416965
23.0003,1.192521993,1.31630846,1.262035668,1.532642785,1.284981379,1.413569636,1.411814643,1.084677123,1.250964503,1.373221659,1.24772056,1.267678922,1.159244475,1.145037105,1.315239165,1.041086551,1.303871426,1.251438572
24.0002,1.196957111,1.32287558,1.265292046,1.551802339,1.287962933,1.425401506,1.423231238,1.093977454,1.267341364,1.386095244,1.248340322,1.265660098,1.15608243,1.14506737,1.329993068,1.04396873,1.3095155,1.267630328
24.9999,1.200804442,1.329435992,1.269258063,1.562705016,1.304208578,1.452390213,1.442809588,1.098927827,1.282743124,1.397941938,1.25373951,1.274520174,1.160861567,1.153293464,1.334286329,1.046254329,1.313871907,1.267765452
26,1.212560175,1.33297781,1.277462014,1.568928046,1.290234593,1.440260351,1.435873681,1.097206225,1.279181884,1.394085745,1.264068877,1.281503597,1.175583716,1.160587388,1.338880788,1.046502258,1.318475017,1.273753732
26.9999,1.217116736,1.332722906,1.281162746,1.585009832,1.30021133,1.455345044,1.446938021,1.101776743,1.290707463,1.406590292,1.269529483,1.282168956,1.172571958,1.159903393,1.342557311,1.047462985,1.323084144,1.27632108
28.0008,1.218302025,1.34054442,1.282489173,1.582625012,1.305622904,1.460652447,1.457826232,1.106488175,1.300512988,1.415340265,1.27604536,1.284466434,1.1720189,1.166979408,1.353276122,1.049818314,1.327663185,1.285664379
29.0001,1.219526176,1.343858166,1.286926072,1.593086722,1.312309557,1.469093476,1.471197844,1.111536576,1.316290253,1.423475173,1.276854959,1.290130513,1.175018636,1.164334225,1.363397318,1.051189674,1.335184606,1.295884334
30.0003,1.22620557,1.348251898,1.292536858,1.598747295,1.317237858,1.472569009,1.479285626,1.11396275,1.313813132,1.431037802,1.284962116,1.293093349,1.183795417,1.174557825,1.364492147,1.051429855,1.338205208,1.292641369
31,1.229309666,1.351532104,1.29558764,1.600740644,1.323924511,1.477954831,1.483234408,1.11821468,1.323049343,1.43597437,1.291271406,1.297762234,1.184510785,1.172941661,1.372949585,1.052227878,1.343139261,1.298148478
31.9998,1.233715638,1.35628136,1.302100397,1.604790338,1.331845287,1.487424718,1.495235747,1.122938365,1.327464554,1.44500246,1.295509238,1.29194461,1.192788612,1.180247691,1.379838883,1.057891515,1.346653269,1.310625985
33,1.236960609,1.359092007,1.305615429,1.604925328,1.330368162,1.488516311,1.493703436,1.124421027,1.330953116,1.445526603,1.292784518,1.291341807,1.191111405,1.183122889,1.378265962,1.055760872,1.34948734,1.309795469
34.0008,1.241420015,1.359957337,1.307923412,1.610752388,1.337412492,1.501028858,1.507476619,1.129518441,1.342508979,1.448789124,1.300763256,1.2994171,1.195764301,1.183473966,1.388377597,1.057992237,1.350696784,1.32120517
34.9993,1.242522722,1.36058118,1.31005896,1.619859701,1.336131953,1.497741531,1.508533385,1.129487808,1.343998886,1.452661361,1.308440489,1.303153345,1.202016255,1.195301623,1.396313915,1.061052615,1.353615096,1.322951889
35.9998,1.241225705,1.367671523,1.310735437,1.631698307,1.347918919,1.511631117,1.518371876,1.134670996,1.352332673,1.467230387,1.309043501,1.301504166,1.200447255,1.201106497,1.394784022,1.057922507,1.360155724,1.318891591
37.0003,1.249585878,1.36751724,1.314303526,1.627666611,1.344989242,1.510919072,1.524610318,1.136423232,1.362120028,1.467701046,1.32049514,1.312826637,1.204090221,1.206808469,1.407405637,1.063121276,1.363561423,1.326771602
37.9997,1.250193095,1.373675172,1.320975454,1.632175271,1.346652032,1.514366374,1.528305476,1.136429359,1.352405352,1.468171705,1.321673246,1.310062839,1.202659485,1.207619578,1.414830397,1.065468858,1.364361702,1.338135163
39.0003,1.252320786,1.377297486,1.316412545,1.649840937,1.348085471,1.51467064,1.535685225,1.143450558,1.371404691,1.476825407,1.324906059,1.314447383,1.206055979,1.214635062,1.411980972,1.065166694,1.367358236,1.335960003
40.0001,1.260166038,1.383629826,1.325525099,1.635059553,1.353254044,1.521844417,1.538732233,1.144124495,1.376601196,1.4838425,1.327781531,1.317859479,1.208827278,1.221832137,1.417201731,1.067018417,1.362550544,1.349650327
41.0004,1.255604619,1.38628619,1.327156605,1.645750746,1.350559178,1.528569636,1.542786692,1.145643916,1.383511698,1.487848448,1.330422499,1.315743979,1.208731094,1.221323681,1.421944398,1.067064903,1.369482286,1.343062229
42.0006,1.262896088,1.387661327,1.330923657,1.644882311,1.361663554,1.533839398,1.551198549,1.151127313,1.388544676,1.501486854,1.330986427,1.322852512,1.211682737,1.226347711,1.421289413,1.068343289,1.370204342,1.345913007
43.0002,1.267462365,1.390049371,1.334889674,1.643320929,1.362100412,1.534184442,1.551948853,1.154784953,1.396563524,1.50689408,1.330182411,1.325769854,1.212686657,1.225100783,1.425501398,1.068459506,1.375523491,1.345873458
44.0005,1.269007126,1.389593228,1.337263979,1.65191528,1.363585728,1.535150565,1.55676066,1.15129886,1.397048046,1.505856492,1.334531912,1.328789559,1.226873783,1.232661041,1.427432888,1.068893383,1.374410321,1.351027928
44.9996,1.268370762,1.397830637,1.342470205,1.661688543,1.372625952,1.546367629,1.565524772,1.15616346,1.403080352,1.516408874,1.339545843,1.330125963,1.232993484,1.246692009,1.433939713,1.069877352,1.38250337,1.355355177
45.9993,1.272665005,1.399447262,1.343252797,1.661504056,1.371334491,1.542656838,1.568635187,1.155311849,1.403086409,1.518633806,1.34749108,1.333424323,1.234784909,1.245608513,1.441163675,1.072085474,1.388117358,1.363044037
46.9996,1.275025867,1.402767716,1.353758099,1.670089408,1.372224589,1.55303325,1.573623122,1.156966058,1.418494225,1.530796055,1.347826087,1.33414655,1.230270277,1.245354285,1.439461669,1.072031239,1.385903052,1.361043549
47.9997,1.267841268,1.400507124,1.343756839,1.665076787,1.376137195,1.558723338,1.58031245,1.16286607,1.424496248,1.537978949,1.350042713,1.339031533,1.236462116,1.247497064,1.442110296,1.074200621,1.390554299,1.356317521
49.0004,1.275793391,1.39915211,1.346230626,1.663479407,1.380060723,1.565824969,1.585627983,1.164912388,1.42814228,1.544926513,1.346184555,1.342147914,1.241247265,1.24546324,1.44689121,1.077028566,1.387684124,1.363558166
50,1.278003663,1.399614961,1.347026482,1.674886046,1.372661446,1.567255332,1.586857354,1.165151329,1.432085082,1.550435359,1.346195722,1.342796213,1.242365403,1.246244083,1.460822795,1.077896319,1.393015308,1.372894874
51.0002,1.284877366,1.410072715,1.35366525,1.68040263,1.378668239,1.567584693,1.592504007,1.164299718,1.429402039,1.553056073,1.354118626,1.339025847,1.241908529,1.246044333,1.458561423,1.079763537,1.395470299,1.364662224
52.0004,1.286344404,1.410294078,1.355508983,1.678301288,1.381682557,1.570166248,1.591028057,1.167565249,1.437481452,1.551654793,1.357005265,1.340731895,1.241583908,1.252557413,1.461941529,1.07764839,1.397961394,1.364968724
52.999,1.284629622,1.409824519,1.357498624,1.681122575,1.384560357,1.574112296,1.596336545,1.170977821,1.440249287,1.559987592,1.367747807,1.346140067,1.247601414,1.259124971,1.464226807,1.078988758,1.392449697,1.373267288
54.0005,1.290900965,1.413346213,1.357213442,1.673878122,1.39336304,1.574695734,1.589696532,1.169341992,1.445821296,1.56202533,1.369316754,1.34805084,1.237952966,1.258023316,1.480042072,1.085032037,1.399658227,1.386413821
55.0006,1.291109848,1.41278945,1.359872928,1.686913638,1.392423796,1.58370138,1.595487609,1.170836907,1.446045388,1.566534026,1.363962234,1.346805425,1.24122923,1.257351428,1.464274616,1.082056884,1.402829258,1.377159505
55.9998,1.29377189,1.412963857,1.365019465,1.685748226,1.391522777,1.57718005,1.5921905,1.170879794,1.448086439,1.568881972,1.362465871,1.348261253,1.243327242,1.266927351,1.474740038,1.082637969,1.403599451,1.383599296
56.9997,1.294699719,1.412635166,1.368733461,1.69589496,1.398023765,1.598503764,1.601704916,1.173036393,1.458951857,1.576476692,1.371427295,1.352896016,1.248491115,1.271442926,1.471049172,1.081034176,1.407480504,1.369994661
57.9999,1.295496388,1.412648582,1.365987757,1.691269309,1.404759564,1.608745295,1.611004456,1.177766205,1.468042711,1.584451148,1.374699192,1.350837385,1.249801621,1.27256274,1.476523319,1.080925706,1.406535814,1.375920323
58.9999,1.30071846,1.415157369,1.369542582,1.689550439,1.40033365,1.602641154,1.60412491,1.173544909,1.452640951,1.579477141,1.370952703,1.358184765,1.245990334,1.270982894,1.48055363,1.086147719,1.408900549,1.379509337
59.999,1.297925259,1.412963857,1.364018013,1.695714974,1.402337735,1.611276662,1.61276221,1.177141282,1.46479641,1.588986586,1.377630499,1.362017686,1.252344483,1.27518371,1.481457223,1.083319775,1.417757774,1.379034756
60.9999,1.298901665,1.413198637,1.373714195,1.694653054,1.406138397,1.618886449,1.612885499,1.179751256,1.47062885,1.595843228,1.374018012,1.365105633,1.249795609,1.272217716,1.490703512,1.086558353,1.415471262,1.388809792
61.9998,1.304424916,1.414499987,1.373568288,1.702999924,1.41108854,1.618641782,1.612635398,1.181509619,1.468660477,1.607288792,1.378669019,1.361744718,1.252903552,1.268852221,1.488599909,1.085380688,1.418281265,1.385042811
63.0006,1.301840598,1.418048512,1.37761389,1.705587228,1.417616832,1.625624216,1.617764236,1.18466487,1.475673941,1.609834628,1.380550639,1.357815121,1.257983264,1.277205428,1.492654125,1.08530321,1.426061423,1.386749982
63.9989,1.304614368,1.421925729,1.379583635,1.7112523,1.416939703,1.623858218,1.61109252,1.185400074,1.466698161,1.615498577,1.387457356,1.369848446,1.257159689,1.27895476,1.494795974,1.08892143,1.426019303,1.391838537
65.0001,1.303944,1.421570206,1.381042704,1.699895158,1.419907605,1.632694479,1.612691759,1.183188335,1.470513776,1.618718311,1.385614821,1.379368194,1.259852839,1.276854352,1.491956111,1.087542322,1.434040146,1.388401126
66.0004,1.305027276,1.419993829,1.38220996,1.696497914,1.427937595,1.646938519,1.632178523,1.18971327,1.486079062,1.633816828,1.38936131,1.376979726,1.252128069,1.280280377,1.493682021,1.090610449,1.433769375,1.390444458
66.9993,1.315311114,1.419074834,1.383940947,1.705051769,1.418023656,1.639874529,1.624488789,1.191140792,1.493540709,1.638646428,1.393403722,1.375228184,1.250631207,1.279941406,1.499619917,1.088371336,1.429918408,1.396211926
68.0006,1.317375654,1.423770426,1.387535565,1.713092662,1.415869401,1.647565872,1.628391778,1.191600294,1.497077723,1.636924245,1.390081574,1.378111405,1.252422632,1.287937484,1.505634308,1.089750444,1.435869356,1.393081015
69.0005,1.31291139,1.423817382,1.383184884,1.705618726,1.418973821,1.648353199,1.62865597,1.193934567,1.494188758,1.642331472,1.390260244,1.376956979,1.257947195,1.286950837,1.50606459,1.089456027,1.433998026,1.397757608
70.0001,1.310516524,1.426198717,1.384345508,1.706563654,1.427926673,1.650840652,1.638462758,1.194700404,1.50469684,1.646230452,1.398244566,1.384782052,1.26102508,1.291430093,1.50961681,1.088658005,1.426584914,1.393446837
70.9999,1.309005766,1.423871046,1.385194421,1.714793533,1.434774418,1.65531995,1.643577505,1.197702487,1.507228471,1.647941938,1.392862128,1.385868236,1.261524034,1.29632701,1.514015251,1.091408471,1.433288004,1.403281195
71.9996,1.322335408,1.42722504,1.391707178,1.714208577,1.425379247,1.658293601,1.639191926,1.198658253,1.50350976,1.65676144,1.391131261,1.38444653,1.254857287,1.294359769,1.515975426,1.089610983,1.431916097,1.405344301
72.9995,1.321140403,1.430143014,1.392204588,1.716791382,1.42479768,1.653936637,1.6475439,1.197206225,1.50726481,1.651193762,1.380930313,1.388580852,1.258626494,1.296956527,1.517648746,1.091408471,1.437999422,1.401251046
74.0001,1.316452683,1.425863318,1.394956924,1.719306692,1.425881633,1.660069009,1.647610828,1.199644651,1.520528614,1.657504867,1.384861056,1.388307885,1.260411908,1.290600826,1.509263022,1.093438393,1.436543275,1.398449704
74.9994,1.322383985,1.429713703,1.400760043,1.711270299,1.427730087,1.65976788,1.650932596,1.199675285,1.513085137,1.659087992,1.39038308,1.400813216,1.261692356,1.295897243,1.514211269,1.092903796,1.44300568,1.40079624
75.9989,1.319624788,1.430397918,1.398611231,1.722555447,1.432300711,1.661220201,1.655702133,1.200980272,1.52504073,1.664698458,1.383174857,1.398970684,1.260147402,1.291587473,1.520149165,1.097374273,1.443685617,1.403581104
77.0005,1.321067537,1.432705466,1.405395905,1.72489527,1.43585018,1.663513174,1.65551896,1.202322019,1.528305201,1.67175299,1.387920782,1.405675453,1.263219275,1.292961515,1.516166663,1.094685788,1.435730962,1.399306585
77.9991,1.322743458,1.433919611,1.40631114,1.729871895,1.438457674,1.664601631,1.658065766,1.199607891,1.531436428,1.673394947,1.387920782,1.397958429,1.259179551,1.293161265,1.517682213,1.094244164,1.443613411,1.403063679
78.9999,1.319498487,1.436703426,1.40590658,1.726992112,1.438995555,1.669080928,1.665188369,1.203688273,1.533217048,1.683348309,1.387323354,1.399789587,1.258788804,1.29426292,1.524007363,1.095150656,1.444925147,1.414595321
79.9993,1.325565805,1.435301457,1.41081436,1.723963841,1.441043325,1.67576537,1.667315991,1.205520157,1.530176669,1.683332264,1.390612001,1.395865677,1.257550436,1.295297992,1.52253006,1.09320596,1.450238279,1.407282171
81.0002,1.323180655,1.437501677,1.405866787,1.727784052,1.449294475,1.679774153,1.675759551,1.209355471,1.540684751,1.695911687,1.390623168,1.397537604,1.268755861,1.300999964,1.530896661,1.096312825,1.442873303,1.412014791
82.0002,1.329131387,1.439903137,1.416173125,1.723189899,1.443825563,1.678748432,1.67124716,1.205942899,1.535112742,1.688627174,1.391505352,1.399437004,1.260790632,1.296750723,1.541969259,1.093949748,1.447909647,1.414321779
83.0001,1.33482466,1.448100298,1.422559872,1.73827726,1.441340935,1.690313676,1.673092978,1.206978311,1.540206285,1.693082387,1.395838103,1.404208252,1.258897011,1.302325581,1.539430593,1.095754984,1.447981852,1.413883451
83.9988,1.327193149,1.441412434,1.410748039,1.728036033,1.442656968,1.683560226,1.671088645,1.211168974,1.538159178,1.698987014,1.39640203,1.39811766,1.261163344,1.300854691,1.539894342,1.095189395,1.45212766,1.418896205
85.0001,1.333109877,1.450910945,1.412479026,1.726555645,1.439279512,1.688481807,1.675520017,1.211916432,1.53551853,1.705656462,1.401834719,1.401927834,1.269320942,1.311471738,1.547572491,1.095251377,1.459342207,1.422518176
85.9988,1.325123751,1.448294829,1.407843163,1.731307286,1.442263797,1.685878294,1.681800729,1.212333047,1.54267735,1.706619173,1.395782268,1.405237567,1.262083103,1.324740022,1.545722277,1.097025622,1.45149586,1.423292664
86.9996,1.332536664,1.446718452,1.41053581,1.742880413,1.435902057,1.685577164,1.67855998,1.214403872,1.55093846,1.703618724,1.383202774,1.407864881,1.265275206,1.3103035,1.555876939,1.098714641,1.452554876,1.43037182
87.9997,1.338429104,1.450347474,1.415781829,1.731662759,1.431372388,1.690081556,1.672980256,1.210366377,1.543864431,1.702056992,1.393783396,1.407876255,1.26154808,1.320284978,1.554609997,1.095654262,1.450659478,1.425441459
88.9989,1.340668522,1.453124581,1.418374994,1.740905062,1.435943012,1.686944793,1.680913046,1.210868766,1.544227822,1.700671758,1.389852653,1.398794393,1.258458172,1.309274482,1.552707193,1.099791584,1.446315105,1.427840726
90.0002,1.334057137,1.453070917,1.420404428,1.738857716,1.440909538,1.693698243,1.691131972,1.216217375,1.559011816,1.708672956,1.397970977,1.401950581,1.266766057,1.31052141,1.554796453,1.098280765,1.453962886,1.427138742
90.999,1.33482466,1.449441895,1.417804631,1.741993979,1.44236755,1.698102258,1.681980379,1.217093493,1.555462689,1.695783326,1.398272483,1.409485627,1.273420781,1.312888152,1.544966892,1.098257521,1.457308414,1.428697607
91.9996,1.334518622,1.454747914,1.425736664,1.756325397,1.446119066,1.693563363,1.689469327,1.221032962,1.557812623,1.704121473,1.397049709,1.397719583,1.269922091,1.316919482,1.559309636,1.097722923,1.464264225,1.432507432
92.9995,1.329894053,1.4491937,1.419071368,1.754854009,1.443328637,1.695586575,1.691762509,1.218184046,1.553984895,1.698420084,1.403007242,1.405828997,1.271310746,1.318759609,1.554930318,1.095468315,1.462308655,1.430391595
94.0003,1.336058526,1.452406826,1.420928366,1.756091415,1.441638544,1.696565245,1.687246596,1.219305232,1.554699566,1.705811565,1.403063076,1.402729677,1.275524803,1.314268247,1.558731145,1.100341678,1.464817801,1.433453297
94.9999,1.336063384,1.452447074,1.423932724,1.755470462,1.445734085,1.695021957,1.704390862,1.218857983,1.566134298,1.706859851,1.399076499,1.405152265,1.278632746,1.316174957,1.559725576,1.097598959,1.463259363,1.429089795
95.999,1.338798292,1.452970297,1.429284857,1.755866432,1.445840569,1.696320577,1.70935414,1.219317486,1.557473457,1.709849603,1.398484654,1.403599761,1.269188689,1.312343377,1.56633758,1.100318434,1.461406085,1.429172187
97.0003,1.340906552,1.456042555,1.430458745,1.755884431,1.446023503,1.697910916,1.702633108,1.21763877,1.562845601,1.71588794,1.399902848,1.408029799,1.279233895,1.31369926,1.565993355,1.099466177,1.468319775,1.431442922
97.9997,1.344408983,1.45712925,1.430186827,1.763623846,1.454605026,1.702412171,1.710393293,1.221731405,1.56468073,1.722204394,1.397909559,1.406517103,1.263189218,1.304504679,1.566825234,1.101813759,1.460720131,1.434946247
98.9993,1.343762903,1.457525021,1.431168383,1.754638025,1.455205705,1.707656838,1.708459411,1.221970347,1.568453949,1.729157307,1.40376659,1.409303648,1.262810494,1.310636418,1.566351923,1.099380951,1.462747906,1.425998431
99.9998,1.340061305,1.453332528,1.433589113,1.775246469,1.454848028,1.708782936,1.710079786,1.21958706,1.577787064,1.728253428,1.401337793,1.412243737,1.269254815,1.319201482,1.575564746,1.105044589,1.464047608,1.430398186
100.9989,1.339939861,1.454157611,1.429835324,1.769072935,1.457493747,1.716207654,1.715106469,1.220916554,1.576575758,1.730681599,1.403917343,1.409553868,1.267228942,1.31568466,1.562436354,1.102185653,1.465991143,1.416566148
101.9993,1.344248677,1.45919531,1.438357618,1.75815226,1.460551751,1.711515056,1.717984395,1.22187232,1.571645741,1.728510151,1.400773865,1.407853507,1.267283045,1.312936576,1.56696388,1.101201683,1.462934437,1.41832605
103.0002,1.33789961,1.458745875,1.436029738,1.756347896,1.464873912,1.714153074,1.71763214,1.220879794,1.575449243,1.737901932,1.400422108,1.408643976,1.265858321,1.31874145,1.563000502,1.099411942,1.464835853,1.422617047
103.9992,1.339191769,1.460999759,1.43395388,1.763025392,1.460363356,1.711097867,1.71187981,1.224592574,1.569810612,1.741865092,1.407278575,1.40663084,1.272218482,1.324703703,1.577768747,1.102813224,1.46181525,1.424805389
104.999,1.343947498,1.465118463,1.436109324,1.776006911,1.463683475,1.722355709,1.720890501,1.223085406,1.573698906,1.747775068,1.408546016,1.407330319,1.280484286,1.321422951,1.577027705,1.101821506,1.469541253,1.415514821
105.9988,1.346570678,1.467734578,1.43618891,1.7735096,1.462487577,1.718403388,1.717487715,1.223575542,1.572148433,1.740485206,1.405542124,1.412226677,1.279083608,1.330145394,1.573805369,1.103278092,1.470756715,1.416852874
106.9996,1.340882263,1.470236658,1.430200092,1.779890118,1.462613173,1.721687578,1.72795322,1.221173876,1.582329463,1.745544787,1.405670543,1.416161961,1.277051723,1.312827621,1.571137619,1.101341143,1.472441513,1.41584439
108,1.346628971,1.475415224,1.441143115,1.773140628,1.467050009,1.724705144,1.724680769,1.22617939,1.579385989,1.754792161,1.39880291,1.416156274,1.276264217,1.318257206,1.572476275,1.103983141,1.466514634,1.418078873
108.9996,1.342752493,1.472235638,1.434159476,1.778855196,1.471970119,1.733610414,1.726353981,1.226056856,1.592001744,1.752888133,1.404498021,1.42302596,1.286910573,1.326422769,1.574259556,1.104130349,1.468361895,1.416401363
110.0001,1.34546797,1.472752153,1.436480724,1.77165574,1.468865699,1.726464868,1.718896736,1.225113344,1.586163248,1.750893182,1.404151847,1.415013222,1.283459975,1.318081668,1.577740062,1.101937723,1.466153605,1.424106701
111.0004,1.344904473,1.478702139,1.439551402,1.770283344,1.470585826,1.724849435,1.712862603,1.226467345,1.581275627,1.744223734,1.403353415,1.415525036,1.289976435,1.320878176,1.575287452,1.102991423,1.458457687,1.431723056
112.0001,1.35058803,1.479440017,1.446309548,1.764424786,1.474378297,1.730677541,1.718960142,1.229285627,1.590118163,1.748513146,1.411990999,1.414501407,1.288215067,1.316519981,1.576133674,1.104703686,1.462230432,1.430098278
113.0002,1.346803849,1.47552926,1.446176906,1.764051314,1.476715486,1.737816813,1.712961234,1.229640975,1.587441176,1.756626661,1.405274119,1.414666325,1.284824585,1.322645667,1.57804604,1.100845284,1.469511168,1.430388299
113.9986,1.348844101,1.476548874,1.450991836,1.777343311,1.473048611,1.742776035,1.71004456,1.234879304,1.590166615,1.756188092,1.406753731,1.417577981,1.282654435,1.322742515,1.576855592,1.105160805,1.470275344,1.42994338
115,1.351865615,1.478749094,1.454321168,1.780952038,1.482932516,1.747493726,1.710474312,1.235099865,1.589924354,1.763531438,1.409539869,1.417725838,1.282540217,1.324685544,1.575722516,1.100798798,1.465943006,1.429702794
