"trace","dataid","alpha","neighbours","fraction","density","cumdist","cumtime","speed","condition","wide","fd"
"1006","SG-TPD54_F_4",NA,1,0.5,2,0.07857142997449,0.200089916586876,0.392680607372713,"SG-TPD54_F",0.07857142997449,1
"1006","SG-TPD54_F_5",NA,12,0.639386900856805,18.7679791123645,0.462784786528678,0.400179833173752,1.15644204971155,"SG-TPD54_F",0.267731773818905,1.51524794018769
"1007","SG-TPD54_1",-0.29790850501875,16,0.959956147240606,16.6674280340743,1.14967967520457,0.600351989269257,1.91500935410234,"SG-TPD54",0.484820523262914,1.59998939584879
"1007","SG-TPD54_2",-0.483825469403912,10,0.623605330128518,16.0357833983541,2.22871611556452,1.8610911667347,1.19753194007945,"SG-TPD54",0.575790546470274,1.65051879382243
"1007","SG-TPD54_4",NA,10,0.545102480935473,18.3451742557447,0.741005726613552,0.360211193561554,2.05714242049762,"SG-TPD54",0.603417486498367,1.1180107653586
"1007","SG-TPD54_5",0.220260242210036,22,0.991726486803813,22.1835357759807,2.22540044473421,1.50087997317314,1.48273045447418,"SG-TPD54",0.861832688348199,1.42550519594513
"1007","SG-TPD54_F_1",NA,1,1,1,0.444958777562174,0.300134874880314,1.48252940528691,"SG-TPD54_F",0.376911961944983,1.13600482934011
"1007","SG-TPD54_F_4",NA,5,0.844510633872255,5.9205885627206,0.730749885963099,0.300134874880314,2.4347383364046,"SG-TPD54_F",0.642850434939146,1.10186437458236
"1007","SG-TPD54_F_5",NA,11,0.779516617337379,14.1113091823149,0.129474729676532,0.100044958293438,1.29416546205932,"SG-TPD54_F",0.129474729676532,1
"1008","SG-TPD54_1",0.205757897428415,16,0.734043420293718,21.7970757010502,3.6875597741854,2.22130236029625,1.66008907211245,"SG-TPD54",0.813128061859909,1.72975857139627
"1008","SG-TPD54_2",0.0559674883166347,10,0.899656665652579,11.115351424364,3.48187529652243,1.74102076888084,1.99990451507401,"SG-TPD54",1.18001367550933,1.48087479746123
"1008","SG-TPD54_3",NA,14,0.888829399693432,15.751054144731,0.653122442397926,0.360211193561554,1.81316531543687,"SG-TPD54",0.404848176202394,1.32586107185036
"1008","SG-TPD54_F_1",NA,1,1,1,0.604733200649004,0.400179833173752,1.51115361274699,"SG-TPD54_F",0.53557129564997,1.08162272225441
"1008","SG-TPD54_F_4",NA,3,1,3,0.640303159537191,0.400179833173752,1.60003854881708,"SG-TPD54_F",0.486084830568357,1.20658435134752
"1008","SG-TPD54_F_5",NA,9,0.5,18,0.174704795073727,0.400179833173752,0.436565715189033,"SG-TPD54_F",0.0677095400432409,2.43276508404424
"1009","SG-TPD54_1",0.0120673424019978,22,0.980232471601009,22.4436555994391,1.30641999819722,1.08063358068466,1.20893892393155,"SG-TPD54",0.438380392272191,1.60717915770234
"1009","SG-TPD54_2",NA,8,0.376167574452513,21.2671174851885,0.402758410267324,0.240140795707703,1.67717612944682,"SG-TPD54",0.323979139939814,1.15638804361234
"1009","SG-TPD54_3",0.435671581960755,16,0.996958119708291,16.0488185849588,2.34108792258926,1.50087997317314,1.55981022095975,"SG-TPD54",1.31230406145937,1.22269402757262
"1009","SG-TPD54_5",NA,13,0.5,26,0.07857142997449,0.300175994634628,0.261751210552751,"SG-TPD54",0.039285714987245,1.63092975357146
"1009","SG-TPD54_F_1",NA,1,0.988183296228917,1.01195800800942,0.0311370823417679,0.100044958293438,0.311230899316695,"SG-TPD54_F",0.0311370823417679,1
"1009","SG-TPD54_F_4",-0.0813915739450209,2,1,2,2.75760306391677,3.10139370709658,0.889149628957733,"SG-TPD54_F",0.812684682204159,1.54447176699509
"1009","SG-TPD54_F_5",NA,13,0.688416845670666,18.8839074490329,0.208151603362766,0.200089916586876,1.04029032003914,"SG-TPD54_F",0.19686913419882,1.05343587375385
"101","SG-TPD54_3",0.0276969402538741,15,0.932237226207859,16.0903250570853,4.02387610130698,2.22130236029625,1.81149409158793,"SG-TPD54",0.953170569138624,1.69036486131442
"101","SG-TPD54_5",-1.34561916866137,3,0.480931151056479,6.23789911177471,0.982142874681123,0.480281591415405,2.04493133244336,"SG-TPD54",0.471428579846939,1.60561462219799
"101","SG-TPD54_F_1",NA,0,1,0,0.336395364736077,0.100044958293438,3.36244195084183,"SG-TPD54_F",0.336395364736077,1
"101","SG-TPD54_F_2",NA,0,0.341373871093788,0,0.183737120637811,0.100044958293438,1.83654552685103,"SG-TPD54_F",0.183737120637811,1
"101","SG-TPD54_F_3",NA,7,0.465915234383643,15.0241921349927,0.944771851572941,0.50022479146719,1.88869457829523,"SG-TPD54_F",0.314285719897959,2.59255027008303
"101","SG-TPD54_F_4",NA,7,0.91142550682225,7.68027660802033,0.0205279482883121,0.100044958293438,0.20518723420427,"SG-TPD54_F",0.0205279482883121,1
"101","SG-TPD54_F_5",NA,6,0.817935543419067,7.33554134952895,0.230344988173992,0.200089916586876,1.15120737767902,"SG-TPD54_F",0.184247523472292,1.25510614636726
"101","SG-TPD54_F_7",-0.389268109071436,7,0.69591358560256,10.0587201411495,1.93923580329477,1.26073917746544,1.53817366665274,"SG-TPD54_F",0.665696416028677,1.55499933957506
"101","SG-TPD54_F_8",-0.394948766379106,9,0.670672613020252,13.419364120849,2.46577190358459,1.92112636566162,1.2835032341745,"SG-TPD54_F",0.440825888822731,1.96997732277055
"1010","SG-TPD54_2",-0.354058176480439,12,0.5,24,3.27770999507511,1.92112636566162,1.70613971764751,"SG-TPD54",0.647753378055552,1.89451228942066
"1010","SG-TPD54_3",-0.307368669570668,17,1,17,4.86638451071392,1.68098556995392,2.89495912261003,"SG-TPD54",1.34836045967477,1.62646320860703
"1010","SG-TPD54_4",-0.606357005109531,11,0.718471447001332,15.3102813562188,1.12956232542801,0.600351989269257,1.88150009597353,"SG-TPD54",0.361586733565485,1.90488797947786
"1010","SG-TPD54_5",NA,24,0.969600436030359,24.75246411631,0.483313813043791,0.240140795707703,2.0126268492592,"SG-TPD54",0.240340015640565,1.76700840254891
"1010","SG-TPD54_F_1",NA,1,0.649150038102182,1.54047591666719,0.065507303521544,0.300134874880314,0.218259552635017,"SG-TPD54_F",0.0352126393018727,1.81087641056033
"1010","SG-TPD54_F_4",NA,7,1,7,0.022690056848005,0.100044958293438,0.226798603698286,"SG-TPD54_F",0.022690056848005,1
"1010","SG-TPD54_F_5",NA,12,0.652514505540823,18.3903957660743,0.957258566835922,0.400179833173752,2.39207098279812,"SG-TPD54_F",0.622377144772727,1.36519077867143
"1011","SG-TPD54_1",NA,19,1,19,0.668195502382566,0.300175994634628,2.22601245378028,"SG-TPD54",0.409763841746375,1.37535687729075
"1011","SG-TPD54_2",NA,8,0.379373300487331,21.0874091290121,0.234734521606903,0.240140795707703,0.977487065099178,"SG-TPD54",0.166470330637143,1.27147900686182
"1011","SG-TPD54_3",-0.467344747107706,9,0.609305960925292,14.7709042372285,1.54410406520029,2.46144315600395,0.627316564850953,"SG-TPD54",0.355911105066957,1.65337617739059
"1011","SG-TPD54_5",0.138295544922346,14,0.643383721330086,21.7599537194653,1.09574254049606,0.600351989269257,1.82516683559222,"SG-TPD54",0.440716686481344,1.61245322245639
"1011","SG-TPD54_F_1",NA,0,1,0,0.392918860613375,0.300134874880314,1.30914096794003,"SG-TPD54_F",0.307673769443031,1.21420373189893
"1011","SG-TPD54_F_4",NA,6,1,6,0.367342998408471,0.100044958293438,3.67177921481092,"SG-TPD54_F",0.367342998408471,1
"1011","SG-TPD54_F_5",NA,9,0.774443119439717,11.6212537423164,0.589096119207311,0.300134874880314,1.96277130220947,"SG-TPD54_F",0.320616478355193,1.78198242161083
"1012","SG-TPD54_1",NA,10,0.947388920552093,10.5553271555809,0.236677642522575,0.300175994634628,0.788462924261007,"SG-TPD54",0.0792960677969342,2.56607541099038
"1012","SG-TPD54_4",-0.194558599873318,11,0.751424428689307,14.6388639762312,1.03405002729413,0.660387188196182,1.5658238769268,"SG-TPD54",0.223718946497453,2.60456348829752
"1012","SG-TPD54_F_1",NA,1,0.999968048497052,1.00003195252388,0.176853253762364,0.100044958293438,1.76773779287951,"SG-TPD54_F",0.176853253762364,1
"1012","SG-TPD54_F_4",NA,4,1,4,0.132460971563067,0.100044958293438,1.32401446132399,"SG-TPD54_F",0.132460971563067,1
"1012","SG-TPD54_F_5",NA,7,0.805365055679273,8.69171061078129,0.125568476383673,0.200089916586876,0.627560241543473,"SG-TPD54_F",0.0811739821296503,1.65864364816681
"1013","SG-TPD54_1",-0.0910962684058616,14,1,14,1.66907340725472,1.26073917746544,1.32388477893595,"SG-TPD54",0.413042692715673,1.87319981275286
"1013","SG-TPD54_2",NA,13,0.996551720747707,13.0449827433404,0.350584767088056,0.300175994634628,1.16793072515604,"SG-TPD54",0.200463022099372,1.45342207273356
"1013","SG-TPD54_4",NA,18,1,18,0.418004920987587,0.300175994634628,1.39253280894889,"SG-TPD54",0.261862768236258,1.35320388964606
"1013","SG-TPD54_5",-0.00351507387945979,12,0.607212558095374,19.7624371235668,2.91066613800236,1.44084477424622,2.02011083360807,"SG-TPD54",0.752849009150447,1.72445633374268
"1013","SG-TPD54_F_1",NA,0,1,0,0.0779556692117323,0.100044958293438,0.77920637422911,"SG-TPD54_F",0.0779556692117323,1
"1013","SG-TPD54_F_4",NA,5,1,5,0.0295849674301917,0.200089916586876,0.147858362554449,"SG-TPD54_F",0.0284693709319641,1.03625588248625
"1013","SG-TPD54_F_5",NA,13,0.685872345437371,18.9539643732247,0.0101195163735293,0.100044958293438,0.101149688561497,"SG-TPD54_F",0.0101195163735293,1
"1014","SG-TPD54_3",NA,10,0.736449321456632,13.5786668663376,0.322244510896877,0.240140795707703,1.34189823910266,"SG-TPD54",0.291846990486471,1.06560101393129
"1014","SG-TPD54_4",NA,7,0.544316171230925,12.8601727635064,0.15921486582538,0.240140795707703,0.663006322420846,"SG-TPD54",0.107559355418696,1.3222177108547
"1014","SG-TPD54_F_1",NA,1,0.969975358993024,1.0309540244797,0.047277609535101,0.100044958293438,0.472563638803595,"SG-TPD54_F",0.047277609535101,1
"1014","SG-TPD54_F_4",NA,5,0.668151782442037,7.48332958377426,0.146464051205583,0.100044958293438,1.46398233058377,"SG-TPD54_F",0.146464051205583,1
"1014","SG-TPD54_F_5",NA,7,0.586268572965943,11.9399202392632,0.0453555466349433,0.100044958293438,0.453351647185585,"SG-TPD54_F",0.0453555466349433,1
"1015","SG-TPD54_1",-0.380818046245517,2,0.438418121925008,4.56185522445649,1.78727252632072,0.660387188196182,2.70640096941096,"SG-TPD54",0.591459606518624,1.80189216030054
"1015","SG-TPD54_3",-1.09645783646605,7,0.481798108567427,14.5289071823335,0.555592507165632,0.660387188196182,0.841313273631501,"SG-TPD54",0.216063068716139,1.61311289332213
"1015","SG-TPD54_4",NA,8,0.505043421259314,15.8402221734761,0.711626265536727,0.360211193561554,1.97558065450601,"SG-TPD54",0.5075798302401,1.23241489962336
"1015","SG-TPD54_5",-0.157487183565482,22,0.9473840651353,23.2218387553923,1.10602775586404,1.38080957531929,0.800999482936156,"SG-TPD54",0.219939321904858,2.03346609205977
"1015","SG-TPD54_F_1",NA,2,0.552341284531895,3.62094968456864,0.148671941970129,0.100044958293438,1.48605131638983,"SG-TPD54_F",0.148671941970129,1
"1015","SG-TPD54_F_4",NA,3,0.761241469904937,3.94093085913283,0.174885486229177,0.100044958293438,1.74806896031909,"SG-TPD54_F",0.174885486229177,1
"1015","SG-TPD54_F_5",NA,16,0.957912893768071,16.7029800977644,0.292123029723481,0.100044958293438,2.91991755213358,"SG-TPD54_F",0.292123029723481,1
"1016","SG-TPD54_1",0.431425422984737,8,0.637522197266241,12.5485826757167,0.915672695849888,0.720422387123108,1.27102198962262,"SG-TPD54",0.545814830026166,1.25267959763127
"1016","SG-TPD54_2",-0.474178469580446,12,0.689732676322394,17.3980447961131,2.72950641961135,1.56091517210007,1.74865775437306,"SG-TPD54",0.532201810402936,1.9842682125373
"1016","SG-TPD54_3",NA,11,0.602516760573915,18.256753537482,0.277378833140649,0.240140795707703,1.1550675191327,"SG-TPD54",0.138807471293713,1.75484127689617
