"trace","dataid","alpha","neighbours","fraction","density","cumdist","cumtime","speed","condition","wide","fd"
"0","SG-TPD54_1",-0.290414967329163,6,0.413730069089394,14.5022091655214,1.02287346311036,0.960563182830811,1.06486848693901,"SG-TPD54",0.493054190567548,1.36887865029751
"0","SG-TPD54_3",0.0600969657050229,13,0.962703543292703,13.503637844249,1.30193088547464,0.660387188196182,1.97146599562418,"SG-TPD54",0.430017938144506,1.80440985624108
"0","SG-TPD54_F_1",NA,0,0.839719179619452,0,1.51923998656952,0.700314708054066,2.16936752733777,"SG-TPD54_F",0.811539057764754,1.43171940278514
"0","SG-TPD54_F_2",NA,7,0.907103159932187,7.71687312887688,0.543153381160649,0.200089916586876,2.71454649202585,"SG-TPD54_F",0.397212828853426,1.39827211423855
"0","SG-TPD54_F_3",NA,3,0.25,12,0.392857149872449,0.300134874880314,1.30893535790904,"SG-TPD54_F",0.196428574936225,2
"0","SG-TPD54_F_4",0.235064724111161,3,0.498373373284488,6.01958322979566,0.23571428992347,1.10049454122782,0.214189422203298,"SG-TPD54_F",0.07857142997449,1.79248125036058
"0","SG-TPD54_F_5",0.178691916423513,0,0.5,0,1.10000001964286,3.60161849856377,0.305418250178777,"SG-TPD54_F",0.157142859948979,2.16870935476056
"0","SG-TPD54_F_6",0.332276666826123,0,0.5,0,1.37958919978292,0.480281591415405,2.87245904161603,"SG-TPD54_F",1.30411314799176,1.02780897979108
"0","SG-TPD54_F_7",0.101311640656092,1,0.348368024564447,2.87052751540635,3.35489375956454,3.72218233346939,0.901324400311548,"SG-TPD54_F",0.534463044313751,1.79650304697456
"0","SG-TPD54_F_8",NA,3,0.805144904725516,3.72603736593569,1.06256291252373,0.360211193561554,2.94983312988622,"SG-TPD54_F",0.520898661658991,1.57815753702983
"0","SG-TPD54_F_9",0.178691916423513,0,0.5,0,1.10000001964286,3.60161849856377,0.305418250178777,"SG-TPD54_F",0.157142859948979,2.16870935476056
"1","SG-TPD54_1",-0.420688559471461,11,0.422681420173149,26.0243281937823,0.275000004910714,0.540316790342331,0.508960687185903,"SG-TPD54",0.15714285994898,1.32107036326529
"1","SG-TPD54_2",NA,4,0.379373300487331,10.543704564506,0.0785714299744898,0.240140795707703,0.327189013190938,"SG-TPD54",0.0785714299744898,1
"1","SG-TPD54_3",-0.574703851830866,18,1,18,1.97033906758272,0.780457586050034,2.52459467727745,"SG-TPD54",0.779106402155289,1.54218643308845
"1","SG-TPD54_4",-0.437273560000451,10,0.628640050324304,15.9073542877855,1.05754220700365,0.720422387123108,1.46794745125395,"SG-TPD54",0.461129771851993,1.52939483707052
"1","SG-TPD54_5",-0.1196624164076,3,0.499901455579356,6.00118276615774,0.589285724808674,0.540316790342331,1.09063004396979,"SG-TPD54",0.275000004910714,1.49475316015058
"1","SG-TPD54_F_1",NA,4,0.782297992900145,5.11314107450429,0.332720809098575,0.100044958293438,3.32571290721802,"SG-TPD54_F",0.332720809098575,1
"1","SG-TPD54_F_2",NA,3,1,3,0.128627574645763,0.100044958293438,1.28569771870453,"SG-TPD54_F",0.128627574645763,1
"1","SG-TPD54_F_3",-0.601623695210526,4,0.480931151056479,8.31719881569961,2.08998987215486,0.800359666347504,2.61131333828037,"SG-TPD54_F",0.888170056068264,1.63791896944447
"1","SG-TPD54_F_4",NA,5,0.5869442331413,8.51869686706046,0.0731032649466784,0.200089916586876,0.365352068678274,"SG-TPD54_F",0.0511450301879758,1.4817986170732
"1","SG-TPD54_F_5",0.0325747293334536,4,0.336726920659253,11.8790620962787,2.37707570395559,1.90085420757532,1.25053025870286,"SG-TPD54_F",0.432038279153781,2.32115721247879
"1","SG-TPD54_F_8",0.123686146693638,3,0.866263312892752,3.46315024006034,5.24199077419859,2.88168954849243,1.81906853114728,"SG-TPD54_F",2.53692447523063,1.22922692753872
"1","SG-TPD54_F_9",0.0325747293334536,1,0.336726920659253,2.96976552406969,2.37707570395559,1.90085420757532,1.25053025870286,"SG-TPD54_F",0.432038279153781,2.32115721247879
"10","SG-TPD54_1",-0.804586584827366,14,0.65100067514609,21.5053540410819,0.732909376787636,0.600351989269257,1.22079944747035,"SG-TPD54",0.147973018217704,3.00524599226979
"10","SG-TPD54_2",0.289027182295969,7,0.828781319257904,8.44613631768129,0.893891230492501,0.840492784976959,1.06353230684426,"SG-TPD54",0.360207176912718,1.5051869157568
"10","SG-TPD54_3",NA,13,0.581384340577296,22.360423376886,0.274492300693543,0.240140795707703,1.14304735221937,"SG-TPD54",0.140159412011504,1.71710900524743
"10","SG-TPD54_4",-0.216317334802628,7,0.743897743897732,9.40989545595709,4.79930129896889,5.22306230664253,0.91886732671469,"SG-TPD54",0.713156944835853,1.75174626392563
"10","SG-TPD54_F_1",0.0414612735579004,3,1,3,1.97211207217418,2.70121387392282,0.730083645435374,"SG-TPD54_F",0.924845164235359,1.29407484013941
"10","SG-TPD54_F_2",NA,1,0.460368265011418,2.17217405282095,0.558571555464556,0.200089916586876,2.79160272038013,"SG-TPD54_F",0.385793217450642,1.50798273778436
"10","SG-TPD54_F_3",NA,4,0.492871512507655,8.11570540899922,0.321567092338986,0.300134874880314,1.07140862076498,"SG-TPD54_F",0.310539534256405,1.02582137465758
"10","SG-TPD54_F_4",NA,9,1,9,0.372508307352217,0.400179833173752,0.930852273084135,"SG-TPD54_F",0.232274511479064,1.41539007770409
"10","SG-TPD54_F_5",0.226602347429581,4,0.5,8,2.30980855842494,1.00044958293438,2.30877057457522,"SG-TPD54_F",1.1462129534448,1.41285863641617
"10","SG-TPD54_F_7",0.0554451270193555,0,0.380237188277823,0,4.16634020685468,1.92112636566162,2.1686965945209,"SG-TPD54_F",1.57087668874956,1.38689572559135
"10","SG-TPD54_F_8",-0.00931982503814281,1,0.29156399495442,3.42977877003067,2.27444250696758,1.32077437639236,1.72205226541426,"SG-TPD54_F",0.335657295988498,2.7678478556218
"10","SG-TPD54_F_9",0.226602347429581,1,0.5,2,2.30980855842494,1.00044958293438,2.30877057457522,"SG-TPD54_F",1.1462129534448,1.41285863641617
"100","SG-TPD54_3",0.0265616134389408,20,0.846959149149469,23.6138897845124,7.6532805315469,6.24366068840027,1.22576816926735,"SG-TPD54",1.50434338299499,1.53909426282935
"100","SG-TPD54_F_1",NA,3,0.881270184356404,3.40417734907362,1.15444517976784,0.50022479146719,2.307852788307,"SG-TPD54_F",0.53775296019819,1.74332366458211
"100","SG-TPD54_F_2",NA,7,0.855258700153722,8.18465804410039,0.0769717661296696,0.100044958293438,0.769371764881012,"SG-TPD54_F",0.0769717661296696,1
"100","SG-TPD54_F_3",NA,9,0.651703110422511,13.8099693803289,0.604869527019327,0.300134874880314,2.01532570068884,"SG-TPD54_F",0.336416838731333,1.7336642088654
"100","SG-TPD54_F_4",NA,6,1,6,0.299421955429222,0.200089916586876,1.49643700460647,"SG-TPD54_F",0.17255095427066,2.00677714071308
"100","SG-TPD54_F_5",NA,5,1,5,0.120723543160499,0.100044958293438,1.20669292305975,"SG-TPD54_F",0.120723543160499,1
"100","SG-TPD54_F_7",-0.456128211772932,6,0.81737430840332,7.34057816390211,1.22274082733887,1.26073917746544,0.969860260705976,"SG-TPD54_F",0.255445553163269,2.02664524352896
"1000","SG-TPD54_1",-0.223139268101635,11,0.606015571740628,18.1513487655197,4.4849530957488,3.06179514527321,1.46481161637239,"SG-TPD54",0.846454508606681,1.74286274522548
"1000","SG-TPD54_2",-0.0851435619604063,14,1,14,2.36867849967259,1.38080957531929,1.71542734205394,"SG-TPD54",0.732328827144276,1.59840747002975
"1000","SG-TPD54_3",NA,11,0.88645602184724,12.4089630268151,0.939445806771279,0.42024639248848,2.23546429799997,"SG-TPD54",0.403008874466268,1.76968718129577
"1000","SG-TPD54_4",-0.127874714466471,18,0.904692378189441,19.8962657738129,0.655184497790992,0.600351989269257,1.09133393326218,"SG-TPD54",0.2289298947687,1.78097561263716
"1000","SG-TPD54_5",0.26542643518548,14,0.661505806795634,21.1638353831188,0.808393558072559,1.14066877961159,0.708701397392351,"SG-TPD54",0.219720838556066,1.79347826862038
"1000","SG-TPD54_F_1",NA,1,0.659483259408943,1.5163387178262,0.139395348106697,0.100044958293438,1.39332706499653,"SG-TPD54_F",0.139395348106697,1
"1000","SG-TPD54_F_4",0.0698454588323079,8,1,8,1.55034302528244,0.800359666347504,1.93705791342228,"SG-TPD54_F",0.910723923600648,1.31946984226342
"1000","SG-TPD54_F_5",-0.0645410846118613,6,0.434357099041259,13.813518907009,1.2910943200596,1.30058445781469,0.992703174562731,"SG-TPD54_F",0.310550622421695,2.17356849757435
"1000","SG-TPD54_F_9",-0.0645410846118613,5,0.434357099041259,11.5112657558408,1.2910943200596,1.30058445781469,0.992703174562731,"SG-TPD54_F",0.310550622421695,2.17356849757435
"1001","SG-TPD54_1",-0.0376206213845817,14,0.633614608658265,22.0954501501255,0.920957099151335,0.660387188196182,1.39457142054328,"SG-TPD54",0.448529031810572,1.42863225175784
"1001","SG-TPD54_2",-0.449281325995815,9,1,9,1.44165308851925,0.780457586050034,1.84718953891599,"SG-TPD54",0.478908178285939,1.79692015139099
"1001","SG-TPD54_3",-0.854198396297232,13,0.99937932819813,13.0080737445699,3.17347954712438,2.04119676351547,1.55471515722905,"SG-TPD54",0.558145323158004,1.9718007498667
"1001","SG-TPD54_4",0.0390364780431943,11,0.919726028528391,11.9600833930954,1.99978296834203,2.3413727581501,0.854107045271185,"SG-TPD54",0.531893486540666,1.56009074505818
"1001","SG-TPD54_5",-0.561608253464837,9,0.379373300487331,23.7233352701386,2.79539064007654,1.68098556995392,1.66294743395874,"SG-TPD54",0.353571434885204,2.63506423649257
"1001","SG-TPD54_F_1",NA,4,0.605812647216597,6.6027013770313,0.0607574216008923,0.100044958293438,0.607301183760676,"SG-TPD54_F",0.0607574216008923,1
"1001","SG-TPD54_F_4",NA,4,0.52161242475322,7.66852898853481,0.321279676443661,0.50022479146719,0.642270598986764,"SG-TPD54_F",0.0835754170833009,4.02464514327225
"1001","SG-TPD54_F_5",NA,9,0.5,18,0.07857142997449,0.300134874880314,0.261787071581809,"SG-TPD54_F",0.07857142997449,1
"1002","SG-TPD54_3",-0.218749785822709,18,0.979060641326479,18.3849694699326,1.71796242358117,0.900527983903885,1.90772797102164,"SG-TPD54",0.793284579654693,1.39926473363756
"1002","SG-TPD54_4",-0.559231320081588,14,0.722375929763,19.3804907156765,2.33240149510424,1.56091517210007,1.49425256208267,"SG-TPD54",0.437656739735085,2.03118461940909
"1002","SG-TPD54_5",-0.613020581160302,8,0.591928236160364,13.5151518567407,2.52862125831787,1.50087997317314,1.6847591436455,"SG-TPD54",0.568315560743506,1.84558745427215
"1002","SG-TPD54_F_1",NA,3,0.5,6,0.198719004833404,0.200089916586876,0.993148521540432,"SG-TPD54_F",0.188442450403837,1.05078762826566
"1002","SG-TPD54_F_4",-0.309408591085222,4,0.99395875072156,4.02431187118803,3.21970353520172,2.80125883221626,1.14937737926002,"SG-TPD54_F",0.95932540253464,1.56147672870119
"1002","SG-TPD54_F_5",-0.247265333666668,11,0.496590197512202,22.1510614891461,2.09771867963174,1.20053949952126,1.74731333743559,"SG-TPD54_F",0.522173501681856,2.18415581616642
"1002","SG-TPD54_F_9",-0.247265333666668,7,0.496590197512202,14.0961300385475,2.09771867963174,1.20053949952126,1.74731333743559,"SG-TPD54_F",0.522173501681856,2.18415581616642
"1003","SG-TPD54_1",NA,17,0.883331661051435,19.2453194531313,0.401966248913419,0.300175994634628,1.33910191387119,"SG-TPD54",0.195851473799394,1.67025209152182
"1003","SG-TPD54_2",NA,11,0.900377395208089,12.217099250318,0.668751922298861,0.42024639248848,1.59133292813976,"SG-TPD54",0.36145525078087,1.42022193368828
"1003","SG-TPD54_3",0.118378577817817,11,0.646275295667598,17.0206103710603,0.73106744974271,0.600351989269257,1.21773136894667,"SG-TPD54",0.325997097063152,1.50784657619763
"1003","SG-TPD54_4",-0.334139281536694,11,0.803877230327241,13.6836815187838,2.14104842908177,1.44084477424622,1.48596744586999,"SG-TPD54",0.828747669952068,1.43411679501037
"1003","SG-TPD54_5",-0.809463827952623,17,0.753487114267968,22.5617660582237,1.68610743800078,1.50087997317314,1.12341257671393,"SG-TPD54",0.565148730737166,1.50488918191493
"1003","SG-TPD54_F_1",NA,4,0.5,8,0.07857142997449,0.100044958293438,0.785361214745426,"SG-TPD54_F",0.07857142997449,1
"1003","SG-TPD54_F_4",NA,3,0.636276907138555,4.71492830612305,0.458739566460347,0.100044958293438,4.58533417660924,"SG-TPD54_F",0.458739566460347,1
"1003","SG-TPD54_F_5",0.222241509385225,9,0.487557746971594,18.4593518529906,2.58074266040633,2.30103404074907,1.12155779301996,"SG-TPD54_F",1.30930195377308,1.27149070395286
"1003","SG-TPD54_F_9",0.222241509385225,6,0.487557746971594,12.3062345686604,2.58074266040633,2.30103404074907,1.12155779301996,"SG-TPD54_F",1.30930195377308,1.27149070395286
"1004","SG-TPD54_1",NA,17,0.980108131899703,17.3450249484713,0.66169235969937,0.300175994634628,2.20434802091612,"SG-TPD54",0.361637498482519,1.50872168307432
"1004","SG-TPD54_3",0.0516660814433428,11,0.601720633098003,18.280908772175,1.65832085484535,0.900527983903885,1.84149841480367,"SG-TPD54",0.524191894190513,1.71053930510086
"1004","SG-TPD54_5",0.204591467148418,6,0.428236428218002,14.0109519056272,1.60024689218594,0.720422387123108,2.22126202737296,"SG-TPD54",0.547298163278362,1.71910051189886
"1004","SG-TPD54_F_1",NA,1,1,1,0.163748096174101,0.200089916586876,0.818372554536023,"SG-TPD54_F",0.0826316533743627,2.64932780819246
"1004","SG-TPD54_F_4",NA,1,0.499901455579356,2.00039425538591,0.550242380938149,0.600269749760628,0.916658520869278,"SG-TPD54_F",0.302351741452786,1.44447258295167
"1004","SG-TPD54_F_5",-0.360550244843218,15,0.73180745884148,20.4971947453862,1.64227822787051,1.10049454122782,1.49230929036525,"SG-TPD54_F",0.487074255938642,1.9574154495356
"1004","SG-TPD54_F_9",-0.360550244843218,8,0.73180745884148,10.9318371975393,1.64227822787051,1.10049454122782,1.49230929036525,"SG-TPD54_F",0.487074255938642,1.9574154495356
"1005","SG-TPD54_5",0.389575441474517,15,0.609645993249042,24.604442850611,1.28932783885376,1.56091517210007,0.826007628024456,"SG-TPD54",0.530874931819502,1.36842625221115
"1005","SG-TPD54_F_1",NA,1,1,1,0.0795429315765602,0.100044958293438,0.795071865023482,"SG-TPD54_F",0.0795429315765602,1
"1005","SG-TPD54_F_4",NA,2,0.717518536594173,2.78738443398738,0.237330030435112,0.200089916586876,1.18611689426172,"SG-TPD54_F",0.22379118788413,1.05648596429518
"1005","SG-TPD54_F_5",0.0525587156195815,4,0.283285652682112,14.1200232420121,2.19025419638615,2.00089916586876,1.09463496899164,"SG-TPD54_F",0.864797329051159,1.43932396916529
"1005","SG-TPD54_F_9",0.0525587156195815,2,0.283285652682112,7.06001162100607,2.19025419638615,2.00089916586876,1.09463496899164,"SG-TPD54_F",0.864797329051159,1.43932396916529
"1006","SG-TPD54_2",-0.728682912911151,13,0.790538704843949,16.4444826298115,3.16161763930696,3.48204153776169,0.907978151615991,"SG-TPD54",0.356378103949873,2.15208615777742
"1006","SG-TPD54_4",-1.22298910046729,8,0.424800011752193,18.8323911927451,2.36481411639369,1.14066877961159,2.07318211794921,"SG-TPD54",0.570494082307124,1.90352626765104
"1006","SG-TPD54_5",-1.05668946669155,15,0.767292462169924,19.5492602098287,1.72934010812232,1.68098556995392,1.02876558789837,"SG-TPD54",0.512533325479912,1.57470997003403
"1006","SG-TPD54_F_1",NA,0,1,0,0.43058059937111,0.300134874880314,1.43462368224557,"SG-TPD54_F",0.410849822923182,1.03502106199456
