PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
4,17,27,2,28,NORM. DIFFUSION,7.609E-3,6.418,3.249,1.481,0.635,0.043,0.311,0.450,7.446,0.176,1.534,0.208,0.278,0.040,0.210,0.064,0.582
5,24,42,21,62,NORM. DIFFUSION,2.291E-2,4.740,3.030,2.112,0.998,8.595E-5,0.012,0.017,1.677,0.740,1.133,0.274,0.068,0.012,0.750,0.901,0.590
9,27,12,0,11,NORM. DIFFUSION,9.194E-3,4.027,4.523,1.961,0.271,0.028,0.207,0.185,2.085,0.649,0.237,0.284,0.209,0.020,0.713,0.737,0.702
10,29,22,3,24,NORM. DIFFUSION,2.97E-3,0.013,4.562,1.869,-0.227,0.019,0.243,0.162,2.104,0.215,1.602,0.158,0.163,0.035,0.241,0.071,0.467
10,31,49,36,84,NORM. DIFFUSION,5.897E-3,0.242,4.264,1.924,0.816,0.005,0.082,0.076,2.268,0.637,0.379,0.114,-1.033E-4,0.018,0.543,0.818,0.596
10,34,12,110,121,NORM. DIFFUSION,4.498E-3,0.347,4.350,1.416,0.270,0.104,0.416,0.396,2.538,0.341,0.354,0.126,2.776E-17,0.006,0.205,0.332,0.618
13,43,15,2,16,NORM. DIFFUSION,5.01E-3,0.419,4.995,1.290,0.837,0.056,0.437,0.154,2.061,0.868,1.333,0.260,0.657,0.008,0.396,0.568,0.515
13,45,11,46,56,NORM. DIFFUSION,8.454E-2,0.116,4.942,1.959,0.843,0.005,0.084,0.152,1.032,1.039,0.267,0.486,0.051,0.042,0.854,0.873,0.627
14,49,29,2,30,NORM. DIFFUSION,3.251E-2,4.019,5.040,2.028,0.870,0.005,0.081,0.156,1.787,0.669,-0.003,0.068,0.462,0.043,0.661,0.821,0.596
16,57,22,2,23,NORM. DIFFUSION,3.789E-4,4.638,5.200,2.153,0.105,0.008,0.124,0.046,4.855,0.214,0.167,0.054,0.371,0.014,0.075,0.130,0.534
16,59,72,36,107,NORM. DIFFUSION,1.902E-3,4.592,5.276,2.395,0.999,0.001,0.049,0.030,2.331,0.530,0.339,0.116,0.120,0.009,0.555,0.746,0.625
16,62,14,136,149,NORM. DIFFUSION,5.531E-3,4.597,5.240,2.151,-0.227,0.004,0.080,0.052,1.568,0.607,-0.130,0.125,0.236,0.019,0.719,0.551,0.581
16,64,48,200,247,NORM. DIFFUSION,1.024E-2,4.668,5.372,1.954,0.820,0.005,0.084,0.074,3.040,0.806,-0.069,0.126,0.082,0.016,0.844,0.940,0.593
17,66,12,0,11,NORM. DIFFUSION,6.05E-2,1.187,5.210,1.868,0.992,0.018,0.178,0.276,1.808,1.062,0.124,0.242,0.275,0.046,0.614,0.852,0.661
20,77,39,0,38,NORM. DIFFUSION,1.952E-2,6.491,5.715,1.779,0.916,0.010,0.129,0.127,1.743,0.965,0.867,0.250,0.007,0.015,0.883,0.972,0.635
21,89,29,32,60,NORM. DIFFUSION,2.508E-2,0.684,6.057,1.881,0.895,0.020,0.167,0.277,2.492,0.666,0.218,0.063,0.136,0.019,0.615,0.823,0.636
22,93,10,12,21,NORM. DIFFUSION,1.415E-11,0.060,5.604,1.451,-0.227,0.030,0.297,0.338,2.222,2.460E-11,2.446,0.510,Infinity,0.039,-0.143,-0.143,0.647
23,95,37,18,54,NORM. DIFFUSION,4.215E-2,0.442,5.536,1.589,0.494,0.023,0.187,0.341,1.922,0.801,0.977,0.318,0.063,0.032,0.805,0.915,0.603
24,100,10,23,32,NORM. DIFFUSION,8.108E-2,5.924,6.372,1.806,0.972,0.024,0.190,0.427,1.929,0.918,0.178,0.273,0.663,0.014,0.866,0.933,0.614
25,101,19,0,18,NORM. DIFFUSION,1.104E-2,3.545,6.204,1.690,0.933,0.017,0.173,0.272,2.572,0.356,0.307,0.473,0.406,0.043,0.296,0.422,0.563
26,104,13,0,12,NORM. DIFFUSION,3.877E-2,7.668,6.415,1.460,0.955,0.047,0.267,0.432,2.949,0.860,0.530,0.130,-0.046,0.009,0.502,0.681,0.538
26,106,12,25,36,NORM. DIFFUSION,6.907E-3,7.383,6.173,1.932,0.992,0.014,0.141,0.138,1.587,0.619,-0.224,0.414,0.177,0.015,0.282,0.577,0.620
26,108,28,49,76,NORM. DIFFUSION,3.87E-2,7.017,6.084,1.608,0.811,0.028,0.203,0.295,1.632,0.968,0.288,0.293,-0.005,0.017,0.939,0.988,0.645
26,110,11,92,102,NORM. DIFFUSION,8.27E-3,6.673,5.993,2.012,0.853,0.051,0.275,0.215,2.083,0.748,-0.136,0.031,0.160,0.009,0.983,0.979,0.660
26,112,11,116,126,NORM. DIFFUSION,9.472E-2,6.618,6.091,1.572,0.843,0.012,0.137,0.204,1.417,1.353,-0.160,0.334,-0.095,0.038,0.871,0.924,0.707
28,116,29,1,29,NORM. DIFFUSION,3.926E-3,4.466,0.407,1.864,0.510,0.019,0.155,0.103,2.405,0.748,-0.417,0.284,-0.050,0.012,0.579,0.850,0.580
28,118,22,41,62,NORM. DIFFUSION,8.77E-3,4.435,0.345,1.856,0.899,0.001,0.049,0.032,2.573,0.796,0.041,0.069,-0.010,0.018,0.668,0.792,0.569
28,120,12,74,85,NORM. DIFFUSION,1.101E-2,4.307,0.393,2.313,0.800,0.042,0.225,0.195,3.276,0.905,-0.193,0.106,0.131,0.015,0.661,0.810,0.566
28,122,21,97,117,NORM. DIFFUSION,6.085E-2,3.781,0.442,1.856,0.876,0.023,0.191,0.442,2.494,0.616,0.183,0.171,0.125,0.057,0.451,0.558,0.556
29,124,22,19,40,NORM. DIFFUSION,7.171E-2,3.418,1.322,1.799,0.932,1.677E-4,0.017,0.032,2.499,0.817,0.806,0.012,0.249,0.023,0.641,0.851,0.602
33,139,13,10,22,NORM. DIFFUSION,5.223E-2,3.572,6.988,1.804,0.849,0.005,0.083,0.170,2.018,0.808,-0.197,0.175,0.086,0.043,0.663,0.861,0.659
34,141,19,7,25,NORM. DIFFUSION,2.931E-2,4.095,7.821,1.772,0.115,0.005,0.090,0.156,2.515,0.501,0.983,0.161,0.552,0.036,0.635,0.662,0.556
37,157,13,24,36,NORM. DIFFUSION,1.634E-2,4.354,0.935,1.592,0.950,0.010,0.140,0.127,2.612,0.664,0.909,0.547,0.883,0.025,0.500,0.418,0.523
39,159,11,0,10,NORM. DIFFUSION,1.048E-1,1.280,7.684,1.449,0.901,0.147,0.490,0.796,1.929,1.387,0.075,0.215,0.010,0.044,0.981,0.997,0.530
40,161,14,1,14,NORM. DIFFUSION,1.74E-2,6.643,0.883,1.838,0.580,0.026,0.199,0.262,1.753,0.627,0.218,0.256,-0.017,0.010,0.560,0.749,0.570
