PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
22,92,12,0,11,DIRECTED/ACTIVE,1.925E-2,1.168,0.270,5.690,1.217,0.580,0.227,0.566,0.865,1.480,1.369,-0.015,0.511,-0.088,0.023,0.988,0.979,0.682
23,94,18,0,17,DIRECTED/ACTIVE,5.933E-2,7.567E-6,0.831,5.780,1.796,0.808,0.024,0.201,0.402,1.367,0.604,0.481,0.203,0.100,0.032,0.691,0.885,0.569
25,102,30,19,48,DIRECTED/ACTIVE,7.185E-2,0.783,3.176,6.825,1.573,0.705,0.017,0.166,0.326,2.134,1.209,0.321,0.104,-0.029,0.020,0.993,0.990,0.605
26,105,12,13,24,DIRECTED/ACTIVE,1.787E-2,0.501,7.513,6.357,1.300,0.441,0.154,0.480,0.532,2.113,1.132,-0.157,0.570,0.042,0.019,0.957,0.964,0.653
26,107,12,37,48,DIRECTED/ACTIVE,1.32E-3,1.021,7.317,6.270,1.302,0.721,0.127,0.414,0.446,1.061,1.602,-0.023,0.520,-0.097,0.028,0.978,0.982,0.590
26,109,15,77,91,DIRECTED/ACTIVE,2.916E-2,0.280,6.701,6.155,1.326,0.649,0.080,0.356,0.415,2.033,1.123,0.116,0.387,-0.052,0.019,0.998,0.996,0.667
28,121,11,86,96,DIRECTED/ACTIVE,4.896E-2,1.178,4.073,0.516,1.388,0.925,0.132,0.505,0.827,0.915,1.471,1.826,0.504,0.043,0.035,1.000,0.996,0.606
29,123,19,0,18,DIRECTED/ACTIVE,1.979E-2,0.544,3.575,0.939,1.252,0.343,0.140,0.463,0.590,1.377,1.033,0.389,0.513,-0.063,0.025,0.828,0.925,0.704
34,143,19,29,47,DIRECTED/ACTIVE,4.759E-2,0.990,3.735,7.855,1.339,0.744,0.051,0.339,0.491,1.092,1.340,2.144,0.561,-0.094,0.027,0.985,0.991,0.579
45,170,36,32,67,DIRECTED/ACTIVE,4.312E-2,0.597,2.693,2.533,1.716,0.973,0.021,0.189,0.276,1.530,1.189,0.615,0.081,-0.040,0.033,0.913,0.973,0.639
48,183,25,2,26,DIRECTED/ACTIVE,6.525E-2,0.943,1.592,3.835,1.198,0.318,0.224,0.551,1.085,2.084,1.378,0.146,0.485,-0.075,0.048,0.976,0.995,0.668
60,209,16,5,20,DIRECTED/ACTIVE,4.8E-3,3.811E-6,3.422,7.735,1.549,0.606,0.000,0.000,0.000,2.193,0.518,0.198,0.545,-0.031,0.017,-3.617,0.296,0.549
70,230,23,66,88,DIRECTED/ACTIVE,4.6E-2,0.281,7.050,3.506,1.680,0.899,0.004,0.092,0.111,1.199,1.157,1.450,0.436,-0.085,0.037,0.859,0.970,0.601
91,264,10,53,62,DIRECTED/ACTIVE,3.022E-2,0.907,5.780,6.084,1.702,0.956,0.064,0.282,0.453,1.944,0.873,-0.365,0.160,0.189,0.032,1.000,0.795,0.617
92,270,12,22,33,DIRECTED/ACTIVE,3.295E-2,1.128,1.180,7.337,1.335,0.720,0.209,0.545,0.929,1.900,1.376,0.331,0.550,-0.130,0.037,0.994,0.994,0.588
96,275,17,67,83,DIRECTED/ACTIVE,2.704E-2,1.558,1.320,3.101,1.282,0.704,0.170,0.537,0.969,1.153,1.493,0.300,0.521,-0.104,0.063,0.988,0.993,0.618
100,284,11,28,38,DIRECTED/ACTIVE,1.768E-2,0.304,6.505,4.287,1.282,0.566,0.234,0.555,0.577,1.469,1.180,-0.252,0.440,-0.118,0.034,1.000,0.996,0.600
102,286,22,34,55,DIRECTED/ACTIVE,7.905E-11,2.775,2.016,5.365,1.047,0.386,0.444,0.846,1.967,2.027,1.912,-0.058,0.666,-0.154,0.101,0.995,0.999,0.659
104,289,14,35,48,DIRECTED/ACTIVE,3.912E-2,9.375E-6,3.180,6.957,1.297,0.671,0.147,0.450,0.636,1.123,1.322,0.465,0.622,-0.113,0.045,0.857,0.898,0.603
106,292,12,45,56,DIRECTED/ACTIVE,2.316E-2,0.566,3.383,7.763,1.367,0.634,0.137,0.474,0.560,1.298,0.952,1.047,0.629,-0.022,0.020,0.976,0.924,0.582
112,303,14,81,94,DIRECTED/ACTIVE,1.649E-2,1.859E-6,3.720,3.249,1.301,0.358,0.133,0.472,0.422,1.530,0.796,0.097,0.524,-0.032,0.006,0.958,0.965,0.668
115,312,11,40,50,DIRECTED/ACTIVE,2.176E-2,1.825,4.771,7.225,1.234,0.901,0.238,0.647,1.121,3.850,1.068,0.950,0.322,-0.082,0.046,1.000,0.704,0.758
118,318,13,43,55,DIRECTED/ACTIVE,5.931E-2,1.467E-5,5.760,1.895,1.475,0.439,0.122,0.442,0.811,2.861,0.833,0.550,0.282,-0.074,0.050,0.894,0.951,0.706
122,320,15,52,66,DIRECTED/ACTIVE,2.434E-2,7.939E-6,6.403,4.133,1.538,0.890,0.100,0.381,0.461,2.795,0.862,0.244,0.197,-0.029,0.012,0.312,0.822,0.622
127,335,13,74,86,DIRECTED/ACTIVE,4.239E-2,0.582,1.135,7.505,1.344,0.841,0.127,0.421,0.613,1.489,1.460,0.141,0.151,-0.003,0.038,0.960,0.983,0.621
130,348,24,114,137,DIRECTED/ACTIVE,1.241E-2,0.501,4.887,0.403,1.730,0.795,0.018,0.163,0.189,1.460,0.943,-0.001,0.087,-0.008,0.021,0.925,0.886,0.616
132,351,11,47,57,DIRECTED/ACTIVE,5.576E-2,0.745,2.062,5.673,1.522,0.900,0.066,0.328,0.561,2.251,0.573,0.022,0.270,0.227,0.032,1.000,0.456,0.494
137,369,31,55,85,DIRECTED/ACTIVE,6.86E-2,0.282,0.979,5.169,1.603,0.872,0.049,0.278,0.445,1.472,1.162,0.466,0.091,-0.077,0.036,0.967,0.991,0.632
142,377,18,59,76,DIRECTED/ACTIVE,2.43E-2,0.727,6.631,1.776,1.386,0.862,0.051,0.273,0.339,1.131,1.390,0.084,0.484,-0.104,0.026,0.980,0.986,0.653
145,378,13,53,65,DIRECTED/ACTIVE,2.573E-2,1.866,0.908,7.677,1.195,0.699,0.236,0.666,1.247,2.723,1.587,0.762,0.450,-0.130,0.053,0.989,0.991,0.604
156,393,11,65,75,DIRECTED/ACTIVE,2.765E-2,1.137E-5,5.804,1.978,1.439,0.205,0.044,0.268,0.347,1.273,0.970,0.084,0.537,-0.090,0.026,-3.710,0.698,0.688
159,396,13,113,125,DIRECTED/ACTIVE,5.704E-2,4.764E-5,0.729,7.868,1.348,0.708,0.083,0.471,0.613,3.199,0.854,3.598,0.242,0.590,0.019,0.978,0.984,0.505
185,428,17,101,117,DIRECTED/ACTIVE,9.212E-3,0.372,7.381,1.925,1.217,0.423,0.157,0.529,0.380,1.909,1.218,0.067,0.523,-0.072,0.018,0.992,0.987,0.619
186,430,24,80,103,DIRECTED/ACTIVE,8.217E-2,0.699,1.327,4.788,1.344,0.677,0.105,0.393,0.649,1.525,1.468,0.068,0.422,-0.128,0.046,0.904,0.989,0.600
188,440,13,88,100,DIRECTED/ACTIVE,6.086E-2,0.412,2.092,2.563,1.411,0.591,0.089,0.362,0.663,1.147,0.991,0.660,0.495,-0.116,0.041,0.988,0.993,0.625
189,442,12,84,95,DIRECTED/ACTIVE,5.732E-3,0.411,4.747,3.650,1.289,0.159,0.093,0.390,0.276,1.357,1.049,-0.049,0.590,-0.069,0.018,0.845,0.849,0.647
192,458,11,115,125,DIRECTED/ACTIVE,3.672E-2,0.680,1.364,4.720,1.269,0.571,0.114,0.369,0.608,1.374,1.231,-0.251,0.576,0.120,0.038,1.000,1.000,0.605
208,509,11,90,100,DIRECTED/ACTIVE,7.616E-2,1.247E-5,1.716,6.320,1.255,0.774,0.116,0.584,0.827,1.744,1.185,3.974,0.617,-0.016,0.032,0.992,0.955,0.574
209,513,18,103,120,DIRECTED/ACTIVE,7.535E-2,0.639,5.229,6.549,1.354,0.783,0.129,0.461,0.850,1.433,1.182,1.357,0.460,-0.066,0.030,0.949,0.981,0.653
213,522,10,160,169,DIRECTED/ACTIVE,3.381E-2,1.205,4.328,0.372,1.269,0.912,0.133,0.528,0.744,1.769,1.429,0.339,0.454,-0.141,0.046,1.000,0.999,0.602
229,544,13,103,115,DIRECTED/ACTIVE,9.35E-2,0.680,0.942,5.394,1.325,0.800,0.117,0.410,0.865,1.203,1.237,-0.050,0.552,-0.066,0.054,0.962,0.985,0.646
232,547,11,104,114,DIRECTED/ACTIVE,6.573E-2,7.362E-6,1.451,7.749,1.480,0.599,0.101,0.398,0.751,1.583,0.404,0.132,0.236,0.155,0.046,0.812,0.629,0.456
239,560,19,123,141,DIRECTED/ACTIVE,1.482E-1,0.684,2.248,7.722,1.511,0.897,0.078,0.320,0.836,1.147,1.234,-0.162,0.255,-0.036,0.050,0.838,0.955,0.648
244,570,14,118,131,DIRECTED/ACTIVE,8.351E-2,0.922,0.531,5.143,1.277,0.898,0.169,0.574,0.992,2.708,1.400,0.943,0.342,0.177,0.047,0.949,0.985,0.633
247,577,18,146,163,DIRECTED/ACTIVE,2.735E-2,1.101,4.140,5.600,1.362,0.255,0.139,0.471,0.914,1.446,1.113,0.362,0.566,-0.071,0.042,0.934,0.898,0.693
255,594,11,120,130,DIRECTED/ACTIVE,4.601E-2,4.316E-5,6.640,1.385,1.335,0.635,0.133,0.463,0.683,1.054,1.025,0.962,0.622,0.060,0.026,0.998,0.996,0.598
256,597,13,117,129,DIRECTED/ACTIVE,6.528E-2,1.096,4.726,2.526,1.345,0.822,0.105,0.413,0.787,1.536,1.307,0.389,0.543,-0.074,0.054,0.998,0.997,0.664
258,605,17,117,133,DIRECTED/ACTIVE,9.702E-2,1.216E-5,0.456,4.426,1.485,0.931,0.053,0.335,0.567,1.424,0.994,0.684,0.442,0.092,0.045,0.965,0.922,0.604
259,607,14,117,130,DIRECTED/ACTIVE,2.799E-2,0.337,7.200,4.466,1.179,0.724,0.190,0.580,0.585,2.705,1.193,0.550,0.616,0.181,0.035,0.933,0.956,0.601
260,614,30,218,247,DIRECTED/ACTIVE,4.128E-2,0.939,1.153,5.336,1.228,0.323,0.148,0.504,0.847,1.859,1.324,0.560,0.494,-0.074,0.029,0.977,0.991,0.595
263,615,11,119,129,DIRECTED/ACTIVE,4.352E-2,7.987E-6,4.305,2.447,1.614,0.645,0.096,0.395,0.608,2.539,0.982,-0.192,0.201,0.104,0.024,0.533,0.878,0.634
268,624,15,125,139,DIRECTED/ACTIVE,2.708E-2,0.433,4.085,7.056,1.366,0.602,0.123,0.484,0.516,1.493,1.180,1.049,0.263,-0.050,0.020,0.904,0.960,0.585
270,627,16,133,148,DIRECTED/ACTIVE,4.72E-2,4.702E-5,0.632,7.595,1.343,0.459,0.149,0.453,0.641,1.296,1.342,0.105,0.215,-0.116,0.031,0.676,0.903,0.664
276,631,21,131,151,DIRECTED/ACTIVE,5.104E-2,0.481,7.126,1.905,1.346,0.671,0.167,0.462,0.715,1.545,1.286,-0.340,0.366,-0.115,0.037,0.807,0.969,0.597
276,633,14,185,198,DIRECTED/ACTIVE,5.151E-2,1.041E-5,6.557,1.877,1.284,-0.139,0.177,0.567,0.987,2.957,0.679,0.851,0.362,0.327,0.038,0.376,0.750,0.674
278,642,11,129,139,DIRECTED/ACTIVE,9.044E-2,0.745,1.342,6.476,1.426,0.889,0.106,0.469,0.884,2.905,1.179,2.295,0.269,-0.060,0.034,1.000,0.997,0.498
295,670,15,146,160,DIRECTED/ACTIVE,1.442E-1,7.837E-6,1.389,3.960,1.220,0.556,0.247,0.599,1.581,1.469,1.062,-0.035,0.473,-0.043,0.052,0.935,0.970,0.758
315,689,13,166,178,DIRECTED/ACTIVE,1.315E-2,0.713,2.043,2.514,1.463,0.513,0.067,0.288,0.358,1.215,1.099,-0.236,0.355,-0.068,0.022,0.942,0.933,0.679
316,694,31,174,204,DIRECTED/ACTIVE,2.712E-2,2.002,2.474,4.692,1.079,0.194,0.363,0.746,1.613,1.509,1.727,0.273,0.528,-0.138,0.077,0.995,0.998,0.700
320,704,11,178,188,DIRECTED/ACTIVE,6.8E-3,0.304,4.753,3.007,1.189,0.641,0.273,0.694,0.408,1.502,1.232,0.111,0.621,-0.108,0.007,1.000,1.000,0.608
320,706,11,206,216,DIRECTED/ACTIVE,4.352E-2,0.912,4.895,3.291,1.184,0.756,0.182,0.630,0.871,3.118,1.328,0.830,0.387,-0.110,0.030,1.000,0.999,0.637
320,708,11,264,274,DIRECTED/ACTIVE,5.44E-3,0.304,4.531,3.422,1.675,0.974,0.073,0.354,0.192,2.569,0.831,0.467,0.032,-0.100,0.016,1.000,0.789,0.622
324,718,13,206,218,DIRECTED/ACTIVE,2.641E-2,0.954,4.052,4.517,1.315,0.577,0.156,0.516,0.739,1.156,1.127,1.830,0.562,-0.057,0.026,0.965,0.954,0.592
324,720,15,238,252,DIRECTED/ACTIVE,4.432E-2,0.322,3.627,4.499,1.265,0.828,0.169,0.563,0.661,1.126,1.389,0.221,0.589,-0.118,0.028,0.959,0.977,0.631
325,726,19,214,232,DIRECTED/ACTIVE,7.772E-2,4.628E-7,6.661,7.535,1.421,0.778,0.111,0.422,0.759,1.460,1.071,0.500,0.389,-0.008,0.027,0.970,0.986,0.594
331,737,16,182,197,DIRECTED/ACTIVE,2.77E-2,5.879E-6,4.263,0.713,1.356,0.576,0.121,0.418,0.546,1.396,0.998,0.051,0.524,-0.082,0.026,0.642,0.856,0.626
341,763,18,205,222,DIRECTED/ACTIVE,2.484E-2,0.606,3.660,3.089,1.553,0.850,0.014,0.146,0.170,1.627,1.303,0.217,0.469,-0.083,0.022,0.980,0.977,0.682
343,772,20,195,214,DIRECTED/ACTIVE,8.741E-2,1.669E-5,4.280,7.080,1.422,0.874,0.073,0.344,0.607,1.766,1.093,0.331,0.535,9.569E-4,0.043,0.861,0.941,0.654
343,776,13,247,259,DIRECTED/ACTIVE,5.629E-2,1.238E-5,4.431,7.074,1.507,0.786,0.058,0.308,0.513,1.265,1.076,0.366,0.336,0.239,0.032,0.958,0.944,0.556
346,791,16,203,218,DIRECTED/ACTIVE,6.989E-3,0.398,0.438,5.307,1.303,0.546,0.111,0.423,0.290,1.293,1.162,-0.112,0.509,-5.551E-17,0.013,0.995,0.968,0.637
355,806,19,269,287,DIRECTED/ACTIVE,9.63E-3,0.487,4.198,7.251,1.186,0.499,0.178,0.567,0.422,2.093,1.371,0.376,0.541,-0.102,0.017,0.987,0.996,0.628
377,843,17,220,236,DIRECTED/ACTIVE,5.092E-2,0.430,3.508,3.348,1.374,0.620,0.139,0.465,0.734,1.239,1.080,0.205,0.404,-0.015,0.029,0.999,0.998,0.618
385,861,14,233,246,DIRECTED/ACTIVE,4.466E-2,1.635,0.957,7.020,1.137,0.485,0.313,0.734,1.466,1.708,1.486,0.389,0.606,-0.103,0.071,0.991,0.991,0.744
388,867,13,244,256,DIRECTED/ACTIVE,6.165E-2,1.089,5.917,5.366,1.186,0.696,0.170,0.526,0.950,1.997,1.485,0.236,0.412,-0.129,0.050,0.990,0.996,0.669
397,882,15,256,270,DIRECTED/ACTIVE,3.558E-2,1.460,2.525,3.699,1.446,0.635,0.068,0.348,0.701,1.148,1.192,0.456,0.482,-0.035,0.021,0.956,0.947,0.573
398,886,13,249,261,DIRECTED/ACTIVE,6.233E-2,8.251E-6,3.351,7.028,1.508,0.904,0.080,0.339,0.583,1.534,0.917,0.029,0.259,-0.087,0.036,0.884,0.899,0.631
398,888,16,278,293,DIRECTED/ACTIVE,3.709E-2,0.998,3.032,7.668,1.736,0.972,0.043,0.239,0.411,1.788,1.247,-0.174,0.184,-0.024,0.032,0.977,0.967,0.544
415,906,11,251,261,DIRECTED/ACTIVE,5.803E-2,9.860E-6,4.440,0.244,1.485,-0.227,0.020,0.181,0.385,1.943,0.530,-0.038,0.505,0.417,0.067,-11.744,0.161,0.804
416,908,16,252,267,DIRECTED/ACTIVE,1.259E-1,1.336,1.790,2.530,1.499,0.900,0.014,0.139,0.354,1.808,1.258,0.117,0.356,0.021,0.063,0.947,0.907,0.619
437,942,12,265,276,DIRECTED/ACTIVE,1.087E-1,1.889E-8,2.910,6.870,1.212,0.777,0.256,0.605,1.300,1.994,1.152,-0.130,0.574,-0.102,0.042,0.743,0.899,0.779
445,947,12,278,289,DIRECTED/ACTIVE,3.451E-2,1.047,1.457,7.687,1.264,0.745,0.261,0.582,0.960,1.764,1.266,-0.296,0.279,-0.130,0.049,0.996,0.926,0.667
