PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
8,25,12,1,12,SUBDIFFUSION,1.13E-3,3.530,4.587,3.657,-0.227,0.013,0.134,0.195,1.508,2.705E-13,-0.005,0.408,5.618,0.053,-0.105,-0.105,0.569
10,33,17,93,109,SUBDIFFUSION,1.579E-3,0.228,4.280,1.940,-0.227,0.005,0.083,0.060,2.139,0.349,-0.333,0.121,0.550,0.018,0.499,0.499,0.589
13,44,29,17,45,SUBDIFFUSION,1.615E-3,0.403,4.961,2.000,0.988,0.023,0.189,0.142,1.668,0.255,1.181,0.113,0.514,0.016,0.123,0.123,0.569
15,55,18,0,17,SUBDIFFUSION,7.64E-4,3.313,5.073,2.426,-0.227,0.010,0.117,0.089,2.286,0.087,-0.021,0.043,0.991,0.025,-0.025,-0.025,0.620
16,60,24,108,131,SUBDIFFUSION,9.797E-4,4.585,5.243,2.759,-0.227,0.004,0.075,0.059,2.419,0.155,-0.272,0.063,0.335,0.025,0.151,0.151,0.651
16,63,50,150,199,SUBDIFFUSION,1.349E-3,4.558,5.218,3.159,0.651,7.547E-4,0.034,0.028,2.601,0.179,0.111,0.122,0.579,0.029,0.236,0.236,0.633
16,65,13,248,260,SUBDIFFUSION,2.814E-3,4.711,5.329,2.083,0.972,0.035,0.241,0.179,1.948,0.453,-0.041,0.217,0.717,0.025,0.655,0.655,0.615
17,67,18,12,29,SUBDIFFUSION,7.314E-3,1.233,5.193,2.537,-0.227,0.005,0.075,0.126,2.134,0.349,-0.377,0.087,0.382,0.047,0.526,0.526,0.549
18,70,11,3,13,SUBDIFFUSION,4.771E-4,2.902,5.371,2.086,-0.227,0.000,0.000,0.000,2.001,0.077,0.467,0.089,0.800,0.019,-0.077,-0.077,0.488
24,99,14,9,22,SUBDIFFUSION,1.653E-3,5.757,6.380,1.932,-0.227,0.014,0.145,0.189,2.552,3.264E-12,-0.054,0.158,0.157,0.034,-0.083,-0.083,0.591
27,115,11,0,10,SUBDIFFUSION,8.752E-4,2.036,6.469,2.784,0.989,0.004,0.072,0.068,2.346,4.999E-13,-0.138,0.074,1.200,0.029,-0.125,-0.125,0.676
