 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,1462.916,310.185,114.650,1002.265
2,1455.773,306.380,114.248,985.266
3,1453.948,304.300,114.265,978.683
4,749.441,227.045,113.668,953.894
5,965.528,245.849,113.744,944.488
6,1075.131,254.602,113.427,935.538
7,1148.059,262.162,113.700,938.107
8,1192.129,265.377,113.509,934.855
9,1214.746,268.434,113.569,931.055
10,1235.453,271.297,113.325,930.007
11,1253.346,273.493,113.155,927.483
12,1267.748,275.592,113.382,931.147
13,1281.536,276.229,113.462,932.829
14,1287.732,277.533,113.300,932.076
15,1298.493,278.198,113.414,934.138
16,1297.613,279.117,113.424,935.323
17,1301.492,279.902,113.481,934.190
18,1304.205,280.267,113.371,937.230
19,1308.398,280.830,113.131,934.174
20,1311.745,280.252,113.515,936.376
21,1310.979,281.040,113.442,933.172
22,1310.525,282.070,113.282,932.385
23,1311.078,281.711,113.117,931.919
24,1299.876,281.228,113.386,934.288
25,1294.016,280.666,112.947,937.890
26,1291.537,280.922,113.328,938.585
27,1293.600,280.672,113.169,934.782
28,1292.491,281.104,113.036,938.499
29,1296.146,281.097,113.129,934.628
30,1297.131,280.956,113.100,932.713
31,1303.091,282.076,113.004,932.638
32,1296.783,282.424,113.334,930.604
33,1290.234,281.314,113.085,933.249
34,1290.088,282.333,112.968,937.347
35,1283.449,283.168,113.411,939.225
36,1285.509,282.194,113.171,934.954
37,1290.253,282.165,112.981,933.993
38,1298.643,281.912,112.881,933.483
39,1290.562,281.181,112.903,933.075
40,1289.747,280.829,112.903,928.702
41,1292.917,281.054,113.142,932.187
42,1293.316,281.798,113.184,930.164
43,1293.591,281.494,112.958,930.617
44,1300.422,281.815,112.876,933.745
45,1303.372,281.278,112.946,927.301
46,1304.463,280.979,113.146,926.359
47,1296.170,281.594,113.182,927.239
48,1294.846,282.219,113.015,928.753
49,1306.411,281.616,112.943,928.753
50,1307.941,282.741,112.655,925.363
51,1310.452,283.138,112.839,924.425
52,1303.042,282.573,113.124,925.003
53,1298.635,282.313,112.814,927.527
54,1307.585,282.465,112.896,925.121
55,1313.314,282.270,113.106,927.623
56,1315.501,282.747,112.995,923.147
57,1312.546,283.225,112.949,923.333
58,1317.280,281.783,112.735,925.454
59,1311.191,283.003,112.935,922.906
60,1313.724,282.512,113.130,921.923
61,1310.566,283.223,113.065,923.050
62,1316.897,282.029,112.777,923.271
63,1317.347,283.018,112.606,925.571
64,1323.681,283.285,112.763,922.176
65,1318.608,283.343,113.058,920.557
66,1312.402,282.375,112.659,922.076
67,1312.745,283.766,112.754,920.851
68,1309.130,281.856,112.987,923.271
69,1309.359,283.351,112.957,924.954
70,1305.765,281.907,113.044,923.790
71,1309.558,281.667,112.715,922.509
72,1313.109,281.890,112.864,921.385
73,1315.459,282.149,112.619,923.974
74,1315.152,282.582,112.702,923.154
75,1319.866,281.854,112.661,922.229
76,1317.384,281.979,113.065,924.724
77,1319.455,282.203,112.737,921.028
78,1311.673,280.850,112.738,922.450
79,1312.885,281.764,112.747,919.999
80,1306.721,281.990,112.766,922.301
81,1304.049,283.090,112.694,922.248
82,1298.898,280.921,112.802,924.927
83,1298.207,282.475,112.877,923.107
84,1287.095,283.167,112.919,927.100
85,1278.903,283.478,112.773,928.199
86,1276.131,281.714,112.638,926.686
87,1284.148,281.131,112.583,924.354
88,1291.601,280.970,112.745,924.655
89,1297.739,280.790,112.568,924.033
90,1313.229,281.253,112.813,923.246
91,1318.036,281.241,112.988,923.587
92,1323.179,280.971,112.694,922.051
93,1325.664,281.638,112.526,921.403
94,1317.086,282.112,112.819,923.447
95,1315.027,280.541,112.756,922.330
96,1316.124,282.076,112.605,921.360
97,1318.749,283.295,112.663,922.129
98,1326.125,282.162,112.662,919.112
99,1329.583,281.038,112.848,920.745
100,1325.216,281.818,112.583,921.248
101,1313.791,282.045,112.517,919.282
102,1310.452,281.349,112.655,921.652
103,1317.388,282.252,112.483,918.084
104,1318.949,282.939,112.697,918.149
105,1324.651,281.768,112.568,918.626
106,1327.815,280.987,112.656,915.802
107,1325.166,281.107,112.608,919.956
108,1325.194,282.690,112.636,917.806
109,1327.134,282.700,112.499,917.748
110,1322.957,282.069,112.896,918.337
111,1325.252,282.221,112.367,919.776
112,1324.981,281.544,112.645,916.498
113,1327.467,281.272,112.546,915.663
114,1326.675,281.740,112.728,917.173
115,1328.518,282.553,112.513,916.312
116,1326.700,281.646,112.562,916.170
117,1326.094,282.185,112.590,914.344
118,1320.351,281.620,112.625,917.587
119,1320.303,283.377,112.885,916.982
120,1318.225,282.467,112.743,918.285
121,1312.841,281.941,112.353,917.540
122,1314.520,281.040,112.607,917.487
123,1312.321,281.071,112.598,921.690
124,1312.117,280.925,112.678,918.892
125,1313.220,280.767,112.347,915.972
126,1311.022,281.720,112.576,915.834
127,1307.641,280.532,112.511,918.036
128,1313.317,280.973,112.452,916.837
129,1302.725,282.265,112.288,915.970
130,1300.249,281.767,112.403,919.057
131,1296.528,280.820,112.593,917.195
132,1295.711,279.912,112.235,918.919
133,1299.030,280.456,112.462,915.617
134,1304.479,281.147,112.392,912.967
135,1305.466,281.378,112.600,912.803
136,1301.916,280.342,112.377,914.112
137,1297.231,280.427,112.610,914.822
138,1289.687,280.032,112.364,916.965
139,1284.011,281.068,112.356,913.183
140,1281.193,280.404,112.300,916.939
141,1286.022,280.670,112.597,914.815
142,1285.059,278.986,112.418,914.367
143,1285.284,280.489,112.342,915.484
144,1282.962,279.508,112.351,914.156
145,1286.572,280.489,112.624,912.805
146,1288.536,280.812,112.176,915.771
147,1289.016,280.652,112.453,916.807
148,1293.056,281.072,112.471,914.615
149,1286.990,280.629,112.364,915.110
150,1281.148,280.070,112.317,914.993
151,1286.275,278.930,112.018,915.028
152,1276.644,279.548,112.527,917.824
153,1269.226,278.841,112.441,916.537
154,1255.482,279.395,112.004,916.739
155,1257.597,278.654,112.103,916.410
156,1257.579,280.001,112.253,919.186
157,1254.978,280.312,112.296,921.352
158,1258.943,279.884,112.412,917.589
159,1259.147,279.575,112.164,919.206
160,1263.561,279.089,112.365,916.177
161,1266.763,278.506,112.352,917.615
162,1269.358,279.724,112.228,916.176
163,1279.327,279.779,112.111,913.681
164,1276.047,278.947,112.353,914.602
165,1269.872,278.075,112.349,914.744
166,1263.621,278.459,112.148,916.853
167,1261.072,278.697,112.279,916.516
168,1258.398,278.309,112.299,917.902
169,1253.074,277.703,112.081,914.251
170,1248.718,278.371,112.197,916.410
171,1252.994,278.371,112.282,913.726
172,1263.945,278.113,111.889,912.414
173,1260.150,276.789,112.116,911.161
174,1267.557,277.668,112.129,912.470
175,1269.213,276.935,112.046,914.628
176,1269.888,277.386,112.311,913.154
177,1272.371,278.554,111.846,910.721
178,1275.461,277.797,112.451,910.906
179,1271.798,278.453,112.066,911.461
180,1274.738,278.392,112.252,908.567
181,1274.823,277.869,112.159,909.410
182,1274.950,278.883,112.212,909.426
183,1279.986,278.246,112.121,908.117
184,1283.642,277.674,112.368,905.704
185,1279.448,278.323,112.277,905.245
186,1274.830,278.338,112.132,905.996
187,1268.889,278.224,111.984,903.596
188,1262.937,279.147,112.172,904.190
189,1258.231,276.453,111.935,905.217
190,1265.290,277.280,112.247,907.998
191,1265.342,277.596,111.989,907.043
192,1261.339,277.892,112.126,906.347
193,1263.029,276.814,112.391,905.437
194,1271.687,277.753,112.224,906.084
195,1267.006,277.724,111.998,904.735
196,1268.744,279.280,111.924,903.908
197,1262.230,276.827,111.817,904.478
198,1259.773,277.048,111.917,904.382
199,1261.546,278.371,111.754,903.523
200,1268.880,277.770,112.139,899.618
201,1276.532,277.334,111.903,902.727
202,1272.660,279.276,112.079,900.049
203,1262.341,278.546,112.054,900.748
204,1265.841,278.105,111.823,898.008
205,1269.001,278.367,111.787,903.218
206,1268.650,278.779,112.137,903.823
207,1274.224,279.075,112.139,899.990
