 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,280.419,209.333,100.853,158.928
2,279.677,207.231,101.032,157.684
3,277.265,205.992,100.860,155.959
4,187.106,166.828,100.840,153.507
5,217.061,176.189,100.816,153.869
6,231.268,180.962,100.919,153.512
7,237.332,183.460,100.853,152.769
8,243.618,186.753,100.805,153.954
9,246.807,188.536,100.753,154.018
10,248.456,188.320,100.774,153.979
11,249.382,188.582,100.788,153.838
12,251.031,190.173,100.946,153.183
13,253.286,190.132,100.665,153.253
14,252.208,190.438,100.645,153.632
15,253.513,191.488,100.850,153.680
16,253.952,192.195,100.872,152.929
17,254.864,191.989,100.584,153.351
18,256.604,192.064,100.782,152.765
19,255.457,193.801,100.813,153.200
20,257.134,192.939,100.851,154.019
21,257.791,193.029,100.823,153.798
22,258.761,193.555,100.829,153.799
23,259.941,194.105,100.622,153.694
24,257.844,193.842,100.607,153.673
25,259.281,195.029,100.730,153.606
26,258.776,194.507,100.724,153.919
27,258.648,195.118,100.637,153.913
28,259.696,194.433,100.624,153.621
29,259.370,195.288,100.648,153.252
30,260.893,195.005,100.850,153.394
31,262.305,195.704,100.843,153.702
32,260.312,195.402,100.771,153.605
33,260.093,195.007,100.798,154.159
34,260.722,194.783,100.772,154.029
35,261.436,194.986,100.778,153.894
36,261.688,195.433,100.705,153.564
37,261.940,196.165,100.773,153.921
38,259.512,195.507,100.667,153.700
39,261.446,195.400,100.608,154.356
40,260.825,194.713,100.783,153.134
41,261.301,195.457,100.800,153.308
42,260.341,194.987,100.806,153.154
43,261.350,195.457,100.833,153.053
44,261.498,195.732,100.616,153.385
45,261.049,194.546,100.859,153.393
46,262.012,194.443,100.665,153.658
47,260.993,195.258,100.804,153.856
48,260.914,194.570,100.739,153.356
49,261.049,195.326,100.806,153.427
50,260.465,195.824,100.722,152.997
51,260.008,194.459,100.795,152.850
52,258.499,194.696,100.777,153.460
53,259.841,195.509,100.709,153.532
54,259.737,196.053,100.667,153.841
55,261.205,195.193,100.555,153.313
56,261.069,196.070,100.736,153.163
57,260.848,196.107,100.757,153.948
58,261.877,196.065,100.819,153.345
59,260.921,195.278,100.848,153.418
60,259.033,195.465,100.910,153.085
61,260.602,195.466,100.712,153.371
62,260.355,196.469,100.779,153.184
63,260.291,195.804,100.771,153.405
64,259.949,195.132,100.780,152.853
65,259.957,195.323,100.952,153.623
66,260.325,195.633,100.791,153.468
67,260.763,195.885,100.665,153.793
68,260.311,195.527,100.807,153.334
69,260.269,195.425,100.622,153.220
70,259.594,195.067,100.748,153.028
71,260.007,194.617,100.911,152.848
72,261.513,195.342,100.635,152.820
73,261.200,195.237,100.619,152.920
74,260.326,195.841,100.680,153.728
75,260.628,194.721,100.620,153.704
76,261.187,195.859,100.707,153.339
77,260.661,195.456,100.868,152.857
78,261.010,195.475,100.734,152.824
79,260.485,195.744,100.748,152.713
80,261.203,196.113,100.671,153.265
81,261.602,195.944,100.584,153.161
82,259.811,196.025,100.724,152.354
83,259.301,195.434,100.836,152.781
84,259.899,196.284,100.641,152.854
85,260.460,195.278,100.531,153.186
86,259.285,195.422,100.688,152.934
87,260.681,195.888,100.849,151.772
88,260.523,195.033,100.734,152.251
89,258.832,194.456,100.760,152.071
90,260.113,195.789,100.793,153.219
91,259.995,195.247,100.794,152.321
92,260.226,194.970,100.794,152.099
93,260.745,195.680,100.575,152.133
94,259.971,195.442,100.817,152.550
95,261.263,195.463,100.701,152.723
96,259.955,195.497,100.760,152.274
97,260.339,196.304,100.841,152.381
98,260.627,196.110,100.701,153.078
99,259.563,196.215,100.662,151.971
100,259.371,195.818,100.736,151.372
101,260.008,195.853,100.670,152.653
102,259.518,196.614,100.767,152.399
103,260.295,196.738,100.924,151.252
104,261.574,196.779,100.547,152.765
105,260.351,196.288,100.535,152.351
106,259.523,196.694,100.772,152.390
107,260.515,195.505,100.717,151.798
108,261.808,196.991,100.648,151.816
109,260.135,196.068,100.779,151.288
110,259.968,196.125,100.718,152.081
111,260.869,195.521,100.565,151.537
112,259.777,195.399,100.636,152.146
113,258.964,196.344,100.718,152.339
114,259.229,195.058,100.687,151.400
115,260.555,195.172,100.692,152.552
116,259.164,194.614,100.809,152.700
117,260.112,195.005,100.867,151.959
118,260.425,195.576,100.724,152.092
119,260.339,194.563,100.746,152.792
120,259.773,196.006,100.686,151.184
121,259.869,195.748,100.646,151.701
122,260.039,195.351,100.651,151.448
123,259.861,196.480,100.552,151.533
124,261.135,195.219,100.711,152.218
125,258.800,196.229,100.614,151.738
126,259.758,196.722,100.542,152.055
127,259.735,196.742,100.816,151.575
128,260.788,196.659,100.676,152.355
129,260.239,196.154,100.673,151.964
130,260.671,196.303,100.521,152.111
131,260.347,195.146,100.664,152.374
132,260.316,196.092,100.782,151.665
133,259.574,196.636,100.542,151.303
134,260.656,195.475,100.740,151.413
135,260.018,195.958,100.536,151.394
136,260.374,195.713,100.765,151.581
137,259.573,195.501,100.679,151.857
138,260.770,196.758,100.642,152.011
139,260.813,195.285,100.631,151.487
140,260.594,197.163,100.659,150.951
141,259.973,195.558,100.634,151.502
142,260.933,196.012,100.765,151.628
143,261.573,195.626,100.751,151.860
144,260.171,196.224,100.643,152.029
145,259.252,195.917,100.767,151.760
146,259.537,195.425,100.627,151.218
147,258.663,195.562,100.755,151.806
148,258.731,194.927,100.657,151.639
149,258.866,195.328,100.690,151.249
150,259.094,195.401,100.681,151.478
151,259.185,194.564,100.735,151.977
152,258.952,195.948,100.733,151.843
153,258.818,195.462,100.727,150.891
154,260.087,196.382,100.661,150.918
155,259.513,195.683,100.751,151.301
156,259.539,195.601,100.724,150.917
157,258.956,195.427,100.657,151.060
158,261.216,196.504,100.725,151.406
159,258.260,194.999,100.512,151.499
160,260.075,195.649,100.609,151.762
161,259.190,196.159,100.647,151.888
162,259.429,195.343,100.691,150.974
