 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,575.746,862.742,101.797,287.591
2,567.589,847.773,101.859,284.297
3,566.008,841.473,101.829,282.206
4,322.997,556.178,101.875,276.633
5,399.580,626.092,101.871,275.330
6,439.798,667.240,101.888,274.088
7,454.259,689.969,101.821,272.964
8,471.776,708.265,101.948,273.461
9,483.107,718.852,101.782,274.663
10,491.472,723.945,101.711,273.038
11,495.076,729.774,101.910,273.621
12,499.190,731.609,101.752,272.476
13,502.317,736.285,101.861,272.405
14,503.033,741.818,101.832,271.650
15,504.335,739.993,101.756,272.625
16,506.872,742.955,101.819,271.450
17,506.332,747.217,101.602,271.387
18,509.358,749.262,101.852,270.095
19,511.179,751.538,101.611,270.249
20,511.210,756.331,101.815,271.853
21,510.298,755.991,101.796,270.867
22,512.483,754.988,101.724,272.466
23,512.161,756.912,101.782,272.386
24,513.188,756.294,101.727,272.006
25,510.979,757.754,101.760,271.815
26,515.265,758.580,101.693,271.472
27,514.482,762.695,101.770,273.006
28,515.846,763.183,101.804,271.655
29,514.913,759.964,101.900,273.356
30,516.044,757.033,101.606,272.539
31,515.826,756.000,101.877,273.281
32,515.767,752.934,101.736,272.685
33,515.741,754.506,101.783,270.831
34,515.684,753.717,101.882,272.673
35,516.329,757.554,101.897,273.247
36,519.085,756.418,101.889,271.594
37,519.413,757.201,101.865,273.433
38,518.686,759.589,101.782,271.885
39,518.306,762.352,101.926,272.745
40,516.606,760.370,101.720,272.270
41,518.737,762.529,101.895,271.180
42,517.794,763.098,101.716,273.041
43,518.361,761.071,101.682,272.601
44,516.747,763.011,101.820,271.990
45,519.015,762.717,101.667,271.800
46,518.898,761.305,101.833,270.928
47,518.980,762.238,101.728,270.870
48,519.116,763.613,101.754,271.193
49,517.441,763.047,101.684,271.723
50,517.189,760.873,101.817,270.319
51,519.453,758.903,101.900,271.108
52,519.443,762.815,101.867,271.152
53,517.760,760.709,101.777,269.941
54,515.981,766.517,101.995,270.599
55,517.689,764.910,101.847,271.067
56,517.162,763.803,101.861,270.740
57,517.170,765.204,101.912,270.591
58,516.662,765.015,101.789,269.740
59,517.855,764.120,101.960,271.625
60,518.865,761.823,101.641,271.225
61,518.831,764.531,101.724,269.963
62,517.405,762.913,101.754,269.350
63,518.448,761.147,101.626,270.460
64,519.935,759.742,101.833,270.750
65,518.383,760.426,101.855,269.834
66,517.755,759.065,101.735,269.868
67,518.681,762.050,101.770,271.747
68,517.519,760.986,101.742,271.323
69,517.712,758.953,101.851,271.212
70,518.866,759.319,101.782,271.644
71,522.067,758.304,101.801,269.810
72,519.401,759.019,101.866,271.277
73,520.201,759.234,101.872,271.502
74,517.669,758.365,101.720,271.814
75,517.978,760.404,101.841,272.078
76,517.594,760.928,101.769,270.181
77,517.480,761.317,101.848,270.221
78,516.484,762.851,101.653,270.083
79,517.939,762.245,101.839,269.864
80,517.503,762.927,101.658,270.944
81,516.589,760.689,101.754,270.650
82,515.477,760.011,101.767,271.449
83,516.903,757.958,101.822,271.613
84,516.942,759.190,101.626,271.619
85,516.727,761.601,101.594,271.329
86,516.516,760.591,101.781,270.186
87,517.523,758.976,101.796,271.115
88,518.044,758.498,101.706,271.065
89,518.942,759.724,101.790,270.594
90,518.406,758.503,101.885,271.139
91,518.638,758.986,101.761,269.821
92,517.811,763.343,101.619,270.444
93,515.772,761.382,101.917,270.650
94,516.347,764.173,101.800,269.373
95,516.313,761.916,101.827,270.172
96,516.381,763.371,101.759,269.802
97,514.110,762.312,101.851,270.163
98,517.042,761.002,101.646,269.971
99,517.803,762.770,101.812,269.941
100,518.071,765.192,101.793,271.345
101,518.279,762.194,101.720,270.744
102,517.789,762.769,101.772,269.159
103,516.906,762.952,101.851,271.398
104,516.994,763.718,101.785,269.716
105,515.246,762.436,101.820,269.083
106,515.575,761.702,101.624,270.509
107,516.943,764.355,101.860,269.915
108,514.770,765.412,101.696,269.836
109,513.208,766.293,101.702,271.088
110,513.954,766.457,101.665,269.285
111,514.347,765.406,101.802,270.806
112,512.835,766.157,101.667,270.367
113,513.911,766.534,101.706,269.026
114,513.282,766.126,101.738,269.985
115,513.044,767.202,101.855,268.042
116,512.261,766.963,101.632,268.524
117,512.218,767.469,101.808,268.615
118,509.815,765.173,101.738,269.122
119,509.115,767.057,101.640,268.464
120,511.681,766.105,101.782,269.209
121,514.376,764.853,101.601,269.295
122,512.676,767.151,101.705,268.736
123,511.416,765.618,101.684,268.961
124,511.293,765.777,101.659,269.435
125,511.057,766.113,101.825,268.377
126,507.322,767.727,101.704,266.503
127,509.768,765.623,101.666,266.754
128,506.710,766.034,101.793,266.775
129,508.032,765.388,101.724,266.603
130,508.745,766.675,101.673,266.686
131,508.188,769.744,101.719,266.973
132,509.865,766.442,101.729,265.633
133,506.631,767.312,101.641,267.366
134,506.710,765.440,101.778,265.975
135,504.869,765.830,101.620,266.524
136,507.136,765.276,101.831,267.265
137,509.220,766.455,101.838,268.821
138,509.281,765.380,101.734,267.915
139,509.458,766.143,101.676,267.512
140,508.959,767.547,101.781,267.146
141,508.275,764.884,101.617,266.814
142,510.270,763.782,101.823,267.208
143,509.494,761.977,101.719,267.309
144,509.596,763.288,101.614,266.104
145,507.204,763.231,101.652,267.267
146,507.511,763.966,101.739,266.675
147,508.452,764.472,101.631,266.778
148,508.036,762.300,101.548,265.783
149,509.791,763.210,101.582,264.978
150,507.136,762.564,101.840,266.918
151,508.687,760.036,101.674,265.504
152,508.923,759.654,101.739,265.538
153,510.030,761.101,101.737,265.140
154,508.211,763.032,101.615,265.755
155,507.183,761.499,101.723,265.786
156,508.616,763.276,101.715,266.481
157,507.645,763.584,101.697,266.175
158,505.304,760.721,101.634,266.906
159,505.560,757.842,101.710,265.262
160,506.777,758.780,101.770,265.111
161,505.632,759.377,101.859,265.080
162,508.423,759.356,101.689,265.926
163,507.786,759.578,101.644,265.756
164,507.119,757.282,101.686,264.720
165,506.539,758.159,101.531,265.186
166,506.973,758.523,101.745,265.332
167,506.495,758.527,101.764,265.315
168,506.513,758.484,101.629,265.959
169,507.822,758.135,101.827,265.653
170,507.461,758.353,101.643,265.948
171,507.281,754.312,101.732,265.789
172,507.583,753.917,101.732,266.241
173,509.046,754.232,101.743,266.765
174,509.410,753.293,101.456,267.184
175,507.818,753.218,101.518,265.690
176,509.940,752.922,101.544,266.462
177,508.013,752.032,101.676,264.754
178,506.853,752.499,101.589,266.305
179,507.043,752.577,101.558,265.047
180,507.115,753.164,101.538,265.224
181,506.605,752.234,101.794,265.352
182,507.445,749.147,101.756,265.583
183,506.468,753.011,101.706,265.358
184,504.616,751.206,101.653,265.812
185,504.982,747.890,101.705,265.382
