 ,Time(s)
1,0.024
2,1.025
3,2.025
4,2.317
5,2.464
6,2.612
7,2.759
8,2.906
9,3.054
10,3.201
11,3.348
12,3.495
13,3.642
14,3.789
15,3.936
16,4.083
17,4.230
18,4.377
19,4.524
20,4.671
21,4.818
22,4.965
23,5.112
24,5.259
25,5.406
26,5.553
27,5.700
28,5.847
29,5.994
30,6.141
31,6.288
32,6.435
33,6.582
34,6.729
35,6.876
36,7.023
37,7.170
38,7.317
39,7.465
40,7.612
41,7.759
42,7.906
43,8.053
44,8.200
45,8.347
46,8.494
47,8.641
48,8.789
49,8.936
50,9.083
51,9.230
52,9.377
53,9.524
54,9.671
55,9.819
56,9.966
57,10.113
58,10.260
59,10.407
60,10.555
61,10.702
62,10.849
63,10.996
64,11.143
65,11.290
66,11.438
67,11.586
68,11.733
69,11.881
70,12.028
71,12.175
72,12.322
73,12.469
74,12.616
75,12.764
76,12.911
77,13.058
78,13.205
79,13.352
80,13.499
81,13.646
82,13.796
83,13.943
84,14.090
85,14.237
86,14.384
87,14.532
88,14.679
89,14.826
90,14.973
91,15.120
92,15.267
93,15.415
94,15.562
95,15.710
96,15.857
97,16.004
98,16.151
99,16.298
100,16.445
101,16.592
102,16.739
103,16.886
104,17.033
105,17.180
106,17.327
107,17.474
108,17.622
109,17.769
110,17.916
111,18.063
112,18.210
113,18.357
114,18.507
115,18.654
116,18.802
117,18.948
118,19.095
119,19.242
120,19.390
121,19.536
122,19.684
123,19.831
124,19.978
125,20.125
126,20.272
127,20.420
128,20.567
129,20.714
130,20.861
131,21.008
132,21.156
133,21.303
134,21.450
135,21.597
136,21.744
137,21.891
138,22.038
139,22.186
140,22.333
141,22.480
142,22.627
143,22.773
144,22.920
145,23.067
146,23.214
147,23.361
148,23.508
149,23.691
150,23.839
151,23.985
152,24.132
153,24.279
154,24.426
155,24.573
156,24.721
157,24.868
158,25.015
159,25.162
160,25.309
161,25.456
162,25.603
163,25.750
164,25.897
165,26.044
166,26.192
167,26.339
168,26.486
169,26.633
170,26.780
171,26.927
172,27.074
173,27.221
174,27.368
175,27.516
176,27.663
177,27.810
178,27.957
179,28.104
180,28.251
181,28.398
182,28.545
183,28.692
184,28.839
185,28.986
186,29.133
187,29.280
188,29.427
189,29.575
190,29.722
191,29.869
192,30.016
193,30.163
194,30.310
195,30.457
196,30.604
197,30.751
198,30.899
199,31.046
200,31.193
201,31.340
202,31.487
203,31.635
204,31.782
205,31.928
206,32.075
207,32.223
