 ,Time(s)
1,0.035
2,1.035
3,2.036
4,2.330
5,2.478
6,2.625
7,2.772
8,2.919
9,3.066
10,3.213
11,3.360
12,3.507
13,3.654
14,3.801
15,3.948
16,4.095
17,4.242
18,4.389
19,4.536
20,4.683
21,4.830
22,4.977
23,5.124
24,5.271
25,5.418
26,5.565
27,5.712
28,5.859
29,6.007
30,6.153
31,6.301
32,6.448
33,6.594
34,6.741
35,6.889
36,7.035
37,7.182
38,7.329
39,7.477
40,7.624
41,7.774
42,7.921
43,8.068
44,8.215
45,8.362
46,8.509
47,8.656
48,8.803
49,8.953
50,9.100
51,9.247
52,9.394
53,9.541
54,9.688
55,9.835
56,9.982
57,10.129
58,10.276
59,10.423
60,10.570
61,10.717
62,10.864
63,11.012
64,11.158
65,11.306
66,11.453
67,11.600
68,11.747
69,11.894
70,12.041
71,12.188
72,12.335
73,12.482
74,12.629
75,12.776
76,12.923
77,13.070
78,13.217
79,13.364
80,13.511
81,13.658
82,13.805
83,13.952
84,14.099
85,14.246
86,14.392
87,14.540
88,14.687
89,14.833
90,14.980
91,15.127
92,15.274
93,15.421
94,15.569
95,15.716
96,15.863
97,16.010
98,16.157
99,16.303
100,16.451
101,16.598
102,16.745
103,16.892
104,17.039
105,17.186
106,17.333
107,17.480
108,17.627
109,17.774
110,17.920
111,18.067
112,18.214
113,18.361
114,18.508
115,18.655
116,18.803
117,18.950
118,19.097
119,19.244
120,19.391
121,19.538
122,19.685
123,19.832
124,19.979
125,20.126
126,20.273
127,20.420
128,20.567
129,20.714
130,20.861
131,21.009
132,21.156
133,21.303
134,21.450
135,21.597
136,21.744
137,21.891
138,22.039
139,22.186
140,22.333
141,22.480
142,22.627
143,22.774
144,22.921
145,23.068
146,23.215
147,23.362
148,23.509
149,23.656
150,23.803
151,23.950
152,24.097
153,24.244
154,24.391
155,24.538
156,24.685
157,24.832
158,24.979
159,25.127
160,25.274
161,25.421
162,25.568
163,25.715
164,25.862
165,26.009
166,26.156
167,26.304
168,26.451
169,26.598
170,26.745
171,26.892
172,27.039
173,27.186
174,27.334
175,27.481
176,27.628
177,27.775
178,27.922
179,28.069
180,28.216
181,28.363
182,28.510
183,28.657
184,28.804
185,28.951
186,29.099
187,29.246
188,29.393
189,29.539
190,29.687
191,29.834
192,29.981
193,30.128
194,30.311
195,30.458
196,30.605
197,30.752
198,30.899
199,31.047
200,31.194
201,31.341
202,31.488
203,31.635
204,31.782
205,31.929
206,32.076
207,32.223
