 ,Time(s)
1,0.029
2,1.030
3,2.030
4,2.322
5,2.470
6,2.616
7,2.764
8,2.911
9,3.058
10,3.205
11,3.352
12,3.499
13,3.646
14,3.794
15,3.941
16,4.088
17,4.236
18,4.382
19,4.529
20,4.676
21,4.824
22,4.971
23,5.118
24,5.265
25,5.412
26,5.559
27,5.707
28,5.853
29,6.001
30,6.148
31,6.295
32,6.442
33,6.589
34,6.736
35,6.883
36,7.031
37,7.178
38,7.325
39,7.472
40,7.619
41,7.767
42,7.913
43,8.061
44,8.208
45,8.355
46,8.503
47,8.650
48,8.797
49,8.944
50,9.091
51,9.238
52,9.385
53,9.532
54,9.680
55,9.827
56,9.974
57,10.121
58,10.269
59,10.416
60,10.563
61,10.746
62,10.893
63,11.040
64,11.187
65,11.334
66,11.481
67,11.628
68,11.776
69,11.923
70,12.070
71,12.217
72,12.364
73,12.512
74,12.659
75,12.806
76,12.953
77,13.100
78,13.247
79,13.395
80,13.542
81,13.689
82,13.836
83,13.983
84,14.131
85,14.279
86,14.426
87,14.573
88,14.720
89,14.867
90,15.014
91,15.161
92,15.308
93,15.456
94,15.603
95,15.750
96,15.897
97,16.044
98,16.191
99,16.338
100,16.486
101,16.633
102,16.780
103,16.928
104,17.075
105,17.222
106,17.369
107,17.516
108,17.664
109,17.811
110,17.958
111,18.105
112,18.252
113,18.399
114,18.546
115,18.693
116,18.841
117,18.988
118,19.136
119,19.283
120,19.430
121,19.578
122,19.724
123,19.872
124,20.020
125,20.166
126,20.314
127,20.461
128,20.608
129,20.755
130,20.902
131,21.050
132,21.197
133,21.344
134,21.491
135,21.638
136,21.785
137,21.932
138,22.079
139,22.227
140,22.377
141,22.524
142,22.671
143,22.818
144,22.965
145,23.112
146,23.259
147,23.407
148,23.554
149,23.701
150,23.848
151,23.995
152,24.143
153,24.290
154,24.437
155,24.584
156,24.731
157,24.878
158,25.025
159,25.172
160,25.319
161,25.466
162,25.614
163,25.761
164,25.908
165,26.055
166,26.202
167,26.349
168,26.496
169,26.643
170,26.790
171,26.937
172,27.085
173,27.232
174,27.379
175,27.526
176,27.673
177,27.821
178,27.967
179,28.114
180,28.261
181,28.409
182,28.556
183,28.703
184,28.850
185,28.997
186,29.145
187,29.292
188,29.439
189,29.586
190,29.734
191,29.881
192,30.028
193,30.175
194,30.322
195,30.469
196,30.617
197,30.764
198,30.911
199,31.058
200,31.205
201,31.352
202,31.499
203,31.646
204,31.793
205,31.940
206,32.088
207,32.235
