 ,Time(s)
1,0.026
2,1.026
3,2.026
4,2.317
5,2.465
6,2.612
7,2.759
8,2.905
9,3.052
10,3.200
11,3.347
12,3.494
13,3.641
14,3.788
15,3.935
16,4.082
17,4.229
18,4.376
19,4.523
20,4.670
21,4.817
22,4.964
23,5.111
24,5.258
25,5.404
26,5.551
27,5.699
28,5.845
29,5.992
30,6.140
31,6.287
32,6.434
33,6.581
34,6.728
35,6.875
36,7.022
37,7.169
38,7.316
39,7.463
40,7.609
41,7.756
42,7.903
43,8.050
44,8.197
45,8.344
46,8.491
47,8.638
48,8.785
49,8.932
50,9.079
51,9.226
52,9.372
53,9.520
54,9.667
55,9.814
56,9.962
57,10.109
58,10.291
59,10.438
60,10.586
61,10.733
62,10.880
63,11.027
64,11.174
65,11.321
66,11.468
67,11.615
68,11.762
69,11.908
70,12.056
71,12.203
72,12.350
73,12.497
74,12.644
75,12.791
76,12.938
77,13.085
78,13.232
79,13.379
80,13.529
81,13.676
82,13.824
83,13.971
84,14.118
85,14.265
86,14.412
87,14.559
88,14.706
89,14.853
90,15.000
91,15.147
92,15.294
93,15.441
94,15.588
95,15.735
96,15.882
97,16.029
98,16.176
99,16.323
100,16.471
101,16.618
102,16.765
103,16.912
104,17.059
105,17.206
106,17.353
107,17.500
108,17.647
109,17.794
110,17.941
111,18.088
112,18.235
113,18.382
114,18.529
115,18.676
116,18.823
117,18.970
118,19.117
119,19.264
120,19.411
121,19.558
122,19.705
123,19.853
124,20.000
125,20.147
126,20.294
127,20.441
128,20.591
129,20.738
130,20.885
131,21.032
132,21.179
133,21.326
134,21.473
135,21.619
136,21.766
137,21.914
138,22.060
139,22.207
140,22.354
141,22.501
142,22.648
143,22.796
144,22.943
145,23.090
146,23.237
147,23.384
148,23.531
149,23.678
150,23.825
151,23.972
152,24.119
153,24.266
154,24.413
155,24.560
156,24.707
157,24.854
158,25.001
159,25.149
160,25.296
161,25.443
162,25.590
163,25.737
164,25.884
165,26.031
166,26.179
167,26.325
168,26.473
169,26.620
170,26.767
171,26.914
172,27.061
173,27.208
174,27.355
175,27.503
176,27.650
177,27.796
178,27.943
179,28.090
180,28.238
181,28.385
182,28.532
183,28.679
184,28.826
185,28.974
186,29.121
187,29.268
188,29.415
189,29.562
190,29.709
191,29.856
192,30.003
193,30.150
194,30.297
195,30.444
196,30.591
197,30.737
198,30.884
199,31.031
200,31.178
201,31.325
202,31.473
203,31.620
204,31.767
205,31.913
206,32.060
207,32.207
