ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
1,29,0,28,0,0,1,20,0,0,0,0
2,53,0,52,0,0,1,15,0,0,1,34
4,52,0,51,1,36,1,14,0,0,0,0
5,20,0,19,0,0,0,0,0,0,1,16
6,103,0,102,1,54,1,21,0,0,1,20
8,59,0,58,1,45,1,12,0,0,0,0
9,11,0,10,0,0,0,0,1,11,0,0
10,26,0,25,1,16,0,0,0,0,0,0
11,48,0,47,0,0,0,0,0,0,1,39
12,91,0,90,1,77,0,0,0,0,1,11
14,33,1,33,1,16,1,17,0,0,0,0
15,14,0,13,1,13,0,0,0,0,0,0
16,30,0,29,1,16,0,0,0,0,1,14
18,45,0,44,1,32,1,12,0,0,0,0
19,39,0,38,1,13,0,0,0,0,1,26
20,11,0,10,1,11,0,0,0,0,0,0
21,17,1,17,1,10,0,0,0,0,0,0
22,86,0,85,1,56,0,0,0,0,1,24
23,21,0,20,1,15,0,0,0,0,0,0
24,18,0,17,1,14,0,0,0,0,0,0
26,13,0,12,0,0,0,0,0,0,0,0
27,31,1,31,1,27,0,0,0,0,0,0
29,47,0,46,1,31,1,15,0,0,0,0
30,72,0,71,1,12,1,36,0,0,1,13
32,42,0,41,1,17,1,15,0,0,0,0
33,51,0,50,1,21,0,0,0,0,1,23
34,30,0,29,1,13,0,0,0,0,0,0
35,16,0,15,0,0,0,0,0,0,0,0
36,46,0,45,1,10,1,13,0,0,1,23
37,36,1,36,1,36,0,0,0,0,0,0
38,59,0,58,2,22,1,12,0,0,1,18
39,15,0,14,1,13,0,0,0,0,0,0
40,22,0,21,1,12,0,0,0,0,0,0
41,39,0,38,1,18,0,0,0,0,1,14
42,53,0,52,1,43,0,0,0,0,1,10
43,20,0,19,0,0,0,0,0,0,1,12
44,22,0,21,1,15,0,0,0,0,0,0
45,58,0,57,2,41,1,11,0,0,0,0
46,18,0,17,0,0,1,14,0,0,0,0
48,22,0,21,0,0,0,0,0,0,1,13
49,63,0,62,1,47,0,0,0,0,1,14
50,19,0,18,1,19,0,0,0,0,0,0
51,21,0,20,1,20,0,0,0,0,0,0
52,29,0,28,1,29,0,0,0,0,0,0
53,53,0,52,1,47,0,0,0,0,0,0
54,80,0,79,2,32,2,47,0,0,0,0
55,31,0,30,1,24,0,0,0,0,0,0
59,74,2,75,1,29,1,25,0,0,1,12
61,93,2,94,2,27,0,0,0,0,3,55
63,32,2,33,1,21,0,0,0,0,0,0
64,37,2,38,1,27,0,0,0,0,0,0
65,46,4,49,1,10,1,11,0,0,1,11
68,34,4,37,0,0,0,0,0,0,1,31
69,48,0,47,0,0,1,18,0,0,1,15
70,54,5,58,1,32,0,0,0,0,1,20
71,13,3,15,1,13,0,0,0,0,0,0
72,23,4,26,1,16,0,0,0,0,0,0
74,28,3,30,1,18,0,0,0,0,0,0
76,20,0,19,0,0,0,0,0,0,0,0
77,44,5,48,0,0,1,17,0,0,0,0
79,11,3,13,1,11,0,0,0,0,0,0
80,11,6,16,0,0,0,0,0,0,1,11
81,15,6,20,1,15,0,0,0,0,0,0
82,12,10,21,0,0,0,0,0,0,1,12
83,14,10,23,1,14,0,0,0,0,0,0
84,37,10,46,1,29,0,0,0,0,0,0
86,21,10,30,0,0,0,0,0,0,1,15
88,14,11,24,0,0,0,0,0,0,1,14
89,20,10,29,0,0,1,15,0,0,0,0
