"colour","level","x","y","piece","group","nlevel","n","PANEL","linewidth","linetype","alpha","bins","condition"
"#F8766D",0.0106666666666667,-2.57283774425208,1.25252525252525,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.56083604139526,1.17171717171717,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.55555555555556,1.15493163095026,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.54039420205007,1.09090909090909,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.5115443835215,1.01010101010101,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.47712478805686,0.92929292929293,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.44444444444444,0.852643612996012,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.44300257947026,0.848484848484849,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.41760544958601,0.767676767676768,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.39202922879998,0.686868686868687,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.36344093842739,0.606060606060606,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.33333333333333,0.53357583847616,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.32958146532663,0.525252525252526,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.2933099390063,0.444444444444445,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.25752999623548,0.363636363636364,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.22312507247878,0.282828282828283,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.22222222222222,0.280686789097565,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.19724205016364,0.202020202020202,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.16944740151463,0.121212121212122,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.1348108441509,0.0404040404040407,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.11111111111111,-0.00243276261549728,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.09353893047027,-0.0404040404040402,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2.04676135549642,-0.121212121212121,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-2,-0.188637860804939,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.99063810402974,-0.202020202020202,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.93629960274952,-0.282828282828282,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.88888888888889,-0.35553466049153,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.88319538232733,-0.363636363636363,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.83451806330164,-0.444444444444444,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.78599510413666,-0.525252525252525,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.77777777777778,-0.538895831315109,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.7475381123481,-0.606060606060606,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.71073804661496,-0.686868686868686,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.67189097041567,-0.767676767676767,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.66666666666667,-0.778576528190751,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.64730688592983,-0.848484848484848,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.62536425234497,-0.929292929292929,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.60313590484472,-1.01010101010101,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.57925526894454,-1.09090909090909,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.55555555555556,-1.16104717537803,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.55271523554159,-1.17171717171717,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.52755236605944,-1.25252525252525,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.49401886453671,-1.33333333333333,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.44751142412382,-1.41414141414141,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.44444444444444,-1.41867166936011,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.40036451757789,-1.49494949494949,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.34244081276021,-1.57575757575758,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.33333333333333,-1.58824027371904,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.29601791551121,-1.65656565656566,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.2551630796623,-1.73737373737374,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.22222222222222,-1.81244695510453,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.22016546090517,-1.81818181818182,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.19554464733399,-1.8989898989899,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.16781630102354,-1.97979797979798,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.13072895017946,-2.06060606060606,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.11111111111111,-2.09380874921964,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.08081743100348,-2.14141414141414,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1.0121653629178,-2.22222222222222,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-1,-2.23461917354218,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.925498179843279,-2.3030303030303,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.888888888888889,-2.33637424954854,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.840370583332684,-2.38383838383838,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.777777777777778,-2.454503817286,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.768900988347651,-2.46464646464646,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.702002037468879,-2.54545454545455,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.666666666666667,-2.58343928550406,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.603640697866976,-2.62626262626263,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.555555555555556,-2.65348813977694,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.444444444444445,-2.67922021641462,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.333333333333333,-2.6799563174285,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.222222222222222,-2.67116117569881,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,-0.111111111111111,-2.66614319504358,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0,-2.66708347465912,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.111111111111111,-2.66255960007862,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.222222222222222,-2.64899868548874,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.333333333333333,-2.63820337364506,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.413979818830176,-2.62626262626263,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.444444444444444,-2.62250019299639,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.555555555555555,-2.58152439061227,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.606978822064828,-2.54545454545455,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.666666666666667,-2.50022424878781,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.705417942121913,-2.46464646464646,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.777777777777778,-2.39050634244032,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.784924605341098,-2.38383838383838,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.868643343753233,-2.3030303030303,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.888888888888889,-2.28264451760288,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,0.955994414042807,-2.22222222222222,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1,-2.18139597004624,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.03997366486638,-2.14141414141414,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.11083535900447,-2.06060606060606,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.11111111111111,-2.06026795875282,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.1738384771974,-1.97979797979798,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.22222222222222,-1.90585159532462,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.22793129848976,-1.8989898989899,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.29799030529433,-1.81818181818182,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.33333333333333,-1.77951891689719,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.3945047787146,-1.73737373737374,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.44444444444444,-1.70413606186869,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.519833366341,-1.65656565656566,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.55555555555556,-1.63030371968531,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.61169199125238,-1.57575757575758,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.66666666666667,-1.50226126517488,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.67175301070729,-1.49494949494949,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.7184496299059,-1.41414141414141,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.75770485164103,-1.33333333333333,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.77777777777778,-1.28888669586411,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.79842318166656,-1.25252525252525,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.84299568852689,-1.17171717171717,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.88843848693109,-1.09090909090909,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.88888888888889,-1.09000642337605,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.93105531601177,-1.01010101010101,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.9622614353538,-0.929292929292929,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,1.99021610183286,-0.848484848484848,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2,-0.826355032196503,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.03134008812526,-0.767676767676767,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.09058202894176,-0.686868686868686,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.11111111111111,-0.664316363503061,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.18007672282067,-0.606060606060606,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.22222222222222,-0.567924126055916,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.27065771948728,-0.525252525252525,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.33333333333333,-0.445009072549643,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.33382265434395,-0.444444444444444,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.38643507062246,-0.363636363636363,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.41964847584215,-0.282828282828282,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.43923791307007,-0.202020202020202,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.44444444444444,-0.165860993234074,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.45385974808331,-0.121212121212121,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.46498376843106,-0.0404040404040402,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.47084085566728,0.0404040404040407,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.46546561994336,0.121212121212122,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.44444444444444,0.19767796854975,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.44359785638577,0.202020202020202,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.42785108911278,0.282828282828283,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.42417204299144,0.363636363636364,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.43267524483191,0.444444444444445,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.44444444444444,0.508269604387735,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.4485651549432,0.525252525252526,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.46582992885784,0.606060606060606,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.47346586738791,0.686868686868687,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.47151581385012,0.767676767676768,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.45845560195561,0.848484848484849,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.44444444444444,0.885255910711712,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.38277141608713,0.92929292929293,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.33333333333333,0.943902765025561,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.22222222222222,0.936051864136149,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
"#F8766D",0.0106666666666667,2.11111111111111,0.972117150850197,1,"-1-002-001",0.0714285714285718,14647,"1",0.5,1,NA,15,"ATG9A"
