"t","mean","sd","n","pred","condition"
0.840328305959702,0.0961449473131762,0.070651644976651,14,0.110679044655108,"Clathrin"
0.910355664789677,0.103061454715398,0.0763294440857906,14,0.119700301015731,"Clathrin"
0.980383023619652,0.109771034015907,0.0820581030333998,14,0.128721557376354,"Clathrin"
1.05041038244963,0.102422612159103,0.0772957735068536,13,0.137742813736977,"Clathrin"
1.1204377412796,0.108554126606591,0.083817681372269,13,0.1467640700976,"Clathrin"
1.19046510010958,0.111943756510161,0.0861924859316175,13,0.155785326458223,"Clathrin"
1.26049245893955,0.118123899136746,0.0912599987712979,13,0.164806582818846,"Clathrin"
1.33051981776953,0.121660899899295,0.0902116018423813,13,0.173827839179469,"Clathrin"
1.4005471765995,0.11364895093714,0.0848222779133131,12,0.182849095540092,"Clathrin"
1.47057453542948,0.12035540725893,0.0914118496813961,12,0.191870351900715,"Clathrin"
1.54060189425945,0.102787415854724,0.056633408191687,11,0.200891608261338,"Clathrin"
1.61062925308943,0.106768337913514,0.0599085813740585,11,0.209912864621961,"Clathrin"
1.6806566119194,0.0992185176979953,0.0484118792179502,10,0.218934120982584,"Clathrin"
1.75068397074938,0.105050431038003,0.0552603905973783,9,0.227955377343207,"Clathrin"
1.82071132957935,0.110723039394841,0.0622642979449043,9,0.23697663370383,"Clathrin"
1.89073868840933,0.117168639140331,0.0661661844069038,9,0.245997890064453,"Clathrin"
1.9607660472393,0.120941962915502,0.0707637824768272,9,0.255019146425076,"Clathrin"
2.03079340606928,0.126822296348256,0.0746146684817966,9,0.264040402785699,"Clathrin"
2.10082076489925,0.108927924797091,0.038626088570632,8,0.273061659146322,"Clathrin"
2.17084812372923,0.113940533910319,0.041948359022609,8,0.282082915506945,"Clathrin"
2.2408754825592,0.119977953365502,0.0445630176017247,8,0.291104171867568,"Clathrin"
2.31090284138918,0.12544318768064,0.0494237349208478,8,0.300125428228191,"Clathrin"
2.38093020021915,0.129878441894858,0.0516106588123889,8,0.309146684588814,"Clathrin"
2.45095755904913,0.128422643178151,0.0557622496001758,7,0.318167940949437,"Clathrin"
2.5209849178791,0.134092779189162,0.0607108946526747,7,0.32718919731006,"Clathrin"
2.59101227670908,0.139129651329871,0.0706059083065989,6,0.336210453670683,"Clathrin"
0.499997437000275,0.0170702535416739,0.00468928449850597,7,0.00884849460702133,"EB3"
0.999994874000549,0.0593137853954337,0.0196328863132169,18,0.0675444615777835,"EB3"
1.49999231100082,0.118036504109287,0.0430026688539607,18,0.126240428548546,"EB3"
1.9999897480011,0.193149237206263,0.0751640093180602,18,0.184936395519308,"EB3"
2.49998718500137,0.284144460118776,0.11615428074749,18,0.24363236249007,"EB3"
2.99998462200165,0.391478270219816,0.168573766673505,18,0.302328329460832,"EB3"
3.49998205900192,0.476960643074545,0.184525470711815,17,0.361024296431594,"EB3"
3.9999794960022,0.578235062066398,0.2260280390483,15,0.419720263402356,"EB3"
4.49997693300247,0.658385873510957,0.325272620421258,7,0.478416230373118,"EB3"
0.0500430390238762,0.00749721043646767,0.000934584930314517,2,0.00644325647560847,"LAMP1"
0.100086078047752,0.0114902706325725,0.003473100951681,5,0.0126791522201841,"LAMP1"
0.150129117071629,0.0181309492574052,0.00671280752357737,5,0.0189150479647597,"LAMP1"
0.200172156095505,0.0260699700434421,0.0109447894258,5,0.0251509437093352,"LAMP1"
0.250215195119381,0.0352224411340005,0.0159977970371019,5,0.0313868394539108,"LAMP1"
0.300258234143257,0.045297102311142,0.021644992291503,5,0.0376227351984864,"LAMP1"
0.350301273167133,0.0563597513655531,0.0280028650104638,5,0.043858630943062,"LAMP1"
0.40034431219101,0.0659229978018651,0.0359750897246477,5,0.0500945266876376,"LAMP1"
0.450387351214886,0.0764660563761593,0.0411995536549827,5,0.0563304224322132,"LAMP1"
0.500430390238762,0.0854156691046785,0.0476827662804911,5,0.0625663181767888,"LAMP1"
0.550473429262638,0.0977448569130266,0.0557117435507907,5,0.0688022139213644,"LAMP1"
0.600516468286514,0.109835585092181,0.0574651521680719,5,0.07503810966594,"LAMP1"
0.65055950731039,0.12587190295233,0.0681210567621375,5,0.0812740054105156,"LAMP1"
0.700602546334267,0.138675545313832,0.0787916372030876,5,0.0875099011550912,"LAMP1"
0.750645585358143,0.1521662257448,0.0844768027787238,5,0.0937457968996668,"LAMP1"
0.800688624382019,0.163739559350608,0.0899031142951934,5,0.0999816926442424,"LAMP1"
0.850731663405895,0.178196118957227,0.0973670788272749,5,0.106217588388818,"LAMP1"
0.900774702429771,0.19563965165876,0.108915679811344,5,0.112453484133394,"LAMP1"
0.950817741453648,0.211092548418615,0.116434782117132,5,0.118689379877969,"LAMP1"
1.00086078047752,0.223410223833091,0.122030940150255,5,0.124925275622545,"LAMP1"
1.0509038195014,0.2402325068713,0.133707632907798,5,0.13116117136712,"LAMP1"
1.10094685852528,0.259736486882136,0.145702667563125,5,0.137397067111696,"LAMP1"
1.15098989754915,0.282979487593485,0.162715318766818,5,0.143632962856272,"LAMP1"
1.20103293657303,0.268192241812208,0.157067315765856,5,0.149868858600847,"LAMP1"
1.2510759755969,0.280779641328884,0.176580614335428,5,0.156104754345423,"LAMP1"
1.30111901462078,0.297798224547126,0.192722840585659,5,0.162340650089998,"LAMP1"
1.35116205364466,0.314211294266108,0.206629966869122,5,0.168576545834574,"LAMP1"
1.40120509266853,0.333462303226438,0.22263215254053,5,0.17481244157915,"LAMP1"
1.45124813169241,0.346958715943469,0.239033831846002,5,0.181048337323725,"LAMP1"
1.50129117071629,0.361757930254821,0.256855551946872,5,0.187284233068301,"LAMP1"
1.55133420974016,0.377593583337421,0.258596482469256,5,0.193520128812876,"LAMP1"
1.60137724876404,0.393013310943968,0.275069724171677,5,0.199756024557452,"LAMP1"
1.65142028778791,0.408577019949596,0.293567587258317,5,0.205991920302028,"LAMP1"
1.70146332681179,0.427786675239293,0.311209658539853,5,0.212227816046603,"LAMP1"
1.75150636583567,0.445137934075258,0.319924891465977,5,0.218463711791179,"LAMP1"
1.80154940485954,0.441781082518044,0.294388908031418,5,0.224699607535754,"LAMP1"
1.85159244388342,0.447420355315803,0.310104273165677,5,0.23093550328033,"LAMP1"
1.9016354829073,0.466416310637365,0.318938877007593,5,0.237171399024905,"LAMP1"
1.95167852193117,0.479914674578956,0.329196489232085,5,0.243407294769481,"LAMP1"
2.00172156095505,0.492475312511884,0.341967566411391,5,0.249643190514057,"LAMP1"
2.05176459997892,0.509783304726447,0.358517895693316,5,0.255879086258632,"LAMP1"
2.1018076390028,0.381983283225884,0.198955965265271,4,0.262114982003208,"LAMP1"
2.15185067802668,0.397212792919048,0.205264421881987,4,0.268350877747783,"LAMP1"
2.20189371705055,0.417114244716111,0.211923712662415,4,0.274586773492359,"LAMP1"
2.25193675607443,0.426732436607713,0.225523126969491,4,0.280822669236935,"LAMP1"
2.3019797950983,0.438934017388676,0.236955024208524,4,0.28705856498151,"LAMP1"
2.35202283412218,0.446622670865237,0.262502831808371,4,0.293294460726086,"LAMP1"
2.40206587314606,0.454416241765176,0.29563580554687,4,0.299530356470661,"LAMP1"
2.45210891216993,0.457125492290726,0.302884520388424,4,0.305766252215237,"LAMP1"
2.50215195119381,0.462296368952535,0.309009133424359,4,0.312002147959813,"LAMP1"
2.55219499021769,0.473181038814284,0.31792651101517,4,0.318238043704388,"LAMP1"
2.60223802924156,0.483817768136585,0.324959138578548,4,0.324473939448964,"LAMP1"
2.65228106826544,0.469021232818759,0.293213619091638,4,0.330709835193539,"LAMP1"
2.70232410728931,0.482816991830915,0.302047463483286,4,0.336945730938115,"LAMP1"
2.75236714631319,0.495443655014165,0.309247340172248,4,0.343181626682691,"LAMP1"
2.80241018533707,0.46855954945565,0.260002408077717,4,0.349417522427266,"LAMP1"
2.85245322436094,0.480287693133374,0.264606221154792,4,0.355653418171842,"LAMP1"
2.90249626338482,0.490707103565433,0.270357464142566,4,0.361889313916417,"LAMP1"
2.9525393024087,0.472674396228219,0.242559363055139,4,0.368125209660993,"LAMP1"
3.00258234143257,0.48967696932363,0.253441155213752,4,0.374361105405569,"LAMP1"
3.05262538045645,0.501704466355086,0.26072122352918,4,0.380597001150144,"LAMP1"
3.10266841948032,0.512094832561499,0.269158905260526,4,0.38683289689472,"LAMP1"
3.1527114585042,0.524338280079138,0.27830721211869,4,0.393068792639295,"LAMP1"
3.20275449752808,0.526350485793454,0.275683853913467,4,0.399304688383871,"LAMP1"
3.25279753655195,0.439314195976442,0.25640358007262,3,0.405540584128447,"LAMP1"
3.30284057557583,0.446534354379619,0.263644030999068,3,0.411776479873022,"LAMP1"
3.3528836145997,0.457835951598428,0.273993745001497,3,0.418012375617598,"LAMP1"
3.40292665362358,0.471338368279683,0.285695882903783,3,0.424248271362173,"LAMP1"
3.45296969264746,0.485657345477785,0.292979791474318,3,0.430484167106749,"LAMP1"
3.50301273167133,0.356129212531753,0.247656778647732,2,0.436720062851325,"LAMP1"
3.55305577069521,0.36101896155983,0.251485728742502,2,0.4429559585959,"LAMP1"
3.60309880971909,0.35951254496186,0.26312544605479,2,0.449191854340476,"LAMP1"
3.65314184874296,0.36319696586598,0.268217189611314,2,0.455427750085051,"LAMP1"
0.0600351989269257,0.0107911633871533,0.00188515842420066,9,0.0115134262575312,"ML1N"
0.120070397853851,0.0219396804206398,0.00443416860881962,15,0.0212123191264098,"ML1N"
0.180105596780777,0.0316232780179622,0.00641563072596883,15,0.0309112119952884,"ML1N"
0.240140795707703,0.0398929404176411,0.00808295752392914,15,0.0406101048641669,"ML1N"
0.300175994634628,0.0480061823331105,0.0100924068204544,15,0.0503089977330455,"ML1N"
0.360211193561554,0.0561793534756913,0.0115632323263098,15,0.0600078906019241,"ML1N"
0.42024639248848,0.0644496202113,0.0135424453474153,15,0.0697067834708026,"ML1N"
0.480281591415405,0.0692197831071791,0.0149177020103904,15,0.0794056763396812,"ML1N"
0.540316790342331,0.0740857329056997,0.0163508749907434,15,0.0891045692085598,"ML1N"
0.600351989269257,0.0787786477528322,0.017974859371248,15,0.0988034620774383,"ML1N"
0.660387188196182,0.0828879906475851,0.0178071020530027,15,0.108502354946317,"ML1N"
0.720422387123108,0.0865163360835399,0.018337351580143,15,0.118201247815195,"ML1N"
0.780457586050034,0.0913014653801862,0.0187417920494832,15,0.127900140684074,"ML1N"
0.840492784976959,0.0967774225838,0.0193911497627146,15,0.137599033552953,"ML1N"
0.900527983903885,0.0998268639838165,0.0209810990849387,15,0.147297926421831,"ML1N"
0.96056318283081,0.102697187239811,0.0221524831868404,15,0.15699681929071,"ML1N"
1.02059838175774,0.105881141084936,0.0225248605559299,15,0.166695712159588,"ML1N"
1.08063358068466,0.106452893340654,0.0227152495196958,14,0.176394605028467,"ML1N"
1.14066877961159,0.109827415276846,0.0245527430567361,14,0.186093497897345,"ML1N"
1.20070397853851,0.11359024897427,0.025870453170064,14,0.195792390766224,"ML1N"
1.26073917746544,0.109341760358952,0.0245426581703897,11,0.205491283635103,"ML1N"
1.32077437639236,0.100334804262832,0.014312341161786,8,0.215190176503981,"ML1N"
1.38080957531929,0.100147482748632,0.0132209890147275,7,0.22488906937286,"ML1N"
1.44084477424622,0.102605785165514,0.0139705626377749,7,0.234587962241738,"ML1N"
1.50087997317314,0.106340411609235,0.0120421878412886,6,0.244286855110617,"ML1N"
0.0600351989269257,0.00945574487305165,0.00256073542800041,17,0.00926426775283948,"Rab11"
0.120070397853851,0.0193483724239856,0.00615406436577699,17,0.0196164578742832,"Rab11"
0.180105596780777,0.0299303875356856,0.00978084631990511,17,0.0299686479957269,"Rab11"
0.240140795707703,0.0404357069072974,0.0134746849175733,17,0.0403208381171706,"Rab11"
0.300175994634628,0.0515344343802751,0.0171845596141397,17,0.0506730282386144,"Rab11"
0.360211193561554,0.0633697256117675,0.0209204954553438,17,0.0610252183600581,"Rab11"
0.42024639248848,0.0755975677857649,0.0247865312152364,17,0.0713774084815018,"Rab11"
0.480281591415405,0.086128297361607,0.029609538990693,17,0.0817295986029455,"Rab11"
0.540316790342331,0.096693132701986,0.0332470413555388,17,0.0920817887243892,"Rab11"
0.600351989269257,0.108971043160517,0.0377361230006678,17,0.102433978845833,"Rab11"
0.660387188196182,0.118922974355087,0.0408459779640137,17,0.112786168967277,"Rab11"
0.720422387123108,0.129047364620936,0.0440844100097057,17,0.12313835908872,"Rab11"
0.780457586050034,0.137924312871197,0.0465534401456795,17,0.133490549210164,"Rab11"
0.840492784976959,0.147719133426661,0.0506673297917619,17,0.143842739331608,"Rab11"
0.900527983903885,0.156427607972253,0.0542326146553172,17,0.154194929453052,"Rab11"
0.96056318283081,0.1674901712078,0.0575646192663156,17,0.164547119574495,"Rab11"
1.02059838175774,0.169084663966895,0.0560700094577059,16,0.174899309695939,"Rab11"
1.08063358068466,0.17046925653618,0.0522129344346871,15,0.185251499817383,"Rab11"
1.14066877961159,0.176192480370769,0.0606224358261796,13,0.195603689938826,"Rab11"
1.20070397853851,0.174402816009162,0.0636197346834353,12,0.20595588006027,"Rab11"
1.26073917746544,0.183687144260225,0.0754567895396597,11,0.216308070181714,"Rab11"
1.32077437639236,0.184872570742335,0.0992309643644615,7,0.226660260303158,"Rab11"
1.38080957531929,0.195542254913259,0.109441077660555,7,0.237012450424601,"Rab11"
1.44084477424622,0.205211267899729,0.121318992735686,7,0.247364640546045,"Rab11"
1.50087997317314,0.213987742561236,0.128932925693024,7,0.257716830667489,"Rab11"
1.56091517210007,0.224796482658498,0.140679759588014,7,0.268069020788932,"Rab11"
0.0500430390238762,0.0125674307021158,0.00422599448364466,11,0.0128191057807603,"Rab30"
0.100086078047752,0.0235112688192749,0.00833385262908507,14,0.0232350194587012,"Rab30"
0.150129117071629,0.0338534596514282,0.0116442102320033,14,0.033650933136642,"Rab30"
0.200172156095505,0.0438397460178675,0.0149465153814425,14,0.0440668468145829,"Rab30"
0.250215195119381,0.0535444111209872,0.01844246583724,14,0.0544827604925237,"Rab30"
0.300258234143257,0.063357338990079,0.0223417272548833,14,0.0648986741704646,"Rab30"
0.350301273167133,0.0725019540182771,0.0260682650985275,14,0.0753145878484054,"Rab30"
0.40034431219101,0.0810340065092702,0.0293032096052169,14,0.0857305015263463,"Rab30"
0.450387351214886,0.0889837372655637,0.0314846622923136,14,0.0961464152042872,"Rab30"
0.500430390238762,0.0977878427941383,0.0344862439207145,14,0.106562328882228,"Rab30"
0.550473429262638,0.106510203276016,0.0381585188607095,14,0.116978242560169,"Rab30"
0.600516468286514,0.113940001287749,0.0399623937687484,14,0.12739415623811,"Rab30"
0.65055950731039,0.119794315488778,0.0416807259999014,14,0.137810069916051,"Rab30"
0.700602546334267,0.126257475045408,0.0431770055964967,14,0.148225983593991,"Rab30"
0.750645585358143,0.13157429668343,0.0446267640665601,14,0.158641897271932,"Rab30"
0.800688624382019,0.127739122614491,0.0485841649423525,11,0.169057810949873,"Rab30"
0.850731663405895,0.127089917135948,0.048695650780225,10,0.179473724627814,"Rab30"
0.900774702429771,0.112033702347731,0.0286628293564123,8,0.189889638305755,"Rab30"
0.950817741453648,0.11700896019554,0.030508048067076,8,0.200305551983696,"Rab30"
1.00086078047752,0.12128041002636,0.0295629187029637,8,0.210721465661637,"Rab30"
1.0509038195014,0.124969270823722,0.0310857086387405,8,0.221137379339577,"Rab30"
1.10094685852528,0.127664519664485,0.0315565404032181,8,0.231553293017518,"Rab30"
1.15098989754915,0.130173753047572,0.0359305456154769,7,0.241969206695459,"Rab30"
1.20103293657303,0.133027129756808,0.0374664299113231,7,0.2523851203734,"Rab30"
1.2510759755969,0.123565734213712,0.0224643035857713,6,0.262801034051341,"Rab30"
1.30111901462078,0.126403609122178,0.0231051269768052,6,0.273216947729282,"Rab30"
1.35116205364466,0.129220114394048,0.0220192867645295,6,0.283632861407223,"Rab30"
1.40120509266853,0.13304312776218,0.0208685857648824,6,0.294048775085163,"Rab30"
1.45124813169241,0.136019656328418,0.0238948918781125,5,0.304464688763104,"Rab30"
0.0500430390238762,0.0133247748019772,0.00168668308900619,4,0.0126288785076518,"Rab35"
0.100086078047752,0.0169066693271217,0.00693341961637467,9,0.0178446314127273,"Rab35"
0.150129117071629,0.0228486196060378,0.0092895524048284,9,0.0230603843178029,"Rab35"
0.200172156095505,0.0287299677259236,0.0117205882209339,9,0.0282761372228784,"Rab35"
0.250215195119381,0.034220908565898,0.0142346481350155,9,0.0334918901279539,"Rab35"
0.300258234143257,0.0396153123439847,0.016699754955541,9,0.0387076430330295,"Rab35"
0.350301273167133,0.04516997240072,0.0191178912155167,9,0.043923395938105,"Rab35"
0.40034431219101,0.0500545428387758,0.0205337328212232,9,0.0491391488431805,"Rab35"
0.450387351214886,0.0547317578288533,0.0213740249535832,9,0.0543549017482561,"Rab35"
0.500430390238762,0.0610854745092207,0.0243656047700243,9,0.0595706546533316,"Rab35"
0.550473429262638,0.0660890234999908,0.0264120628879233,9,0.0647864075584072,"Rab35"
0.600516468286514,0.0708746160298012,0.0281752951800737,9,0.0700021604634827,"Rab35"
0.65055950731039,0.074905675796061,0.0297950796774996,9,0.0752179133685583,"Rab35"
0.700602546334267,0.0811508175457449,0.034105293361531,9,0.0804336662736338,"Rab35"
0.750645585358143,0.0859704161795505,0.0357307751235886,9,0.0856494191787093,"Rab35"
0.800688624382019,0.0894185556193072,0.0355926525971605,9,0.0908651720837849,"Rab35"
0.850731663405895,0.0843080642622183,0.0284258796516034,8,0.0960809249888604,"Rab35"
0.900774702429771,0.0835180556317508,0.0280427683167284,7,0.101296677893936,"Rab35"
0.950817741453648,0.0797852052010769,0.0226343812754027,6,0.106512430799011,"Rab35"
1.00086078047752,0.0834563858924846,0.0231186164959619,6,0.111728183704087,"Rab35"
1.0509038195014,0.0765712895519074,0.0136126576123923,5,0.116943936609163,"Rab35"
1.10094685852528,0.0780533255026605,0.0151903051886786,5,0.122159689514238,"Rab35"
1.15098989754915,0.0822667616158508,0.0173466931436044,5,0.127375442419314,"Rab35"
1.20103293657303,0.0864702324545907,0.0195527532054365,5,0.132591195324389,"Rab35"
1.2510759755969,0.0896730176318448,0.021006684990541,5,0.137806948229465,"Rab35"
1.30111901462078,0.0958734730285811,0.0247373500791103,4,0.14302270113454,"Rab35"
1.35116205364466,0.0968989970023396,0.0225451958873097,4,0.148238454039616,"Rab35"
1.40120509266853,0.0940332868911018,0.0238301263477307,3,0.153454206944691,"Rab35"
1.45124813169241,0.0929149449314366,0.0270035593986415,3,0.158669959849767,"Rab35"
1.50129117071629,0.0918392226195858,0.0301851295602828,3,0.163885712754842,"Rab35"
1.55133420974016,0.0941787753455284,0.0326878463279273,3,0.169101465659918,"Rab35"
0.0600351989269257,0.00690992439455596,0.00198081160306965,20,0.00592719177099317,"Rab5"
0.120070397853851,0.0153961103714935,0.00605669742622581,20,0.0164286588152284,"Rab5"
0.180105596780777,0.0260470248762449,0.0111935245258298,20,0.0269301258594636,"Rab5"
0.240140795707703,0.0383645097070895,0.0174478332108974,20,0.0374315929036988,"Rab5"
0.300175994634628,0.052264318304446,0.0245335655553104,20,0.047933059947934,"Rab5"
0.360211193561554,0.067566557674514,0.0324924652645197,20,0.0584345269921692,"Rab5"
0.42024639248848,0.0840980421383286,0.0412216906287464,20,0.0689359940364044,"Rab5"
0.480281591415405,0.0957095633732539,0.0463161409015838,20,0.0794374610806396,"Rab5"
0.540316790342331,0.110500369287032,0.0557719400747199,20,0.0899389281248748,"Rab5"
0.600351989269257,0.125532908544252,0.062702581930043,20,0.10044039516911,"Rab5"
0.660387188196182,0.137756251010973,0.068911900418773,20,0.110941862213345,"Rab5"
0.720422387123108,0.152905876491406,0.0791981885022752,20,0.12144332925758,"Rab5"
0.780457586050034,0.164778852368018,0.087909475844095,20,0.131944796301816,"Rab5"
0.840492784976959,0.178310034703227,0.091249891154713,20,0.142446263346051,"Rab5"
0.900527983903885,0.194918501694706,0.104396369436513,20,0.152947730390286,"Rab5"
0.96056318283081,0.201888702485453,0.110682243759916,20,0.163449197434521,"Rab5"
1.02059838175774,0.217712725147276,0.122715662910712,20,0.173950664478756,"Rab5"
1.08063358068466,0.228752349688481,0.1273205568569,20,0.184452131522992,"Rab5"
1.14066877961159,0.238884134600112,0.1343149520021,20,0.194953598567227,"Rab5"
1.20070397853851,0.250183240646217,0.148041774781786,20,0.205455065611462,"Rab5"
1.26073917746544,0.266655557780791,0.162666857732438,20,0.215956532655697,"Rab5"
1.32077437639236,0.283885997097719,0.176434501219015,20,0.226457999699932,"Rab5"
1.38080957531929,0.278851751932478,0.167745742696413,19,0.236959466744168,"Rab5"
1.44084477424622,0.294008821038321,0.179439796293354,19,0.247460933788403,"Rab5"
1.50087997317314,0.302712620517747,0.192612624169217,19,0.257962400832638,"Rab5"
1.56091517210007,0.318859656585808,0.208861411954833,19,0.268463867876873,"Rab5"
1.62095037102699,0.33533653290039,0.223586981987917,19,0.278965334921108,"Rab5"
1.68098556995392,0.346601027822352,0.229474289863259,19,0.289466801965344,"Rab5"
1.74102076888084,0.366198963800755,0.248008409682566,18,0.299968269009579,"Rab5"
1.80105596780777,0.383183545209138,0.261559842691765,18,0.310469736053814,"Rab5"
1.8610911667347,0.326762152253309,0.177129393574686,16,0.320971203098049,"Rab5"
1.92112636566162,0.329546819226329,0.172215408535713,16,0.331472670142284,"Rab5"
1.98116156458855,0.344088986918077,0.180757903002155,16,0.34197413718652,"Rab5"
2.04119676351547,0.357084049863579,0.186244611448169,16,0.352475604230755,"Rab5"
2.1012319624424,0.364262182365163,0.190921322754928,16,0.36297707127499,"Rab5"
2.16126716136932,0.368886620646432,0.202707096360485,15,0.373478538319225,"Rab5"
2.22130236029625,0.394829362565495,0.217192276913127,14,0.38398000536346,"Rab5"
2.28133755922318,0.410309868006049,0.23220381316756,14,0.394481472407696,"Rab5"
2.3413727581501,0.428138736941831,0.245948225600944,14,0.404982939451931,"Rab5"
2.40140795707703,0.428228691143854,0.24296288429238,14,0.415484406496166,"Rab5"
2.46144315600395,0.434903933984084,0.258148134164824,14,0.425985873540401,"Rab5"
2.52147835493088,0.442114986794299,0.275033228944132,14,0.436487340584636,"Rab5"
2.5815135538578,0.450540578227421,0.279680330458395,14,0.446988807628872,"Rab5"
2.64154875278473,0.422385773968025,0.253745204145201,13,0.457490274673107,"Rab5"
2.70158395171165,0.426484795132676,0.267225032358045,13,0.467991741717342,"Rab5"
2.76161915063858,0.420600888701636,0.275801784875662,12,0.478493208761577,"Rab5"
2.82165434956551,0.437268787838876,0.290240701803964,12,0.488994675805812,"Rab5"
2.88168954849243,0.42881735332046,0.283161228564023,12,0.499496142850048,"Rab5"
2.94172474741936,0.380103490906284,0.243391423688625,11,0.509997609894283,"Rab5"
3.00175994634628,0.370017675998468,0.248122414990811,11,0.520499076938518,"Rab5"
3.06179514527321,0.370421428240041,0.268049606403178,10,0.531000543982753,"Rab5"
3.12183034420013,0.380055581840451,0.27937572052971,10,0.541502011026988,"Rab5"
3.18186554312706,0.391876945393522,0.29431384203859,10,0.552003478071224,"Rab5"
3.24190074205399,0.396107888753558,0.311144851687555,10,0.562504945115459,"Rab5"
3.30193594098091,0.400162426356517,0.30603829124152,10,0.573006412159694,"Rab5"
3.36197113990784,0.414783072608887,0.31742179963039,10,0.583507879203929,"Rab5"
3.42200633883476,0.428785726018851,0.330593267479504,10,0.594009346248164,"Rab5"
3.48204153776169,0.444217634557815,0.344299678167387,10,0.6045108132924,"Rab5"
3.54207673668861,0.459440259731567,0.356107591456044,10,0.615012280336635,"Rab5"
3.60211193561554,0.454613352933118,0.361662357857132,10,0.62551374738087,"Rab5"
3.66214713454247,0.430059345173629,0.395567952120124,8,0.636015214425105,"Rab5"
3.72218233346939,0.306715981474914,0.15466645424844,7,0.64651668146934,"Rab5"
3.78221753239632,0.315584901165464,0.159351242910296,7,0.657018148513576,"Rab5"
0.0600351989269257,0.0131497776232261,0.00313844185347329,7,0.0122235474636765,"SCAMP1"
0.120070397853851,0.0215329257485104,0.00782831437110054,14,0.0227211104498009,"SCAMP1"
0.180105596780777,0.0328163523598574,0.0114485311324156,14,0.0332186734359252,"SCAMP1"
0.240140795707703,0.0443805120398583,0.0151397102828741,14,0.0437162364220496,"SCAMP1"
0.300175994634628,0.0569469793814875,0.0194324423029596,14,0.054213799408174,"SCAMP1"
0.360211193561554,0.0699458820835909,0.0235385005118212,14,0.0647113623942983,"SCAMP1"
0.42024639248848,0.0836618066304651,0.0277828665470009,14,0.0752089253804227,"SCAMP1"
0.480281591415405,0.095499594989122,0.0327885565879084,14,0.0857064883665471,"SCAMP1"
0.540316790342331,0.101448144193005,0.035607525855913,14,0.0962040513526714,"SCAMP1"
0.600351989269257,0.11302582933697,0.0382596768184703,14,0.106701614338796,"SCAMP1"
0.660387188196182,0.123609018142208,0.0414463832323805,14,0.11719917732492,"SCAMP1"
0.720422387123108,0.13304369184352,0.0454873740732692,14,0.127696740311045,"SCAMP1"
0.780457586050034,0.143905431302528,0.0516212666748303,14,0.138194303297169,"SCAMP1"
0.840492784976959,0.149898268812991,0.0506446323635474,14,0.148691866283293,"SCAMP1"
